d,manifold,samplingdist,cov_type,mean_type,value,summary_type,n,ptile,M-estimator,cutoff_ratio,eff_rank
50,sphere,t,low-rank,softr,1.6271380600678542,ARE,1000,15.00,Cauchy,0.42791158310633487,5.004500000000001
50,sphere,t,low-rank,hardr,1.6350108417746847,ARE,1000,15.00,Hampel,0.42791158310633487,5.004500000000001
50,sphere,t,low-rank,mono,1.6078083172633209,ARE,1000,20.00,Huber,0.47257112140282026,5.004500000000001
50,sphere,t,low-rank,softr,1.6387866877947785,ARE,1000,20.00,Cauchy,0.47257112140282026,5.004500000000001
50,sphere,t,low-rank,hardr,1.6580446095190988,ARE,1000,20.00,Hampel,0.47257112140282026,5.004500000000001
50,sphere,t,low-rank,mono,1.6000851953187676,ARE,1000,25.00,Huber,0.5138778667530246,5.004500000000001
50,sphere,t,low-rank,softr,1.6458355833955176,ARE,1000,25.00,Cauchy,0.5138778667530246,5.004500000000001
50,sphere,t,low-rank,hardr,1.6651110356841679,ARE,1000,25.00,Hampel,0.5138778667530246,5.004500000000001
50,sphere,t,low-rank,mono,1.5887228899087522,ARE,1000,30.00,Huber,0.5542064970283994,5.004500000000001
50,sphere,t,low-rank,softr,1.64975286891971,ARE,1000,30.00,Cauchy,0.5542064970283994,5.004500000000001
50,sphere,t,low-rank,hardr,1.6642321369617894,ARE,1000,30.00,Hampel,0.5542064970283994,5.004500000000001
50,sphere,t,low-rank,mono,1.575588383517142,ARE,1000,35.00,Huber,0.5941010025400337,5.004500000000001
50,sphere,t,low-rank,softr,1.6513394471145821,ARE,1000,35.00,Cauchy,0.5941010025400337,5.004500000000001
50,sphere,t,low-rank,hardr,1.6569490123527222,ARE,1000,35.00,Hampel,0.5941010025400337,5.004500000000001
50,sphere,t,low-rank,mono,1.5601360178450763,ARE,1000,40.00,Huber,0.6345110087529376,5.004500000000001
50,sphere,t,low-rank,softr,1.6511221653500336,ARE,1000,40.00,Cauchy,0.6345110087529376,5.004500000000001
50,sphere,t,low-rank,hardr,1.6448264118514435,ARE,1000,40.00,Hampel,0.6345110087529376,5.004500000000001
50,sphere,t,low-rank,mono,1.5431953791355986,ARE,1000,45.00,Huber,0.6762592928040937,5.004500000000001
50,sphere,t,low-rank,softr,1.6487144170440353,ARE,1000,45.00,Cauchy,0.6762592928040937,5.004500000000001
50,sphere,t,low-rank,hardr,1.6306805736582064,ARE,1000,45.00,Hampel,0.6762592928040937,5.004500000000001
50,sphere,t,low-rank,mono,1.5251491839864402,ARE,1000,50.00,Huber,0.7201346353489656,5.004500000000001
50,sphere,t,low-rank,softr,1.64483083651803,ARE,1000,50.00,Cauchy,0.7201346353489656,5.004500000000001
50,sphere,t,low-rank,hardr,1.6134508288936757,ARE,1000,50.00,Hampel,0.7201346353489656,5.004500000000001
50,sphere,t,low-rank,mono,1.4809557604538228,ARE,1000,60.00,Huber,0.8183521820948627,5.004500000000001
50,sphere,t,low-rank,softr,1.6321237812408556,ARE,1000,60.00,Cauchy,0.8183521820948627,5.004500000000001
50,sphere,t,low-rank,hardr,1.56479968459264,ARE,1000,60.00,Hampel,0.8183521820948627,5.004500000000001
50,sphere,t,low-rank,mono,1.4246567820120217,ARE,1000,70.00,Huber,0.9405356225036933,5.004500000000001
50,sphere,t,low-rank,softr,1.610211920787018,ARE,1000,70.00,Cauchy,0.9405356225036933,5.004500000000001
50,sphere,t,low-rank,hardr,1.5009109106888268,ARE,1000,70.00,Hampel,0.9405356225036933,5.004500000000001
50,sphere,t,low-rank,mono,1.3913477741451616,ARE,1000,75.00,Huber,1.0175471286713658,5.004500000000001
50,sphere,t,low-rank,softr,1.5948004316140492,ARE,1000,75.00,Cauchy,1.0175471286713658,5.004500000000001
50,sphere,t,low-rank,hardr,1.4636315997350011,ARE,1000,75.00,Hampel,1.0175471286713658,5.004500000000001
50,sphere,t,low-rank,mono,1.3525900674806348,ARE,1000,80.00,Huber,1.1122739237483272,5.004500000000001
50,sphere,t,low-rank,softr,1.5745241436671398,ARE,1000,80.00,Cauchy,1.1122739237483272,5.004500000000001
50,sphere,t,low-rank,hardr,1.421950476041401,ARE,1000,80.00,Hampel,1.1122739237483272,5.004500000000001
50,sphere,t,low-rank,mono,1.3353244601513639,ARE,1000,82.13,Huber,1.1598066889905485,5.004500000000001
50,sphere,t,low-rank,softr,1.5645916138294986,ARE,1000,82.13,Cauchy,1.1598066889905485,5.004500000000001
50,sphere,t,low-rank,hardr,1.401591317530587,ARE,1000,82.13,Hampel,1.1598066889905485,5.004500000000001
50,sphere,t,low-rank,mono,1.308855014184013,ARE,1000,85.00,Huber,1.2374581297689222,5.004500000000001
50,sphere,t,low-rank,softr,1.5476500227647167,ARE,1000,85.00,Cauchy,1.2374581297689222,5.004500000000001
50,sphere,t,low-rank,hardr,1.3715397557630455,ARE,1000,85.00,Hampel,1.2374581297689222,5.004500000000001
50,sphere,t,low-rank,mono,1.2571430177760792,ARE,1000,90.00,Huber,1.4223512230060684,5.004500000000001
50,sphere,t,low-rank,softr,1.5092381568200481,ARE,1000,90.00,Cauchy,1.4223512230060684,5.004500000000001
50,sphere,t,low-rank,hardr,1.3103203509545711,ARE,1000,90.00,Hampel,1.4223512230060684,5.004500000000001
50,sphere,t,low-rank,mono,1.1847883103466685,ARE,1000,95.00,Huber,1.7662445767850192,5.004500000000001
50,sphere,t,low-rank,softr,1.4435035661506046,ARE,999,95.00,Cauchy,1.7662445767850192,5.004500000000001
50,sphere,t,low-rank,hardr,1.2285977674116342,ARE,1000,95.00,Hampel,1.7662445767850192,5.004500000000001
50,sphere,t,low-rank,mono,1.0836419162412594,ARE,1000,99.00,Huber,2.7508176040227417,5.004500000000001
50,sphere,t,low-rank,softr,1.3098396801793681,ARE,1000,99.00,Cauchy,2.7508176040227417,5.004500000000001
50,sphere,t,low-rank,hardr,1.1223927746854288,ARE,1000,99.00,Hampel,2.7508176040227417,5.004500000000001
50,sphere,t,low-rank,mono,1.04182353345833,ARE,1000,99.73,Huber,3.7410755802048428,5.004500000000001
50,sphere,t,low-rank,softr,1.228158878290453,ARE,1000,99.73,Cauchy,3.7410755802048428,5.004500000000001
50,sphere,t,low-rank,hardr,1.0799011350446641,ARE,1000,99.73,Hampel,3.7410755802048428,5.004500000000001
50,sphere,laplace,full-rank,fm,1.0,ARE,1000,0.00,Fréchet,,50.0
50,sphere,laplace,full-rank,gm,3.1044007840508363,ARE,1000,0.00,Geo.median,,50.0
50,sphere,laplace,full-rank,mono,2.5312918864735163,ARE,1000,5.00,Huber,0.22097845546277947,50.0
50,sphere,laplace,full-rank,softr,4.001819481239972,ARE,1000,5.00,Cauchy,0.22097845546277947,50.0
50,sphere,laplace,full-rank,hardr,3.209037086717833,ARE,1000,5.00,Hampel,0.22097845546277947,50.0
50,sphere,laplace,full-rank,mono,2.2906580691177125,ARE,1000,10.00,Huber,0.3172182090389203,50.0
50,sphere,laplace,full-rank,softr,3.400803515835418,ARE,1000,10.00,Cauchy,0.3172182090389203,50.0
50,sphere,laplace,full-rank,hardr,2.80657735101712,ARE,1000,10.00,Hampel,0.3172182090389203,50.0
50,sphere,laplace,full-rank,mono,2.122306182668419,ARE,1000,15.00,Huber,0.39450061797832925,50.0
50,sphere,laplace,full-rank,softr,3.0610641358622255,ARE,1000,15.00,Cauchy,0.39450061797832925,50.0
50,sphere,laplace,full-rank,hardr,2.490828348443301,ARE,1000,15.00,Hampel,0.39450061797832925,50.0
50,sphere,laplace,full-rank,mono,1.9886977573417346,ARE,1000,20.00,Huber,0.46270019805096835,50.0
50,sphere,laplace,full-rank,softr,2.825309459320816,ARE,1000,20.00,Cauchy,0.46270019805096835,50.0
50,sphere,laplace,full-rank,hardr,2.24808217210287,ARE,1000,20.00,Hampel,0.46270019805096835,50.0
50,sphere,laplace,full-rank,mono,1.877416530770234,ARE,1000,25.00,Huber,0.5255939013757108,50.0
50,sphere,laplace,full-rank,softr,2.6455524018267242,ARE,1000,25.00,Cauchy,0.5255939013757108,50.0
50,sphere,laplace,full-rank,hardr,2.0570809434886836,ARE,1000,25.00,Hampel,0.5255939013757108,50.0
50,sphere,laplace,full-rank,mono,1.780863354981701,ARE,1000,30.00,Huber,0.5858334477024676,50.0
50,sphere,laplace,full-rank,softr,2.498952932125685,ARE,1000,30.00,Cauchy,0.5858334477024676,50.0
50,sphere,laplace,full-rank,hardr,1.9042435838687584,ARE,1000,30.00,Hampel,0.5858334477024676,50.0
50,sphere,laplace,full-rank,mono,1.6953627907886537,ARE,1000,35.00,Huber,0.6447006461015937,50.0
50,sphere,laplace,full-rank,softr,2.3753960280034048,ARE,1000,35.00,Cauchy,0.6447006461015937,50.0
50,sphere,laplace,full-rank,hardr,1.779540085858119,ARE,1000,35.00,Hampel,0.6447006461015937,50.0
50,sphere,laplace,full-rank,mono,1.6190622374934438,ARE,1000,40.00,Huber,0.7028972274513684,50.0
50,sphere,laplace,full-rank,softr,2.2685736010583417,ARE,1000,40.00,Cauchy,0.7028972274513684,50.0
50,sphere,laplace,full-rank,hardr,1.6752160246216257,ARE,1000,40.00,Hampel,0.7028972274513684,50.0
50,sphere,laplace,full-rank,mono,1.5500559389151327,ARE,1000,45.00,Huber,0.761128105565628,50.0
50,sphere,laplace,full-rank,softr,2.1740491660704864,ARE,1000,45.00,Cauchy,0.761128105565628,50.0
50,sphere,laplace,full-rank,hardr,1.5870370298343304,ARE,1000,45.00,Hampel,0.761128105565628,50.0
50,sphere,laplace,full-rank,mono,1.4863114552588859,ARE,1000,50.00,Huber,0.8205472488166938,50.0
50,sphere,laplace,full-rank,softr,2.088358062732469,ARE,1000,50.00,Cauchy,0.8205472488166938,50.0
50,sphere,laplace,full-rank,hardr,1.5092617358845901,ARE,1000,50.00,Hampel,0.8205472488166938,50.0
50,sphere,laplace,full-rank,mono,1.3710114504389646,ARE,1000,60.00,Huber,0.9464551430689775,50.0
50,sphere,laplace,full-rank,softr,1.9356678530874274,ARE,1000,60.00,Cauchy,0.9464551430689775,50.0
50,sphere,laplace,full-rank,hardr,1.3774557727606707,ARE,1000,60.00,Hampel,0.9464551430689775,50.0
50,sphere,laplace,full-rank,mono,1.2692793734304206,ARE,1000,70.00,Huber,1.0879879898195561,50.0
50,sphere,laplace,full-rank,softr,1.7998012586883887,ARE,1000,70.00,Cauchy,1.0879879898195561,50.0
50,sphere,laplace,full-rank,hardr,1.2687160011733378,ARE,1000,70.00,Hampel,1.0879879898195561,50.0
50,sphere,laplace,full-rank,mono,1.2220994947105086,ARE,1000,75.00,Huber,1.1695939844765624,50.0
50,sphere,laplace,full-rank,softr,1.7346102655620987,ARE,1000,75.00,Cauchy,1.1695939844765624,50.0
50,sphere,laplace,full-rank,hardr,1.2200811948568684,ARE,1000,75.00,Hampel,1.1695939844765624,50.0
50,sphere,laplace,full-rank,mono,1.1763284871429056,ARE,1000,80.00,Huber,1.2628659418387738,50.0
50,sphere,laplace,full-rank,softr,1.6691403492313195,ARE,1000,80.00,Cauchy,1.2628659418387738,50.0
50,sphere,laplace,full-rank,hardr,1.174240568513524,ARE,1000,80.00,Hampel,1.2628659418387738,50.0
50,sphere,laplace,full-rank,mono,1.1577491927949,ARE,1000,82.13,Huber,1.3068239948460223,50.0
50,sphere,laplace,full-rank,softr,1.6413398965127912,ARE,1000,82.13,Cauchy,1.3068239948460223,50.0
50,sphere,laplace,full-rank,hardr,1.1554552061478052,ARE,1000,82.13,Hampel,1.3068239948460223,50.0
50,sphere,laplace,full-rank,mono,1.1323369376391936,ARE,1000,85.00,Huber,1.37427716157191,50.0
50,sphere,laplace,full-rank,softr,1.601811604279699,ARE,1000,85.00,Cauchy,1.37427716157191,50.0
50,sphere,laplace,full-rank,hardr,1.1305595035014528,ARE,1000,85.00,Hampel,1.37427716157191,50.0
50,sphere,laplace,full-rank,mono,1.0890183485701024,ARE,1000,90.00,Huber,1.5197947685545132,50.0
50,sphere,laplace,full-rank,softr,1.5279980634077297,ARE,1000,90.00,Cauchy,1.5197947685545132,50.0
50,sphere,laplace,full-rank,hardr,1.0878362006295226,ARE,1000,90.00,Hampel,1.5197947685545132,50.0
50,sphere,laplace,full-rank,mono,1.0458823586380528,ARE,1000,95.00,Huber,1.7432807537161685,50.0
50,sphere,laplace,full-rank,softr,1.4381004652565454,ARE,1000,95.00,Cauchy,1.7432807537161685,50.0
50,sphere,laplace,full-rank,hardr,1.044890050929586,ARE,1000,95.00,Hampel,1.7432807537161685,50.0
50,sphere,laplace,full-rank,mono,1.0097787993863734,ARE,1000,99.00,Huber,2.1836650552505716,50.0
50,sphere,laplace,full-rank,softr,1.3158950984891686,ARE,1000,99.00,Cauchy,2.1836650552505716,50.0
50,sphere,laplace,full-rank,hardr,1.0097858207902732,ARE,1000,99.00,Hampel,2.1836650552505716,50.0
50,sphere,laplace,full-rank,mono,1.003175252584269,ARE,1000,99.73,Huber,2.4491941509210644,50.0
50,sphere,laplace,full-rank,softr,1.2650119441999423,ARE,1000,99.73,Cauchy,2.4491941509210644,50.0
50,sphere,laplace,full-rank,hardr,1.0034324172097702,ARE,1000,99.73,Hampel,2.4491941509210644,50.0
50,sphere,laplace,half-rank,fm,1.0,ARE,1000,0.00,Fréchet,,25.005
50,sphere,laplace,half-rank,gm,3.0710593078806125,ARE,1000,0.00,Geo.median,,25.005
50,sphere,laplace,half-rank,mono,2.5247717483888583,ARE,1000,5.00,Huber,0.2172297023825403,25.005
50,sphere,laplace,half-rank,softr,3.9261642933424734,ARE,1000,5.00,Cauchy,0.2172297023825403,25.005
50,sphere,laplace,half-rank,hardr,3.044595327373097,ARE,1000,5.00,Hampel,0.2172297023825403,25.005
50,sphere,laplace,half-rank,mono,2.2921207329780513,ARE,1000,10.00,Huber,0.31140586987771446,25.005
50,sphere,laplace,half-rank,softr,3.3621797838202006,ARE,1000,10.00,Cauchy,0.31140586987771446,25.005
50,sphere,laplace,half-rank,hardr,2.6543287433861744,ARE,1000,10.00,Hampel,0.31140586987771446,25.005
50,sphere,laplace,half-rank,mono,2.127561424555118,ARE,1000,15.00,Huber,0.38776936356164843,25.005
50,sphere,laplace,half-rank,softr,3.0379940657123865,ARE,1000,15.00,Cauchy,0.38776936356164843,25.005
50,sphere,laplace,half-rank,hardr,2.3789600846974017,ARE,1000,15.00,Hampel,0.38776936356164843,25.005
50,sphere,laplace,half-rank,mono,1.997904385659854,ARE,1000,20.00,Huber,0.4549380480079258,25.005
50,sphere,laplace,half-rank,softr,2.813147731348687,ARE,1000,20.00,Cauchy,0.4549380480079258,25.005
50,sphere,laplace,half-rank,hardr,2.167654390582221,ARE,1000,20.00,Hampel,0.4549380480079258,25.005
50,sphere,laplace,half-rank,mono,1.8885952620644868,ARE,1000,25.00,Huber,0.5176858036842439,25.005
50,sphere,laplace,half-rank,softr,2.6385509734069577,ARE,1000,25.00,Cauchy,0.5176858036842439,25.005
50,sphere,laplace,half-rank,hardr,1.9996440375839173,ARE,1000,25.00,Hampel,0.5176858036842439,25.005
50,sphere,laplace,half-rank,mono,1.7933062498333652,ARE,1000,30.00,Huber,0.5777804272220926,25.005
50,sphere,laplace,half-rank,softr,2.4960379978843803,ARE,1000,30.00,Cauchy,0.5777804272220926,25.005
50,sphere,laplace,half-rank,hardr,1.863554742728022,ARE,1000,30.00,Hampel,0.5777804272220926,25.005
50,sphere,laplace,half-rank,mono,1.7093585976720107,ARE,1000,35.00,Huber,0.6363120262955201,25.005
50,sphere,laplace,half-rank,softr,2.375905368201064,ARE,1000,35.00,Cauchy,0.6363120262955201,25.005
50,sphere,laplace,half-rank,hardr,1.749274721759491,ARE,1000,35.00,Hampel,0.6363120262955201,25.005
50,sphere,laplace,half-rank,mono,1.634204490251452,ARE,1000,40.00,Huber,0.6939493670322048,25.005
50,sphere,laplace,half-rank,softr,2.2719329103232315,ARE,1000,40.00,Cauchy,0.6939493670322048,25.005
50,sphere,laplace,half-rank,hardr,1.653305859511939,ARE,1000,40.00,Hampel,0.6939493670322048,25.005
50,sphere,laplace,half-rank,mono,1.5652086533319574,ARE,1000,45.00,Huber,0.7522862917213603,25.005
50,sphere,laplace,half-rank,softr,2.178978869350645,ARE,1000,45.00,Cauchy,0.7522862917213603,25.005
50,sphere,laplace,half-rank,hardr,1.5706035600923796,ARE,1000,45.00,Hampel,0.7522862917213603,25.005
50,sphere,laplace,half-rank,mono,1.5016123605709315,ARE,1000,50.00,Huber,0.8114964914531768,25.005
50,sphere,laplace,half-rank,softr,2.0948361495427883,ARE,1000,50.00,Cauchy,0.8114964914531768,25.005
50,sphere,laplace,half-rank,hardr,1.4973100588105313,ARE,1000,50.00,Hampel,0.8114964914531768,25.005
50,sphere,laplace,half-rank,mono,1.3863962185948182,ARE,1000,60.00,Huber,0.9376438407778391,25.005
50,sphere,laplace,half-rank,softr,1.9440482603468772,ARE,1000,60.00,Cauchy,0.9376438407778391,25.005
50,sphere,laplace,half-rank,hardr,1.3742176195516598,ARE,1000,60.00,Hampel,0.9376438407778391,25.005
50,sphere,laplace,half-rank,mono,1.2826703563365645,ARE,1000,70.00,Huber,1.0814034422968029,25.005
50,sphere,laplace,half-rank,softr,1.8076650602663766,ARE,1000,70.00,Cauchy,1.0814034422968029,25.005
50,sphere,laplace,half-rank,hardr,1.2698451899839018,ARE,1000,70.00,Hampel,1.0814034422968029,25.005
50,sphere,laplace,half-rank,mono,1.2333907245556501,ARE,1000,75.00,Huber,1.164854083138404,25.005
50,sphere,laplace,half-rank,softr,1.7416597430755638,ARE,1000,75.00,Cauchy,1.164854083138404,25.005
50,sphere,laplace,half-rank,hardr,1.2219326979839376,ARE,1000,75.00,Hampel,1.164854083138404,25.005
50,sphere,laplace,half-rank,mono,1.1858497235866674,ARE,1000,80.00,Huber,1.2605550048042509,25.005
50,sphere,laplace,half-rank,softr,1.675431400684201,ARE,1000,80.00,Cauchy,1.2605550048042509,25.005
50,sphere,laplace,half-rank,hardr,1.1767919071844075,ARE,1000,80.00,Hampel,1.2605550048042509,25.005
50,sphere,laplace,half-rank,mono,1.1660243196880222,ARE,1000,82.13,Huber,1.3066128172545646,25.005
50,sphere,laplace,half-rank,softr,1.6464999749028162,ARE,1000,82.13,Cauchy,1.3066128172545646,25.005
50,sphere,laplace,half-rank,hardr,1.1581190867823998,ARE,1000,82.13,Hampel,1.3066128172545646,25.005
50,sphere,laplace,half-rank,mono,1.139685712158214,ARE,1000,85.00,Huber,1.3763590925115172,25.005
50,sphere,laplace,half-rank,softr,1.6062860242041817,ARE,1000,85.00,Cauchy,1.3763590925115172,25.005
50,sphere,laplace,half-rank,hardr,1.1327383777834668,ARE,1000,85.00,Hampel,1.3763590925115172,25.005
50,sphere,laplace,half-rank,mono,1.094428474018477,ARE,1000,90.00,Huber,1.5270372847718034,25.005
50,sphere,laplace,half-rank,softr,1.5308690657698394,ARE,1000,90.00,Cauchy,1.5270372847718034,25.005
50,sphere,laplace,half-rank,hardr,1.0896873371198539,ARE,1000,90.00,Hampel,1.5270372847718034,25.005
50,sphere,laplace,half-rank,mono,1.0492391671792451,ARE,1000,95.00,Huber,1.7612032622225644,25.005
50,sphere,laplace,half-rank,softr,1.4385225784200686,ARE,1000,95.00,Cauchy,1.7612032622225644,25.005
50,sphere,laplace,half-rank,hardr,1.0464919902411516,ARE,1000,95.00,Hampel,1.7612032622225644,25.005
50,sphere,laplace,half-rank,mono,1.010548908606897,ARE,1000,99.00,Huber,2.236498012517907,25.005
50,sphere,laplace,half-rank,softr,1.3109514647451352,ARE,1000,99.00,Cauchy,2.236498012517907,25.005
50,sphere,laplace,half-rank,hardr,1.009824378864837,ARE,1000,99.00,Hampel,2.236498012517907,25.005
50,sphere,laplace,half-rank,mono,1.0032881264931575,ARE,1000,99.73,Huber,2.526561112094152,25.005
50,sphere,laplace,half-rank,softr,1.2585545753690732,ARE,1000,99.73,Cauchy,2.526561112094152,25.005
50,sphere,laplace,half-rank,hardr,1.002519971918718,ARE,1000,99.73,Hampel,2.526561112094152,25.005
50,sphere,laplace,low-rank,fm,1.0,ARE,1000,0.00,Fréchet,,5.004500000000001
50,sphere,laplace,low-rank,gm,2.8134567198600506,ARE,1000,0.00,Geo.median,,5.004500000000001
50,sphere,laplace,low-rank,mono,2.409110339407177,ARE,1000,5.00,Huber,0.17818464606129955,5.004500000000001
50,sphere,laplace,low-rank,softr,3.3537941085516962,ARE,1000,5.00,Cauchy,0.17818464606129955,5.004500000000001
50,sphere,laplace,low-rank,hardr,2.5680209043141895,ARE,1000,5.00,Hampel,0.17818464606129955,5.004500000000001
50,sphere,laplace,low-rank,mono,2.2242103677936598,ARE,1000,10.00,Huber,0.25952860184396154,5.004500000000001
50,sphere,laplace,low-rank,softr,2.9789568246212457,ARE,1000,10.00,Cauchy,0.25952860184396154,5.004500000000001
50,sphere,laplace,low-rank,hardr,2.421493811908811,ARE,1000,10.00,Hampel,0.25952860184396154,5.004500000000001
50,sphere,laplace,low-rank,mono,2.0888560671484284,ARE,1000,15.00,Huber,0.32676290682905457,5.004500000000001
50,sphere,laplace,low-rank,softr,2.7550382959569393,ARE,1000,15.00,Cauchy,0.32676290682905457,5.004500000000001
50,sphere,laplace,low-rank,hardr,2.2884711264718103,ARE,1000,15.00,Hampel,0.32676290682905457,5.004500000000001
50,sphere,laplace,low-rank,mono,1.9808760891080461,ARE,1000,20.00,Huber,0.3877265240036605,5.004500000000001
50,sphere,laplace,low-rank,softr,2.5939466095186767,ARE,1000,20.00,Cauchy,0.3877265240036605,5.004500000000001
50,sphere,laplace,low-rank,hardr,2.1732818759901975,ARE,1000,20.00,Hampel,0.3877265240036605,5.004500000000001
50,sphere,laplace,low-rank,mono,1.8894590215898313,ARE,1000,25.00,Huber,0.4457172373078125,5.004500000000001
50,sphere,laplace,low-rank,softr,2.466634095079018,ARE,1000,25.00,Cauchy,0.4457172373078125,5.004500000000001
50,sphere,laplace,low-rank,hardr,2.0705439800006933,ARE,1000,25.00,Hampel,0.4457172373078125,5.004500000000001
50,sphere,laplace,low-rank,mono,1.8087193743995371,ARE,1000,30.00,Huber,0.5026316604606228,5.004500000000001
50,sphere,laplace,low-rank,softr,2.358650946136288,ARE,1000,30.00,Cauchy,0.5026316604606228,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.9706438256746475,ARE,1000,30.00,Hampel,0.5026316604606228,5.004500000000001
50,sphere,laplace,low-rank,mono,1.7366282064744452,ARE,1000,35.00,Huber,0.5595008397721528,5.004500000000001
50,sphere,laplace,low-rank,softr,2.2656858301398004,ARE,1000,35.00,Cauchy,0.5595008397721528,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.8780401558794837,ARE,1000,35.00,Hampel,0.5595008397721528,5.004500000000001
50,sphere,laplace,low-rank,mono,1.6695299809557476,ARE,1000,40.00,Huber,0.6170807752849502,5.004500000000001
50,sphere,laplace,low-rank,softr,2.1817021226595505,ARE,1000,40.00,Cauchy,0.6170807752849502,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.7917061966478465,ARE,1000,40.00,Hampel,0.6170807752849502,5.004500000000001
50,sphere,laplace,low-rank,mono,1.6074976230969453,ARE,1000,45.00,Huber,0.6757737506870665,5.004500000000001
50,sphere,laplace,low-rank,softr,2.1064824208829673,ARE,1000,45.00,Cauchy,0.6757737506870665,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.7107713178913055,ARE,1000,45.00,Hampel,0.6757737506870665,5.004500000000001
50,sphere,laplace,low-rank,mono,1.5485857887539358,ARE,1000,50.00,Huber,0.7372042577359939,5.004500000000001
50,sphere,laplace,low-rank,softr,2.0358821785221934,ARE,1000,50.00,Cauchy,0.7372042577359939,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.6373006579445464,ARE,1000,50.00,Hampel,0.7372042577359939,5.004500000000001
50,sphere,laplace,low-rank,mono,1.4406992966057248,ARE,1000,60.00,Huber,0.8710306314321173,5.004500000000001
50,sphere,laplace,low-rank,softr,1.9060511932994806,ARE,1000,60.00,Cauchy,0.8710306314321173,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.5036393721550876,ARE,1000,60.00,Hampel,0.8710306314321173,5.004500000000001
50,sphere,laplace,low-rank,mono,1.338953717551295,ARE,1000,70.00,Huber,1.0302782029160065,5.004500000000001
50,sphere,laplace,low-rank,softr,1.7824239910484538,ARE,1000,70.00,Cauchy,1.0302782029160065,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.3864118777322516,ARE,1000,70.00,Hampel,1.0302782029160065,5.004500000000001
50,sphere,laplace,low-rank,mono,1.2890573506559244,ARE,1000,75.00,Huber,1.124723553321158,5.004500000000001
50,sphere,laplace,low-rank,softr,1.7211783925936297,ARE,1000,75.00,Cauchy,1.124723553321158,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.3314504148214275,ARE,1000,75.00,Hampel,1.124723553321158,5.004500000000001
50,sphere,laplace,low-rank,mono,1.2384335881251474,ARE,1000,80.00,Huber,1.2368131510433138,5.004500000000001
50,sphere,laplace,low-rank,softr,1.6576148756227804,ARE,1000,80.00,Cauchy,1.2368131510433138,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.2773946753374688,ARE,1000,80.00,Hampel,1.2368131510433138,5.004500000000001
50,sphere,laplace,low-rank,mono,1.2165053474871381,ARE,1000,82.13,Huber,1.2911300797512633,5.004500000000001
50,sphere,laplace,low-rank,softr,1.6295052673174606,ARE,1000,82.13,Cauchy,1.2911300797512633,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.2554347123605007,ARE,1000,82.13,Hampel,1.2911300797512633,5.004500000000001
50,sphere,laplace,low-rank,mono,1.1858778975257027,ARE,1000,85.00,Huber,1.3759816560493252,5.004500000000001
50,sphere,laplace,low-rank,softr,1.589058727542881,ARE,1000,85.00,Cauchy,1.3759816560493252,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.2232576037993115,ARE,1000,85.00,Hampel,1.3759816560493252,5.004500000000001
50,sphere,laplace,low-rank,mono,1.1320395750656183,ARE,1000,90.00,Huber,1.5648466835707737,5.004500000000001
50,sphere,laplace,low-rank,softr,1.5127376263597414,ARE,1000,90.00,Cauchy,1.5648466835707737,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.1667254566179188,ARE,1000,90.00,Hampel,1.5648466835707737,5.004500000000001
50,sphere,laplace,low-rank,mono,1.0730587534163496,ARE,1000,95.00,Huber,1.8696997452878508,5.004500000000001
50,sphere,laplace,low-rank,softr,1.4165741382006716,ARE,1000,95.00,Cauchy,1.8696997452878508,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.107097310707897,ARE,1000,95.00,Hampel,1.8696997452878508,5.004500000000001
50,sphere,laplace,low-rank,mono,1.0173083028245193,ARE,1000,99.00,Huber,2.5198122796854108,5.004500000000001
50,sphere,laplace,low-rank,softr,1.2832361727028214,ARE,1000,99.00,Cauchy,2.5198122796854108,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.054134850159596,ARE,1000,99.00,Hampel,2.5198122796854108,5.004500000000001
50,sphere,laplace,low-rank,mono,1.0059195463490145,ARE,1000,99.73,Huber,2.94822435706229,5.004500000000001
50,sphere,laplace,low-rank,softr,1.227654870394697,ARE,1000,99.73,Cauchy,2.94822435706229,5.004500000000001
50,sphere,laplace,low-rank,hardr,1.0428773466030148,ARE,1000,99.73,Hampel,2.94822435706229,5.004500000000001
50,euclidean,gaussian,full-rank,fm,1.0,ARE,1000,0.00,Fréchet,,50.0
50,euclidean,gaussian,full-rank,gm,0.9917100327810996,ARE,1000,0.00,Geo.median,,50.0
50,euclidean,gaussian,full-rank,mono,0.9927160288975648,ARE,1000,5.00,Huber,0.8332131128317357,50.0
50,euclidean,gaussian,full-rank,softr,0.9884823388185248,ARE,1000,5.00,Cauchy,0.8332131128317357,50.0
