d,manifold,samplingdist,cov_type,mean_type,value,summary_type,n,ptile,M-estimator,cutoff_ratio,eff_rank
2,sphere,gaussian,full-rank,fm,1.0,ARE,1000,0.00,Fréchet,,2.0
2,sphere,gaussian,full-rank,gm,0.8013141204108681,ARE,1000,0.00,Geo.median,,2.0
2,sphere,gaussian,full-rank,mono,0.8199153650704831,ARE,1000,5.00,Huber,0.22579046203171588,2.0
2,sphere,gaussian,full-rank,softr,0.4563275962488596,ARE,1000,5.00,Cauchy,0.22579046203171588,2.0
2,sphere,gaussian,full-rank,hardr,0.1096915716117753,ARE,979,5.00,Hampel,0.22579046203171588,2.0
2,sphere,gaussian,full-rank,mono,0.8328749447757705,ARE,1000,10.00,Huber,0.3239479395503188,2.0
2,sphere,gaussian,full-rank,softr,0.5457838359365268,ARE,1000,10.00,Cauchy,0.3239479395503188,2.0
2,sphere,gaussian,full-rank,hardr,0.27861897030547783,ARE,999,10.00,Hampel,0.3239479395503188,2.0
2,sphere,gaussian,full-rank,mono,0.8459903396012476,ARE,1000,15.00,Huber,0.4023550624678796,2.0
2,sphere,gaussian,full-rank,softr,0.606203135530245,ARE,1000,15.00,Cauchy,0.4023550624678796,2.0
2,sphere,gaussian,full-rank,hardr,0.4461138634560077,ARE,1000,15.00,Hampel,0.4023550624678796,2.0
2,sphere,gaussian,full-rank,mono,0.8595804541714595,ARE,1000,20.00,Huber,0.47140593438421247,2.0
2,sphere,gaussian,full-rank,softr,0.6526059568933563,ARE,1000,20.00,Cauchy,0.47140593438421247,2.0
2,sphere,gaussian,full-rank,hardr,0.5786152742457736,ARE,1000,20.00,Hampel,0.47140593438421247,2.0
2,sphere,gaussian,full-rank,mono,0.8715565186808368,ARE,1000,25.00,Huber,0.5353127009423759,2.0
2,sphere,gaussian,full-rank,softr,0.6900375416545104,ARE,1000,25.00,Cauchy,0.5353127009423759,2.0
2,sphere,gaussian,full-rank,hardr,0.6750348971014056,ARE,1000,25.00,Hampel,0.5353127009423759,2.0
2,sphere,gaussian,full-rank,mono,0.8827675045548607,ARE,1000,30.00,Huber,0.5961391446095162,2.0
2,sphere,gaussian,full-rank,softr,0.7218943727648495,ARE,1000,30.00,Cauchy,0.5961391446095162,2.0
2,sphere,gaussian,full-rank,hardr,0.7479897021990952,ARE,1000,30.00,Hampel,0.5961391446095162,2.0
2,sphere,gaussian,full-rank,mono,0.8944038776006976,ARE,1000,35.00,Huber,0.6553038995204956,2.0
2,sphere,gaussian,full-rank,softr,0.7490314958666375,ARE,1000,35.00,Cauchy,0.6553038995204956,2.0
2,sphere,gaussian,full-rank,hardr,0.80124095311766,ARE,1000,35.00,Hampel,0.6553038995204956,2.0
2,sphere,gaussian,full-rank,mono,0.9056149003272547,ARE,1000,40.00,Huber,0.7136710075893291,2.0
2,sphere,gaussian,full-rank,softr,0.7732931836793743,ARE,1000,40.00,Cauchy,0.7136710075893291,2.0
2,sphere,gaussian,full-rank,hardr,0.8409806366846138,ARE,1000,40.00,Hampel,0.7136710075893291,2.0
2,sphere,gaussian,full-rank,mono,0.91687763638561,ARE,1000,45.00,Huber,0.7720770233813727,2.0
2,sphere,gaussian,full-rank,softr,0.7951298683471275,ARE,1000,45.00,Cauchy,0.7720770233813727,2.0
2,sphere,gaussian,full-rank,hardr,0.8724863705712375,ARE,1000,45.00,Hampel,0.7720770233813727,2.0
2,sphere,gaussian,full-rank,mono,0.9279848985091441,ARE,1000,50.00,Huber,0.8312243946076803,2.0
2,sphere,gaussian,full-rank,softr,0.8147384730980889,ARE,1000,50.00,Cauchy,0.8312243946076803,2.0
2,sphere,gaussian,full-rank,hardr,0.8976894385078057,ARE,1000,50.00,Hampel,0.8312243946076803,2.0
2,sphere,gaussian,full-rank,mono,0.9474208056211194,ARE,1000,60.00,Huber,0.9560154101942512,2.0
2,sphere,gaussian,full-rank,softr,0.8496916362683733,ARE,1000,60.00,Cauchy,0.9560154101942512,2.0
2,sphere,gaussian,full-rank,hardr,0.9348428499834855,ARE,1000,60.00,Hampel,0.9560154101942512,2.0
2,sphere,gaussian,full-rank,mono,0.9611903590714397,ARE,1000,70.00,Huber,1.0965625456644275,2.0
2,sphere,gaussian,full-rank,softr,0.8802176042199523,ARE,1000,70.00,Cauchy,1.0965625456644275,2.0
2,sphere,gaussian,full-rank,hardr,0.9576671057278798,ARE,1000,70.00,Hampel,1.0965625456644275,2.0
2,sphere,gaussian,full-rank,mono,0.9685605083779929,ARE,1000,75.00,Huber,1.1768665419525965,2.0
2,sphere,gaussian,full-rank,softr,0.8946425743739186,ARE,1000,75.00,Cauchy,1.1768665419525965,2.0
2,sphere,gaussian,full-rank,hardr,0.9668226876201474,ARE,1000,75.00,Hampel,1.1768665419525965,2.0
2,sphere,gaussian,full-rank,mono,0.9749195593119067,ARE,1000,80.00,Huber,1.2685392387596934,2.0
2,sphere,gaussian,full-rank,softr,0.9084151689174966,ARE,1000,80.00,Cauchy,1.2685392387596934,2.0
2,sphere,gaussian,full-rank,hardr,0.97416932257994,ARE,1000,80.00,Hampel,1.2685392387596934,2.0
2,sphere,gaussian,full-rank,mono,0.9771189002383955,ARE,1000,82.13,Huber,1.3119240232793128,2.0
2,sphere,gaussian,full-rank,softr,0.914219710685994,ARE,1000,82.13,Cauchy,1.3119240232793128,2.0
2,sphere,gaussian,full-rank,hardr,0.9766399633191641,ARE,1000,82.13,Hampel,1.3119240232793128,2.0
2,sphere,gaussian,full-rank,mono,0.9804764352683323,ARE,1000,85.00,Huber,1.3774017514480512,2.0
2,sphere,gaussian,full-rank,softr,0.9224923291097253,ARE,1000,85.00,Cauchy,1.3774017514480512,2.0
2,sphere,gaussian,full-rank,hardr,0.9802873734937109,ARE,1000,85.00,Hampel,1.3774017514480512,2.0
2,sphere,gaussian,full-rank,mono,0.9848097848391297,ARE,1000,90.00,Huber,1.5166397768505442,2.0
2,sphere,gaussian,full-rank,softr,0.9366771475273721,ARE,1000,90.00,Cauchy,1.5166397768505442,2.0
2,sphere,gaussian,full-rank,hardr,0.9848167302718767,ARE,1000,90.00,Hampel,1.5166397768505442,2.0
2,sphere,gaussian,full-rank,mono,0.9890790973167333,ARE,1000,95.00,Huber,1.7287124264695974,2.0
2,sphere,gaussian,full-rank,softr,0.9528015225838575,ARE,1000,95.00,Cauchy,1.7287124264695974,2.0
2,sphere,gaussian,full-rank,hardr,0.9890906735093055,ARE,1000,95.00,Hampel,1.7287124264695974,2.0
2,sphere,gaussian,full-rank,mono,0.9968894365795077,ARE,1000,99.00,Huber,2.13035339338767,2.0
2,sphere,gaussian,full-rank,softr,0.9723066149216282,ARE,1000,99.00,Cauchy,2.13035339338767,2.0
2,sphere,gaussian,full-rank,hardr,0.9968906581206896,ARE,1000,99.00,Hampel,2.13035339338767,2.0
2,sphere,gaussian,full-rank,mono,0.9988453818981275,ARE,1000,99.73,Huber,2.3626855734985184,2.0
2,sphere,gaussian,full-rank,softr,0.9789040200121427,ARE,1000,99.73,Cauchy,2.3626855734985184,2.0
2,sphere,gaussian,full-rank,hardr,0.9988455896020035,ARE,1000,99.73,Hampel,2.3626855734985184,2.0
2,sphere,gaussian,half-rank,fm,1.0,ARE,1000,0.00,Fréchet,,1.005
2,sphere,gaussian,half-rank,gm,0.6375690259598499,ARE,1000,0.00,Geo.median,,1.005
2,sphere,gaussian,half-rank,mono,0.64958385401701,ARE,1000,5.00,Huber,0.09220336471582796,1.005
2,sphere,gaussian,half-rank,softr,0.20773161074015478,ARE,823,5.00,Cauchy,0.09220336471582796,1.005
2,sphere,gaussian,half-rank,hardr,0.13224555542636932,ARE,504,5.00,Hampel,0.09220336471582796,1.005
2,sphere,gaussian,half-rank,mono,0.6590309638498018,ARE,1000,10.00,Huber,0.14605538522462455,1.005
2,sphere,gaussian,half-rank,softr,0.24797732145983373,ARE,978,10.00,Cauchy,0.14605538522462455,1.005
2,sphere,gaussian,half-rank,hardr,0.12929242496440832,ARE,614,10.00,Hampel,0.14605538522462455,1.005
2,sphere,gaussian,half-rank,mono,0.6688272488538809,ARE,1000,15.00,Huber,0.20217137055497533,1.005
2,sphere,gaussian,half-rank,softr,0.2893984138792756,ARE,990,15.00,Cauchy,0.20217137055497533,1.005
2,sphere,gaussian,half-rank,hardr,0.13953096415784091,ARE,795,15.00,Hampel,0.20217137055497533,1.005
2,sphere,gaussian,half-rank,mono,0.6821044077987197,ARE,1000,20.00,Huber,0.26240006453494563,1.005
2,sphere,gaussian,half-rank,softr,0.3293547953676715,ARE,997,20.00,Cauchy,0.26240006453494563,1.005
2,sphere,gaussian,half-rank,hardr,0.16249039945288504,ARE,924,20.00,Hampel,0.26240006453494563,1.005
2,sphere,gaussian,half-rank,mono,0.6999140621630082,ARE,1000,25.00,Huber,0.3252251489866876,1.005
2,sphere,gaussian,half-rank,softr,0.3725568105483767,ARE,1000,25.00,Cauchy,0.3252251489866876,1.005
2,sphere,gaussian,half-rank,hardr,0.21829998657879848,ARE,972,25.00,Hampel,0.3252251489866876,1.005
2,sphere,gaussian,half-rank,mono,0.7189529300688521,ARE,1000,30.00,Huber,0.390213418706198,1.005
2,sphere,gaussian,half-rank,softr,0.4211629113221493,ARE,1000,30.00,Cauchy,0.390213418706198,1.005
2,sphere,gaussian,half-rank,hardr,0.28805307329706514,ARE,992,30.00,Hampel,0.390213418706198,1.005
2,sphere,gaussian,half-rank,mono,0.7402410385222503,ARE,1000,35.00,Huber,0.4574487465422688,1.005
2,sphere,gaussian,half-rank,softr,0.46786635273610605,ARE,1000,35.00,Cauchy,0.4574487465422688,1.005
2,sphere,gaussian,half-rank,hardr,0.3675183754741438,ARE,999,35.00,Hampel,0.4574487465422688,1.005
2,sphere,gaussian,half-rank,mono,0.7630616156155952,ARE,1000,40.00,Huber,0.5269483574259405,1.005
2,sphere,gaussian,half-rank,softr,0.51220729170625,ARE,1000,40.00,Cauchy,0.5269483574259405,1.005
2,sphere,gaussian,half-rank,hardr,0.4611439454143137,ARE,1000,40.00,Hampel,0.5269483574259405,1.005
2,sphere,gaussian,half-rank,mono,0.7849242330854809,ARE,1000,45.00,Huber,0.599533847497117,1.005
2,sphere,gaussian,half-rank,softr,0.5540548326418678,ARE,1000,45.00,Cauchy,0.599533847497117,1.005
2,sphere,gaussian,half-rank,hardr,0.5492118897964235,ARE,1000,45.00,Hampel,0.599533847497117,1.005
2,sphere,gaussian,half-rank,mono,0.806332488166787,ARE,1000,50.00,Huber,0.6758582796866281,1.005
2,sphere,gaussian,half-rank,softr,0.5943934136251511,ARE,1000,50.00,Cauchy,0.6758582796866281,1.005
2,sphere,gaussian,half-rank,hardr,0.6298516337476439,ARE,1000,50.00,Hampel,0.6758582796866281,1.005
2,sphere,gaussian,half-rank,mono,0.8505193230605081,ARE,1000,60.00,Huber,0.8417199485788819,1.005
2,sphere,gaussian,half-rank,softr,0.6682432666171793,ARE,1000,60.00,Cauchy,0.8417199485788819,1.005
2,sphere,gaussian,half-rank,hardr,0.7623539609478798,ARE,1000,60.00,Hampel,0.8417199485788819,1.005
2,sphere,gaussian,half-rank,mono,0.8925025140037519,ARE,1000,70.00,Huber,1.034262297613354,1.005
2,sphere,gaussian,half-rank,softr,0.7350182825007393,ARE,1000,70.00,Cauchy,1.034262297613354,1.005
2,sphere,gaussian,half-rank,hardr,0.8574049390977785,ARE,1000,70.00,Hampel,1.034262297613354,1.005
2,sphere,gaussian,half-rank,mono,0.9091747197182456,ARE,1000,75.00,Huber,1.147086627899878,1.005
2,sphere,gaussian,half-rank,softr,0.7668603114630598,ARE,1000,75.00,Cauchy,1.147086627899878,1.005
2,sphere,gaussian,half-rank,hardr,0.8891705773422726,ARE,1000,75.00,Hampel,1.147086627899878,1.005
2,sphere,gaussian,half-rank,mono,0.9238873326140096,ARE,1000,80.00,Huber,1.2775928675242576,1.005
2,sphere,gaussian,half-rank,softr,0.7982239845164326,ARE,1000,80.00,Cauchy,1.2775928675242576,1.005
2,sphere,gaussian,half-rank,hardr,0.9141181001513473,ARE,1000,80.00,Hampel,1.2775928675242576,1.005
2,sphere,gaussian,half-rank,mono,0.9295791554641937,ARE,1000,82.13,Huber,1.339679398826395,1.005
2,sphere,gaussian,half-rank,softr,0.8112502586726174,ARE,1000,82.13,Cauchy,1.339679398826395,1.005
2,sphere,gaussian,half-rank,hardr,0.922716182342397,ARE,1000,82.13,Hampel,1.339679398826395,1.005
2,sphere,gaussian,half-rank,mono,0.9385751159414771,ARE,1000,85.00,Huber,1.4356840900871513,1.005
2,sphere,gaussian,half-rank,softr,0.8302908450113567,ARE,1000,85.00,Cauchy,1.4356840900871513,1.005
2,sphere,gaussian,half-rank,hardr,0.9346900598832371,ARE,1000,85.00,Hampel,1.4356840900871513,1.005
2,sphere,gaussian,half-rank,mono,0.9564961624268278,ARE,1000,90.00,Huber,1.6390889538373152,1.005
2,sphere,gaussian,half-rank,softr,0.86228261409909,ARE,1000,90.00,Cauchy,1.6390889538373152,1.005
2,sphere,gaussian,half-rank,hardr,0.9557124039096488,ARE,1000,90.00,Hampel,1.6390889538373152,1.005
2,sphere,gaussian,half-rank,mono,0.9761381532875703,ARE,1000,95.00,Huber,1.9505044745337783,1.005
2,sphere,gaussian,half-rank,softr,0.8975856723619143,ARE,1000,95.00,Cauchy,1.9505044745337783,1.005
2,sphere,gaussian,half-rank,hardr,0.976110054085011,ARE,1000,95.00,Hampel,1.9505044745337783,1.005
2,sphere,gaussian,half-rank,mono,0.9943546752545576,ARE,1000,99.00,Huber,2.5508520997475572,1.005
2,sphere,gaussian,half-rank,softr,0.9393341468857646,ARE,1000,99.00,Cauchy,2.5508520997475572,1.005
2,sphere,gaussian,half-rank,hardr,0.9943548733373787,ARE,1000,99.00,Hampel,2.5508520997475572,1.005
2,sphere,gaussian,half-rank,mono,0.9972826201455999,ARE,1000,99.73,Huber,2.9109397889247726,1.005
2,sphere,gaussian,half-rank,softr,0.9543135454501561,ARE,1000,99.73,Cauchy,2.9109397889247726,1.005
2,sphere,gaussian,half-rank,hardr,0.9972815766132916,ARE,1000,99.73,Hampel,2.9109397889247726,1.005
2,sphere,gaussian,low-rank,fm,1.0,ARE,1000,0.00,Fréchet,,1.0001
2,sphere,gaussian,low-rank,gm,0.6471947574251162,ARE,1000,0.00,Geo.median,,1.0001
2,sphere,gaussian,low-rank,mono,0.6622123277465867,ARE,1000,5.00,Huber,0.06362097534350576,1.0001
2,sphere,gaussian,low-rank,softr,0.22594850140494213,ARE,513,5.00,Cauchy,0.06362097534350576,1.0001
2,sphere,gaussian,low-rank,hardr,0.15440689771579455,ARE,520,5.00,Hampel,0.06362097534350576,1.0001
2,sphere,gaussian,low-rank,mono,0.6752197529602484,ARE,1000,10.00,Huber,0.12627549413288988,1.0001
2,sphere,gaussian,low-rank,softr,0.24693535077745013,ARE,953,10.00,Cauchy,0.12627549413288988,1.0001
2,sphere,gaussian,low-rank,hardr,0.1218221632672222,ARE,551,10.00,Hampel,0.12627549413288988,1.0001
2,sphere,gaussian,low-rank,mono,0.6886525280162672,ARE,1000,15.00,Huber,0.1896253357176204,1.0001
2,sphere,gaussian,low-rank,softr,0.29848050373591145,ARE,988,15.00,Cauchy,0.1896253357176204,1.0001
2,sphere,gaussian,low-rank,hardr,0.14148381277485175,ARE,775,15.00,Hampel,0.1896253357176204,1.0001
2,sphere,gaussian,low-rank,mono,0.705695311139886,ARE,1000,20.00,Huber,0.25400732351044264,1.0001
2,sphere,gaussian,low-rank,softr,0.3482909176564896,ARE,996,20.00,Cauchy,0.25400732351044264,1.0001
2,sphere,gaussian,low-rank,hardr,0.17407026992893238,ARE,917,20.00,Hampel,0.25400732351044264,1.0001
2,sphere,gaussian,low-rank,mono,0.7247519666680111,ARE,1000,25.00,Huber,0.31932989507681847,1.0001
2,sphere,gaussian,low-rank,softr,0.3960776039683248,ARE,999,25.00,Cauchy,0.31932989507681847,1.0001
2,sphere,gaussian,low-rank,hardr,0.22210249983337327,ARE,974,25.00,Hampel,0.31932989507681847,1.0001
2,sphere,gaussian,low-rank,mono,0.7413492023643042,ARE,1000,30.00,Huber,0.3857947529577088,1.0001
2,sphere,gaussian,low-rank,softr,0.44333582307839564,ARE,1000,30.00,Cauchy,0.3857947529577088,1.0001
2,sphere,gaussian,low-rank,hardr,0.29433060852625775,ARE,990,30.00,Hampel,0.3857947529577088,1.0001
2,sphere,gaussian,low-rank,mono,0.7565973478146952,ARE,1000,35.00,Huber,0.45404632410103135,1.0001
2,sphere,gaussian,low-rank,softr,0.4899595299400374,ARE,1000,35.00,Cauchy,0.45404632410103135,1.0001
2,sphere,gaussian,low-rank,hardr,0.37131841385094916,ARE,999,35.00,Hampel,0.45404632410103135,1.0001
2,sphere,gaussian,low-rank,mono,0.7739099751195335,ARE,1000,40.00,Huber,0.5244175465934682,1.0001
2,sphere,gaussian,low-rank,softr,0.5322372808715777,ARE,1000,40.00,Cauchy,0.5244175465934682,1.0001
2,sphere,gaussian,low-rank,hardr,0.46275412175095887,ARE,1000,40.00,Hampel,0.5244175465934682,1.0001
2,sphere,gaussian,low-rank,mono,0.7915754517188971,ARE,1000,45.00,Huber,0.598225401074798,1.0001
2,sphere,gaussian,low-rank,softr,0.5725418675991765,ARE,1000,45.00,Cauchy,0.598225401074798,1.0001
2,sphere,gaussian,low-rank,hardr,0.5536446163744848,ARE,1000,45.00,Hampel,0.598225401074798,1.0001
2,sphere,gaussian,low-rank,mono,0.8094693874092904,ARE,1000,50.00,Huber,0.6751720570978986,1.0001
2,sphere,gaussian,low-rank,softr,0.6108504102284434,ARE,1000,50.00,Cauchy,0.6751720570978986,1.0001
2,sphere,gaussian,low-rank,hardr,0.6356322676246657,ARE,1000,50.00,Hampel,0.6751720570978986,1.0001
2,sphere,gaussian,low-rank,mono,0.8466960169796742,ARE,1000,60.00,Huber,0.8422567536946558,1.0001
2,sphere,gaussian,low-rank,softr,0.6809506908690036,ARE,1000,60.00,Cauchy,0.8422567536946558,1.0001
2,sphere,gaussian,low-rank,hardr,0.7660849617058813,ARE,1000,60.00,Hampel,0.8422567536946558,1.0001
2,sphere,gaussian,low-rank,mono,0.8850332235729927,ARE,1000,70.00,Huber,1.0366308625828986,1.0001
2,sphere,gaussian,low-rank,softr,0.7446192739721779,ARE,1000,70.00,Cauchy,1.0366308625828986,1.0001
2,sphere,gaussian,low-rank,hardr,0.8551403881955071,ARE,1000,70.00,Hampel,1.0366308625828986,1.0001
2,sphere,gaussian,low-rank,mono,0.9032772049120935,ARE,1000,75.00,Huber,1.1499964662377813,1.0001
2,sphere,gaussian,low-rank,softr,0.7745625749505255,ARE,1000,75.00,Cauchy,1.1499964662377813,1.0001
2,sphere,gaussian,low-rank,hardr,0.8882467403259887,ARE,1000,75.00,Hampel,1.1499964662377813,1.0001
2,sphere,gaussian,low-rank,mono,0.9242994143862745,ARE,1000,80.00,Huber,1.281039594267397,1.0001
2,sphere,gaussian,low-rank,softr,0.8045934351555986,ARE,1000,80.00,Cauchy,1.281039594267397,1.0001
2,sphere,gaussian,low-rank,hardr,0.9181996257825751,ARE,1000,80.00,Hampel,1.281039594267397,1.0001
2,sphere,gaussian,low-rank,mono,0.9327635743574739,ARE,1000,82.13,Huber,1.3429976371494652,1.0001
2,sphere,gaussian,low-rank,softr,0.8167311857925664,ARE,1000,82.13,Cauchy,1.3429976371494652,1.0001
2,sphere,gaussian,low-rank,hardr,0.9289910704053714,ARE,1000,82.13,Hampel,1.3429976371494652,1.0001
2,sphere,gaussian,low-rank,mono,0.9433605792004649,ARE,1000,85.00,Huber,1.437859894924119,1.0001
2,sphere,gaussian,low-rank,softr,0.8343046626900565,ARE,1000,85.00,Cauchy,1.437859894924119,1.0001
2,sphere,gaussian,low-rank,hardr,0.9414850236997159,ARE,1000,85.00,Hampel,1.437859894924119,1.0001
2,sphere,gaussian,low-rank,mono,0.9627110286675995,ARE,1000,90.00,Huber,1.6432295277884064,1.0001
2,sphere,gaussian,low-rank,softr,0.8657111308689247,ARE,1000,90.00,Cauchy,1.6432295277884064,1.0001
2,sphere,gaussian,low-rank,hardr,0.9625552758925636,ARE,1000,90.00,Hampel,1.6432295277884064,1.0001
2,sphere,gaussian,low-rank,mono,0.9817119239100632,ARE,1000,95.00,Huber,1.9563421362056008,1.0001
2,sphere,gaussian,low-rank,softr,0.9004146205911648,ARE,1000,95.00,Cauchy,1.9563421362056008,1.0001
2,sphere,gaussian,low-rank,hardr,0.9818171570651804,ARE,1000,95.00,Hampel,1.9563421362056008,1.0001
2,sphere,gaussian,low-rank,mono,0.9971516973126057,ARE,1000,99.00,Huber,2.5641779239124354,1.0001
2,sphere,gaussian,low-rank,softr,0.940174191012661,ARE,1000,99.00,Cauchy,2.5641779239124354,1.0001
2,sphere,gaussian,low-rank,hardr,0.997151733235182,ARE,1000,99.00,Hampel,2.5641779239124354,1.0001
2,sphere,gaussian,low-rank,mono,0.9993369675971846,ARE,1000,99.73,Huber,2.919331987407054,1.0001
2,sphere,gaussian,low-rank,softr,0.9539538809626396,ARE,1000,99.73,Cauchy,2.919331987407054,1.0001
2,sphere,gaussian,low-rank,hardr,0.9993352227172625,ARE,1000,99.73,Hampel,2.919331987407054,1.0001
2,sphere,t,full-rank,fm,1.0,ARE,1000,0.00,Fréchet,,2.0
2,sphere,t,full-rank,gm,1.4140536738642104,ARE,1000,0.00,Geo.median,,2.0
2,sphere,t,full-rank,mono,1.4413275882619165,ARE,1000,5.00,Huber,0.16090992895260067,2.0
2,sphere,t,full-rank,softr,0.9651704744673769,ARE,1000,5.00,Cauchy,0.16090992895260067,2.0
2,sphere,t,full-rank,hardr,0.3190025542439026,ARE,998,5.00,Hampel,0.16090992895260067,2.0
2,sphere,t,full-rank,mono,1.457392545696641,ARE,1000,10.00,Huber,0.23212442315620901,2.0
2,sphere,t,full-rank,softr,1.1230160221030074,ARE,1000,10.00,Cauchy,0.23212442315620901,2.0
2,sphere,t,full-rank,hardr,0.6803743765623972,ARE,1000,10.00,Hampel,0.23212442315620901,2.0
2,sphere,t,full-rank,mono,1.4701127452226044,ARE,1000,15.00,Huber,0.2904305558838133,2.0
2,sphere,t,full-rank,softr,1.220725105525421,ARE,1000,15.00,Cauchy,0.2904305558838133,2.0
2,sphere,t,full-rank,hardr,0.9605661110822656,ARE,1000,15.00,Hampel,0.2904305558838133,2.0
2,sphere,t,full-rank,mono,1.4814902027636696,ARE,1000,20.00,Huber,0.3431363626391522,2.0
2,sphere,t,full-rank,softr,1.2885948392463142,ARE,1000,20.00,Cauchy,0.3431363626391522,2.0
2,sphere,t,full-rank,hardr,1.1539619130527008,ARE,1000,20.00,Hampel,0.3431363626391522,2.0
2,sphere,t,full-rank,mono,1.4901327745854092,ARE,1000,25.00,Huber,0.3926958081461655,2.0
2,sphere,t,full-rank,softr,1.3400706706011132,ARE,1000,25.00,Cauchy,0.3926958081461655,2.0
2,sphere,t,full-rank,hardr,1.2921181591874698,ARE,1000,25.00,Hampel,0.3926958081461655,2.0
2,sphere,t,full-rank,mono,1.494954448299603,ARE,1000,30.00,Huber,0.44105038662958523,2.0
2,sphere,t,full-rank,softr,1.3793875904130293,ARE,1000,30.00,Cauchy,0.44105038662958523,2.0
2,sphere,t,full-rank,hardr,1.3844251178216294,ARE,1000,30.00,Hampel,0.44105038662958523,2.0
2,sphere,t,full-rank,mono,1.4952237711958074,ARE,1000,35.00,Huber,0.48956401008630174,2.0
2,sphere,t,full-rank,softr,1.4108172683151419,ARE,1000,35.00,Cauchy,0.48956401008630174,2.0
2,sphere,t,full-rank,hardr,1.4454170297430569,ARE,1000,35.00,Hampel,0.48956401008630174,2.0
2,sphere,t,full-rank,mono,1.4919361476717445,ARE,1000,40.00,Huber,0.5390821745494182,2.0
2,sphere,t,full-rank,softr,1.4363315674477484,ARE,1000,40.00,Cauchy,0.5390821745494182,2.0
2,sphere,t,full-rank,hardr,1.481152982046694,ARE,1000,40.00,Hampel,0.5390821745494182,2.0
2,sphere,t,full-rank,mono,1.4851965479602673,ARE,1000,45.00,Huber,0.5900400478502864,2.0
2,sphere,t,full-rank,softr,1.456113311762187,ARE,1000,45.00,Cauchy,0.5900400478502864,2.0
2,sphere,t,full-rank,hardr,1.5040827231403116,ARE,1000,45.00,Hampel,0.5900400478502864,2.0
2,sphere,t,full-rank,mono,1.4753312977036646,ARE,1000,50.00,Huber,0.6433156517809676,2.0
2,sphere,t,full-rank,softr,1.4714078933169428,ARE,1000,50.00,Cauchy,0.6433156517809676,2.0
2,sphere,t,full-rank,hardr,1.5147786199911637,ARE,1000,50.00,Hampel,0.6433156517809676,2.0
2,sphere,t,full-rank,mono,1.4461164431307698,ARE,1000,60.00,Huber,0.7620817666744415,2.0
2,sphere,t,full-rank,softr,1.4917928224922385,ARE,1000,60.00,Cauchy,0.7620817666744415,2.0
2,sphere,t,full-rank,hardr,1.5046267094429453,ARE,1000,60.00,Hampel,0.7620817666744415,2.0
2,sphere,t,full-rank,mono,1.4116843357484827,ARE,1000,70.00,Huber,0.907602936325415,2.0
2,sphere,t,full-rank,softr,1.5000188328996178,ARE,1000,70.00,Cauchy,0.907602936325415,2.0
2,sphere,t,full-rank,hardr,1.463984602068775,ARE,1000,70.00,Hampel,0.907602936325415,2.0
2,sphere,t,full-rank,mono,1.3866021848797816,ARE,1000,75.00,Huber,0.9988683791305949,2.0
2,sphere,t,full-rank,softr,1.4986850173194588,ARE,1000,75.00,Cauchy,0.9988683791305949,2.0
2,sphere,t,full-rank,hardr,1.4342368518563213,ARE,1000,75.00,Hampel,0.9988683791305949,2.0
2,sphere,t,full-rank,mono,1.3555866031967125,ARE,1000,80.00,Huber,1.1105246798561048,2.0
2,sphere,t,full-rank,softr,1.492317175149487,ARE,1000,80.00,Cauchy,1.1105246798561048,2.0
2,sphere,t,full-rank,hardr,1.397131219697808,ARE,1000,80.00,Hampel,1.1105246798561048,2.0
2,sphere,t,full-rank,mono,1.34004683911249,ARE,1000,82.13,Huber,1.166568596419756,2.0
2,sphere,t,full-rank,softr,1.4878224538162585,ARE,1000,82.13,Cauchy,1.166568596419756,2.0
2,sphere,t,full-rank,hardr,1.3792164503023787,ARE,1000,82.13,Hampel,1.166568596419756,2.0
2,sphere,t,full-rank,mono,1.3160962905305935,ARE,1000,85.00,Huber,1.2569221854466326,2.0
2,sphere,t,full-rank,softr,1.4788740199165982,ARE,1000,85.00,Cauchy,1.2569221854466326,2.0
2,sphere,t,full-rank,hardr,1.3523942449728588,ARE,1000,85.00,Hampel,1.2569221854466326,2.0
2,sphere,t,full-rank,mono,1.2656333387452596,ARE,1000,90.00,Huber,1.4667862571471175,2.0
2,sphere,t,full-rank,softr,1.454839386258784,ARE,1000,90.00,Cauchy,1.4667862571471175,2.0
2,sphere,t,full-rank,hardr,1.2885004670128721,ARE,1000,90.00,Hampel,1.4667862571471175,2.0
2,sphere,t,full-rank,mono,1.1888052569053174,ARE,1000,95.00,Huber,1.8559384586446226,2.0
2,sphere,t,full-rank,softr,1.4057866233309764,ARE,1000,95.00,Cauchy,1.8559384586446226,2.0
2,sphere,t,full-rank,hardr,1.2072429906183244,ARE,1000,95.00,Hampel,1.8559384586446226,2.0
2,sphere,t,full-rank,mono,1.081023017702153,ARE,1000,99.00,Huber,2.9527152940589922,2.0
2,sphere,t,full-rank,softr,1.2917487394580693,ARE,1000,99.00,Cauchy,2.9527152940589922,2.0
2,sphere,t,full-rank,hardr,1.0860632224006699,ARE,1000,99.00,Hampel,2.9527152940589922,2.0
2,sphere,t,full-rank,mono,1.0358953864506957,ARE,1000,99.73,Huber,4.015425631341194,2.0
2,sphere,t,full-rank,softr,1.2179814519115677,ARE,1000,99.73,Cauchy,4.015425631341194,2.0
2,sphere,t,full-rank,hardr,1.0365720377403358,ARE,1000,99.73,Hampel,4.015425631341194,2.0
