cov_type,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
half-rank,50.005,0,0,0,35.0,0.6471840748457887,100,2.271091015803952
half-rank,50.005,0,0,0,40.0,0.7052247468796241,100,2.173099427410679
half-rank,50.005,0,0,0,45.0,0.7629450557780546,100,2.086959575036792
half-rank,50.005,0,0,0,50.0,0.8221072363286247,100,2.0086603837929724
half-rank,50.005,0,0,0,60.0,0.9469632602480595,100,1.8695336802534688
half-rank,50.005,0,0,0,70.0,1.088520184231953,100,1.744342262078697
half-rank,50.005,0,0,0,75.0,1.1707912621213976,100,1.6836550894705071
half-rank,50.005,0,0,0,80.0,1.2644703775810051,100,1.623040517910463
half-rank,50.005,0,0,0,82.13,1.3087147257394738,100,1.597271589120423
half-rank,50.005,0,0,0,85.0,1.376345080673976,100,1.5608106022259554
half-rank,50.005,0,0,0,90.0,1.5209076613184356,100,1.492812119874236
half-rank,50.005,0,0,0,95.0,1.744309030728139,100,1.4096179472584325
half-rank,50.005,0,0,0,99.0,2.186871911345176,100,1.2957478048496212
half-rank,50.005,0,0,0,99.73,2.4618465841298893,100,1.2472155625494528
half-rank,250.0050000000001,0,0,0,5.0,0.2249553464687272,500,3.816323938397769
half-rank,250.0050000000001,0,0,0,10.0,0.3233438320688157,500,3.2535509791738573
half-rank,250.0050000000001,0,0,0,15.0,0.4021492494676231,500,2.937092864844322
half-rank,250.0050000000001,0,0,0,20.0,0.4709022619021172,500,2.71755459401867
half-rank,250.0050000000001,0,0,0,25.0,0.5346781320192141,500,2.548018235485919
half-rank,250.0050000000001,0,0,0,30.0,0.5957791778184103,500,2.4083088464720563
half-rank,250.0050000000001,0,0,0,35.0,0.6547624291664529,500,2.293323594956344
half-rank,250.0050000000001,0,0,0,40.0,0.7131779982440288,500,2.1928848564814096
half-rank,250.0050000000001,0,0,0,45.0,0.7717114193145966,500,2.104387000609702
half-rank,250.0050000000001,0,0,0,50.0,0.8310011939190777,500,2.0245356300838
half-rank,250.0050000000001,0,0,0,60.0,0.9552399802155572,500,1.8832701700040149
half-rank,250.0050000000001,0,0,0,70.0,1.094926519272585,500,1.7569229446356949
half-rank,250.0050000000001,0,0,0,75.0,1.1749811713072282,500,1.6962967699423004
half-rank,250.0050000000001,0,0,0,80.0,1.2666077965358395,500,1.635366337525158
half-rank,250.0050000000001,0,0,0,82.13,1.310369747205901,500,1.6089952316665916
half-rank,250.0050000000001,0,0,0,85.0,1.37675101085407,500,1.571976869433091
half-rank,250.0050000000001,0,0,0,90.0,1.5177789416353855,500,1.503546406283682
half-rank,250.0050000000001,0,0,0,95.0,1.732869775070578,500,1.4202154286547977
half-rank,250.0050000000001,0,0,0,99.0,2.146388570239323,500,1.3079418669693974
half-rank,250.0050000000001,0,0,0,99.73,2.3964794990314595,500,1.260351047786496
low-rank,1.0001,0,0,0,5.0,0.0369636079575411,2,1.0707643079855214
low-rank,1.0001,0,0,0,10.0,0.0747084582544618,2,1.26201200704464
low-rank,1.0001,0,0,0,15.0,0.115142504400696,2,1.4429208544093437
low-rank,1.0001,0,0,0,20.0,0.1578942937941368,2,1.5551015752124748
low-rank,1.0001,0,0,0,25.0,0.2036661466540424,2,1.6345096840119746
low-rank,1.0001,0,0,0,30.0,0.2524204849010779,2,1.689038582663174
low-rank,1.0001,0,0,0,35.0,0.304947802429288,2,1.7241120033766508
low-rank,1.0001,0,0,0,40.0,0.361256222034178,2,1.742887410006139
low-rank,1.0001,0,0,0,45.0,0.4228166649703003,2,1.7530793274453371
low-rank,1.0001,0,0,0,50.0,0.4901520294745913,2,1.7543863423975208
low-rank,1.0001,0,0,0,60.0,0.6480208685685549,2,1.7335020136350578
low-rank,1.0001,0,0,0,70.0,0.850483722264048,2,1.683563222004106
low-rank,1.0001,0,0,0,75.0,0.9800314709151756,2,1.6466617739859353
low-rank,1.0001,0,0,0,80.0,1.1371636671894498,2,1.6050325757600423
low-rank,1.0001,0,0,0,82.13,1.215395723080272,2,1.5848979491215838
low-rank,1.0001,0,0,0,85.0,1.341672637895586,2,1.5532427435742306
low-rank,1.0001,0,0,0,90.0,1.627613931651403,2,1.4904571979135628
low-rank,1.0001,0,0,0,95.0,2.116160486859562,2,1.4017977666497543
low-rank,1.0001,0,0,0,99.0,3.2317625564853003,2,1.2599203514754695
low-rank,1.0001,0,0,0,99.73,4.0046303756532,2,1.201330984257358
