eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
5.0,0,1,-1,82.13,1.2325643647752798,50,0.9919699655651926
5.0,0,1,-1,85.0,1.2736680395401372,5,0.9917014777031502
5.0,0,1,-1,85.0,1.2731190990242405,10,0.9903406104160066
5.0,0,1,-1,85.0,1.2720364170409337,50,0.9933026019846608
5.0,0,1,-1,90.0,1.358480507109867,5,0.9942341314804958
5.0,0,1,-1,90.0,1.3578479830532293,10,0.9940927269033291
5.0,0,1,-1,90.0,1.3566979138323896,50,0.9957518518612198
5.0,0,1,-1,95.0,1.4861705678188348,5,0.9960948436758679
5.0,0,1,-1,95.0,1.48614170555803,10,0.9974063719757498
5.0,0,1,-1,95.0,1.4843387328265587,50,0.9980768418528643
5.0,0,1,-1,99.0,1.7306585406230188,5,0.999199506314364
5.0,0,1,-1,99.0,1.7298949292299768,10,0.9998548072768706
5.0,0,1,-1,99.0,1.726746074560348,50,0.999498499002432
5.0,0,1,-1,99.73,1.8887065927270434,5,0.9997821155874409
5.0,0,1,-1,99.73,1.8866152406613375,10,0.9998027363623401
5.0,0,1,-1,99.73,1.8830797892884874,50,0.9997600233734458
10.0,0,1,-1,5.0,0.6289882707521018,10,0.9405337640841445
10.0,0,1,-1,5.0,0.6284322338439479,20,0.951476242516684
10.0,0,1,-1,10.0,0.698537344706945,10,0.9530487458799419
10.0,0,1,-1,10.0,0.6980551544063363,20,0.9624647524974721
10.0,0,1,-1,15.0,0.7467679037230809,10,0.9589958536162021
10.0,0,1,-1,15.0,0.7465027168877177,20,0.9674323017699784
10.0,0,1,-1,20.0,0.786282151888374,10,0.9629895965951206
10.0,0,1,-1,20.0,0.7862457813591599,20,0.9711553433820181
10.0,0,1,-1,25.0,0.8208651719985344,10,0.9663744602786885
10.0,0,1,-1,25.0,0.8206085653799109,20,0.9744726229976456
10.0,0,1,-1,30.0,0.8524867704872218,10,0.9696115605782916
10.0,0,1,-1,30.0,0.8523174424315162,20,0.9773747199875142
10.0,0,1,-1,35.0,0.8822608494044264,10,0.9727365586424929
10.0,0,1,-1,35.0,0.8819798139165054,20,0.9799207467468228
10.0,0,1,-1,40.0,0.9109191395863295,10,0.9756904529636146
10.0,0,1,-1,40.0,0.9106670397967924,20,0.9822941350643148
10.0,0,1,-1,45.0,0.9389182418276991,10,0.9785204324135091
10.0,0,1,-1,45.0,0.9384635984631174,20,0.9845629572518391
10.0,0,1,-1,50.0,0.9666227803559844,10,0.9811764465251371
10.0,0,1,-1,50.0,0.9660886943925286,20,0.9866247095889303
10.0,0,1,-1,60.0,1.0235082646263964,10,0.9860731130288242
10.0,0,1,-1,60.0,1.022874838895304,20,0.9902329264070776
10.0,0,1,-1,70.0,1.0852900921220943,10,0.9901946504313439
10.0,0,1,-1,70.0,1.0849198147405181,20,0.993391042371951
10.0,0,1,-1,75.0,1.1199956968600553,10,0.991911977217617
10.0,0,1,-1,75.0,1.119652231925054,20,0.9948805857068477
10.0,0,1,-1,80.0,1.1587900548072507,10,0.993492660205599
10.0,0,1,-1,80.0,1.1588832106034148,20,0.9962141492220651
10.0,0,1,-1,82.13,1.1776880333170507,10,0.9940392677494708
10.0,0,1,-1,82.13,1.1773895483945414,20,0.9967421063235531
10.0,0,1,-1,85.0,1.20499823479132,10,0.9949809212176552
10.0,0,1,-1,85.0,1.2049221089803193,20,0.9974713322238566
10.0,0,1,-1,90.0,1.2634575587838477,10,0.9964835678942972
10.0,0,1,-1,90.0,1.2639314854704395,20,0.9987324987543478
10.0,0,1,-1,95.0,1.3508862032222009,10,0.9979521959571167
10.0,0,1,-1,95.0,1.3516654533192756,20,0.9997299329241865
10.0,0,1,-1,99.0,1.5175098044406818,10,0.9995013791402998
10.0,0,1,-1,99.0,1.5180744712434708,20,0.9997475176677011
10.0,0,1,-1,99.73,1.6253737973406426,10,0.9997736440560263
10.0,0,1,-1,99.73,1.6251836529782697,20,0.9998329337084577
10.01,0,1,-1,5.0,0.6290836815001466,100,0.9405505595480982
10.01,0,1,-1,10.0,0.6984220763796303,100,0.9523699595954838
10.01,0,1,-1,15.0,0.7470849792088858,100,0.9582395764535383
10.01,0,1,-1,20.0,0.7866237728072532,100,0.9624147522619129
10.01,0,1,-1,25.0,0.8214312842973367,100,0.96581757295056
10.01,0,1,-1,30.0,0.8526726122537447,100,0.9691504749180962
10.01,0,1,-1,35.0,0.8823563592352087,100,0.9721517548876845
10.01,0,1,-1,40.0,0.9110131357974911,100,0.9750503204056866
10.01,0,1,-1,45.0,0.9391036913790851,100,0.9777500676176223
10.01,0,1,-1,50.0,0.9669096009562133,100,0.9803356601973532
10.01,0,1,-1,60.0,1.0234537381744375,100,0.9849245762522664
10.01,0,1,-1,70.0,1.0853323471867267,100,0.989121975519857
10.01,0,1,-1,75.0,1.1200526006639575,100,0.9909342794867702
10.01,0,1,-1,80.0,1.158990018387404,100,0.9925613447891279
10.01,0,1,-1,82.13,1.1774275678187986,100,0.9932990258059571
10.01,0,1,-1,85.0,1.2048847185027562,100,0.9941958611234707
10.01,0,1,-1,90.0,1.2637750081372452,100,0.9957900426103521
10.01,0,1,-1,95.0,1.3523542333735965,100,0.997465447766676
10.01,0,1,-1,99.0,1.5198991249607352,100,0.9994201031129529
10.01,0,1,-1,99.73,1.6270535095253797,100,0.9998166837330951
20.0,0,1,-1,5.0,0.7373852906219649,20,0.9779645792007852
20.0,0,1,-1,10.0,0.7893353702714316,20,0.9798670130972645
20.0,0,1,-1,15.0,0.825063407315241,20,0.9816325212284625
20.0,0,1,-1,20.0,0.8540389883417878,20,0.9833165482756785
20.0,0,1,-1,25.0,0.8791153419840606,20,0.9848556822767751
20.0,0,1,-1,30.0,0.9018517904759122,20,0.9863623201343144
20.0,0,1,-1,35.0,0.9232830700462943,20,0.9877685340437168
20.0,0,1,-1,40.0,0.9437251512187459,20,0.9889493840757408
20.0,0,1,-1,45.0,0.9636393165576903,20,0.9901023709891573
20.0,0,1,-1,50.0,0.9833658684320474,20,0.9912263570965697
20.0,0,1,-1,60.0,1.0238311986310848,20,0.9933833537704555
20.0,0,1,-1,70.0,1.0676056345458507,20,0.9954712356573305
20.0,0,1,-1,75.0,1.0919295715562165,20,0.9964517491038782
20.0,0,1,-1,80.0,1.1190769000966885,20,0.9973159580074746
20.0,0,1,-1,82.13,1.1318490536909618,20,0.9976599041532033
20.0,0,1,-1,85.0,1.1508725535224404,20,0.998078137069891
20.0,0,1,-1,90.0,1.1917737353134386,20,0.9987359765073778
20.0,0,1,-1,95.0,1.2526087528204812,20,0.9993267282310653
20.0,0,1,-1,99.0,1.3688372547176006,20,0.9997694223472889
20.0,0,1,-1,99.73,1.4413588758969973,20,0.9999156327719924
25.0,0,1,-1,5.0,0.7652081738385101,50,0.9836677101009217
25.0,0,1,-1,10.0,0.8123686781835799,50,0.98516752737935
25.0,0,1,-1,15.0,0.8446555378555486,50,0.9865748196760007
25.0,0,1,-1,20.0,0.8705690556071692,50,0.9878604537761024
25.0,0,1,-1,25.0,0.8932691338867522,50,0.989080632315179
25.0,0,1,-1,30.0,0.9137268411634489,50,0.9902309506394407
25.0,0,1,-1,35.0,0.9329092699124365,50,0.991316638011224
25.0,0,1,-1,40.0,0.9511315930962049,50,0.9923997063878334
25.0,0,1,-1,45.0,0.9690187913842021,50,0.9934179981892474
25.0,0,1,-1,50.0,0.9866654608228757,50,0.994365498356706
25.0,0,1,-1,60.0,1.0226957716019016,50,0.9960133119398608
25.0,0,1,-1,70.0,1.061631345945933,50,0.9975780203264369
25.0,0,1,-1,75.0,1.0833382424180038,50,0.9981919021052809
25.0,0,1,-1,80.0,1.1077136644469534,50,0.9987877692242014
25.0,0,1,-1,82.13,1.119080034793369,50,0.9989740002174491
25.0,0,1,-1,85.0,1.1360579947235647,50,0.9992245602733352
25.0,0,1,-1,90.0,1.1722270325556798,50,0.9996043464000308
25.0,0,1,-1,95.0,1.226350232552326,50,0.999898527334121
25.0,0,1,-1,99.0,1.3284999965948967,50,1.0000207188249601
25.0,0,1,-1,99.73,1.3923160747284649,50,1.0000011987340538
50.0,0,1,-1,5.0,0.8343101867677417,50,0.9932473251767442
50.0,0,1,-1,5.0,0.8344441208659268,100,0.9904309008959864
50.0,0,1,-1,10.0,0.8684130061574369,50,0.9939071858185502
50.0,0,1,-1,10.0,0.8683795428453405,100,0.9911484437388955
50.0,0,1,-1,15.0,0.8918471511900293,50,0.9945176732698607
50.0,0,1,-1,15.0,0.8919744517255911,100,0.9917882039301542
50.0,0,1,-1,20.0,0.9106891704678693,50,0.9951359632000454
50.0,0,1,-1,20.0,0.9107448233462936,100,0.9924747859489406
50.0,0,1,-1,25.0,0.9269371425831814,50,0.9956815591231291
50.0,0,1,-1,25.0,0.9269966954058152,100,0.9931522823126132
50.0,0,1,-1,30.0,0.9415316120571948,50,0.9961778844570797
50.0,0,1,-1,30.0,0.9415597721590352,100,0.9937433295858511
50.0,0,1,-1,35.0,0.9551957952983898,50,0.9966338352282345
50.0,0,1,-1,35.0,0.9551791441504875,100,0.9943292906861997
50.0,0,1,-1,40.0,0.9682217481700853,50,0.9970429619249701
50.0,0,1,-1,40.0,0.9681931559906755,100,0.9949074751333
50.0,0,1,-1,45.0,0.9808840182221179,50,0.9974149478546362
50.0,0,1,-1,45.0,0.9807585557539602,100,0.9955026948396364
50.0,0,1,-1,50.0,0.9933127949182806,50,0.997810816566998
50.0,0,1,-1,50.0,0.9933074780099644,100,0.9960727103371804
50.0,0,1,-1,60.0,1.01861443533504,50,0.9985186886663039
50.0,0,1,-1,60.0,1.0186651759873682,100,0.9971175053524446
50.0,0,1,-1,70.0,1.0461253759461742,50,0.9990892406227108
50.0,0,1,-1,70.0,1.0460519086083808,100,0.9980590209314959
50.0,0,1,-1,75.0,1.0614013865667644,50,0.9993464160933545
50.0,0,1,-1,75.0,1.061381081315594,100,0.9984561747489724
50.0,0,1,-1,80.0,1.0785189345477546,50,0.9995358579105187
50.0,0,1,-1,80.0,1.0784774025876633,100,0.9988124685180436
50.0,0,1,-1,82.13,1.0865111299154413,50,0.9996107780249748
50.0,0,1,-1,82.13,1.0865084017914488,100,0.9989747888961151
50.0,0,1,-1,85.0,1.0984756044637405,50,0.9996802482809967
50.0,0,1,-1,85.0,1.098459487577658,100,0.9991920282518489
50.0,0,1,-1,90.0,1.123960116407321,50,0.9997783755600842
50.0,0,1,-1,90.0,1.1237556039214618,100,0.9995334138889239
50.0,0,1,-1,95.0,1.1617831791212292,50,0.9998629594594937
50.0,0,1,-1,95.0,1.1614511997125319,100,0.999832871786795
50.0,0,1,-1,99.0,1.2326395561283128,50,0.999954081928393
50.0,0,1,-1,99.0,1.2327157746052724,100,0.9999733711351977
50.0,0,1,-1,99.73,1.276324728137484,50,0.9999764674871517
50.0,0,1,-1,99.73,1.2774494149565876,100,0.9999895773697236
100.0,0,1,-1,5.0,0.8830232719548992,100,0.995548156400859
100.0,0,1,-1,10.0,0.9077102454933458,100,0.9959332841098361
100.0,0,1,-1,15.0,0.9244925459187417,100,0.9962940739104165
100.0,0,1,-1,20.0,0.9379162553811332,100,0.9966381449332651
100.0,0,1,-1,25.0,0.9494479955934038,100,0.9969591950076024
100.0,0,1,-1,30.0,0.9599016655370247,100,0.9972689217906879
100.0,0,1,-1,35.0,0.969681134302746,100,0.9975439759699732
100.0,0,1,-1,40.0,0.9789832691642231,100,0.9977923097840729
100.0,0,1,-1,45.0,0.9878800142227753,100,0.9980318524274564
100.0,0,1,-1,50.0,0.9967596267264801,100,0.9982648342599288
100.0,0,1,-1,60.0,1.0146500386371744,100,0.9987164789828846
100.0,0,1,-1,70.0,1.0340010861678663,100,0.9991199717041288
100.0,0,1,-1,75.0,1.0447289308331011,100,0.9992928977692728
100.0,0,1,-1,80.0,1.0567055087543193,100,0.999461312709047
100.0,0,1,-1,82.13,1.0623323716075146,100,0.999521933982121
100.0,0,1,-1,85.0,1.0707321647257348,100,0.9996120440544425
100.0,0,1,-1,90.0,1.0885505648676554,100,0.9997774457114298
100.0,0,1,-1,95.0,1.1147558260410322,100,0.999927284653501
100.0,0,1,-1,99.0,1.163736158211504,100,1.0000117205839998
100.0,0,1,-1,99.73,1.1949149392470044,100,1.0000291598204025
1.0,0,0,0,70.0,1.0351345591150898,10,0.9361998241805093
1.0,0,0,0,75.0,1.1490299951784022,10,0.962601063379466
1.0,0,0,0,80.0,1.2775928675242578,2,0.912930358176397
1.0,0,0,0,80.0,1.281039594267397,2,0.9189429400491875
1.0,0,0,0,80.0,1.2815710276169612,5,0.9031534648086499
1.0,0,0,0,80.0,1.2800833571485304,10,0.979212691049927
1.0,0,0,0,82.13,1.3396793988263953,2,0.9214313037618986
1.0,0,0,0,82.13,1.3429976371494652,2,0.9296040402726413
1.0,0,0,0,82.13,1.3435783133144805,5,0.9141065215540216
1.0,0,0,0,82.13,1.3422062993174109,10,0.984090119015991
1.0,0,0,0,85.0,1.435684090087151,2,0.9334969907904526
1.0,0,0,0,85.0,1.437859894924119,2,0.9422668850589508
1.0,0,0,0,85.0,1.438948972073098,5,0.9271552469792986
1.0,0,0,0,85.0,1.4386060060944774,10,0.9927956641892568
1.0,0,0,0,90.0,1.6390889538373155,2,0.9545451821681287
1.0,0,0,0,90.0,1.6432295277884066,2,0.9633913002657349
1.0,0,0,0,90.0,1.6444632190148134,5,0.9521773049260085
1.0,0,0,0,90.0,1.6420962958321774,10,1.001826318110467
1.0,0,0,0,95.0,1.9505044745337785,2,0.9752797434584517
1.0,0,0,0,95.0,1.9563421362056013,2,0.9821678597226653
1.0,0,0,0,95.0,1.956603523720733,5,0.9753643493457608
1.0,0,0,0,95.0,1.9554533869056905,10,1.0056003159784883
1.0,0,0,0,99.0,2.5508520997475577,2,0.9946064509710203
1.0,0,0,0,99.0,2.5641779239124354,2,0.9968434099772905
1.0,0,0,0,99.0,2.5581542922985188,5,0.9898116024507351
1.0,0,0,0,99.0,2.5623255769094575,10,1.000765001329226
1.0,0,0,0,99.73,2.9109397889247726,2,0.9971966967640921
1.0,0,0,0,99.73,2.919331987407054,2,0.9992116747300812
1.0,0,0,0,99.73,2.9217353691549333,5,0.9948871848277188
1.0,0,0,0,99.73,2.926443476836139,10,0.9998844823249708
2.0,0,0,0,60.0,0.9560154101942514,2,0.9355494168529841
2.0,0,0,0,60.0,0.9563860894946595,20,0.9017756596602791
2.0,0,0,0,70.0,1.0965625456644277,2,0.9584021338287266
2.0,0,0,0,70.0,1.0958955805542747,20,0.9334218982592366
2.0,0,0,0,75.0,1.1768665419525965,2,0.9676134298949165
2.0,0,0,0,75.0,1.176020836797154,20,0.9469159093619455
2.0,0,0,0,80.0,1.2685392387596937,2,0.9749069374435374
2.0,0,0,0,80.0,1.2667546531662464,20,0.9595861961399038
2.0,0,0,0,82.13,1.3119240232793132,2,0.9772447604337549
2.0,0,0,0,82.13,1.3097666752177681,20,0.9643393996306164
2.0,0,0,0,85.0,1.3774017514480517,2,0.9807232274494577
2.0,0,0,0,85.0,1.3754921785563983,20,0.9705339340990156
2.0,0,0,0,90.0,1.5166397768505444,2,0.9850065487670724
2.0,0,0,0,90.0,1.5153249269984512,20,0.9797123290562665
2.0,0,0,0,95.0,1.7287124264695977,2,0.9890872429981155
2.0,0,0,0,95.0,1.7279482049853208,20,0.9887767021647201
2.0,0,0,0,99.0,2.13035339338767,2,0.9968941476067135
2.0,0,0,0,99.0,2.1316085810792544,20,0.9978958729540993
2.0,0,0,0,99.73,2.362685573498519,2,0.9988684380538544
2.0,0,0,0,99.73,2.3721434530550214,20,0.9992982592842751
2.5,0,0,0,40.0,0.7867480929919629,5,0.9018862115866583
2.5,0,0,0,45.0,0.831570396999377,5,0.9159052938428781
2.5,0,0,0,50.0,0.8770874341661065,5,0.9273930467586815
2.5,0,0,0,60.0,0.9755536275964325,5,0.9459497733074504
2.5,0,0,0,70.0,1.0881683884962092,5,0.9616500432006824
2.5,0,0,0,75.0,1.1526584354775926,5,0.9688329926088823
2.5,0,0,0,80.0,1.2277075749421589,5,0.9754285441411756
2.5,0,0,0,82.13,1.2633527031734733,5,0.977995518733177
2.5,0,0,0,85.0,1.3178421452264584,5,0.9813854087831949
2.5,0,0,0,90.0,1.4344438624768583,5,0.9870453709440442
2.5,0,0,0,95.0,1.6153894492735876,5,0.9932958126752162
2.5,0,0,0,99.0,1.9672576742909154,5,0.9991594437581156
2.5,0,0,0,99.73,2.180332314264106,5,0.9994624876765771
5.0,0,0,0,15.0,0.6312695757837277,50,0.9048903859605522
5.0,0,0,0,20.0,0.6838502468533201,5,0.915994926058749
5.0,0,0,0,20.0,0.6839465698512968,10,0.9116656321033559
5.0,0,0,0,20.0,0.6843897748085397,50,0.9248538436679736
5.0,0,0,0,25.0,0.7307121141026169,5,0.9293518990630936
5.0,0,0,0,25.0,0.7309291904622429,10,0.9255762673793203
5.0,0,0,0,25.0,0.7313993114673943,50,0.9382892921965402
5.0,0,0,0,30.0,0.7739019120316712,5,0.9387234318345016
5.0,0,0,0,30.0,0.7741554258689582,10,0.9358803963285629
5.0,0,0,0,30.0,0.774498923348709,50,0.9482029746757915
5.0,0,0,0,35.0,0.8148569554741373,5,0.9462898929486572
5.0,0,0,0,35.0,0.8149093180548211,10,0.9439424947237309
5.0,0,0,0,35.0,0.815318714578375,50,0.9557489399606304
5.0,0,0,0,40.0,0.8545767775476525,5,0.9528099869943224
5.0,0,0,0,40.0,0.8543902126749309,10,0.9509415555739278
5.0,0,0,0,40.0,0.8553218838126014,50,0.9616795408089827
5.0,0,0,0,45.0,0.8937058581874302,5,0.9586208076384592
5.0,0,0,0,45.0,0.893509912818564,10,0.9572076775957539
5.0,0,0,0,45.0,0.8942829058962678,50,0.9669886310908347
5.0,0,0,0,50.0,0.9325177435708891,5,0.9640051933205571
5.0,0,0,0,50.0,0.9322866049765303,10,0.9630206920062612
5.0,0,0,0,50.0,0.9330690924248769,50,0.9718459827927152
5.0,0,0,0,60.0,1.012428612466137,5,0.9740294242822308
5.0,0,0,0,60.0,1.012219137632374,10,0.9730943131089796
5.0,0,0,0,60.0,1.013285931739093,50,0.9805771196048616
5.0,0,0,0,70.0,1.1008523421078997,5,0.9824680127079694
5.0,0,0,0,70.0,1.1005290678052393,10,0.9818770088189248
5.0,0,0,0,70.0,1.1008754562217404,50,0.9877082574049746
5.0,0,0,0,75.0,1.1506794216191158,5,0.986157769070424
5.0,0,0,0,75.0,1.150357155892649,10,0.9857400445371514
5.0,0,0,0,75.0,1.1507205465452728,50,0.9906081961767528
5.0,0,0,0,80.0,1.2065433176301272,5,0.9899837003420485
5.0,0,0,0,80.0,1.2066976410296053,10,0.9892502786232736
5.0,0,0,0,80.0,1.206553514296219,50,0.9933564024232483
5.0,0,0,0,82.13,1.2327923421219653,5,0.9915274844725512
5.0,0,0,0,82.13,1.2330095053307588,10,0.9906280209967097
5.0,0,0,0,82.13,1.232598262022777,50,0.994300812239316
5.0,0,0,0,85.0,1.2731954566370776,5,0.9932628724861321
5.0,0,0,0,85.0,1.2730609875070582,10,0.9926340531053188
5.0,0,0,0,85.0,1.2725186346907154,50,0.9953747661530864
5.0,0,0,0,90.0,1.358022702271052,5,0.9962760819444776
5.0,0,0,0,90.0,1.3578968009431562,10,0.9962910439263292
5.0,0,0,0,90.0,1.3576913373400408,50,0.9973168390428816
5.0,0,0,0,95.0,1.4854761241452166,5,0.998248871566952
5.0,0,0,0,95.0,1.4860937880180831,10,0.9986491995281357
5.0,0,0,0,95.0,1.4850359529396955,50,0.9986395514598186
5.0,0,0,0,99.0,1.7285340174294226,5,0.9997796402779182
5.0,0,0,0,99.0,1.7304729427145742,10,0.9998182277228771
5.0,0,0,0,99.0,1.7274733213676505,50,0.9995523195660688
5.0,0,0,0,99.73,1.8765135084615356,5,0.9996678985640381
5.0,0,0,0,99.73,1.8733976885074246,10,0.9999118524796726
5.0,0,0,0,99.73,1.8687670224023225,50,0.9995197058768619
10.0,0,0,0,5.0,0.6273158420772216,10,0.9452812116505699
10.0,0,0,0,5.0,0.6268630589920906,20,0.9468220512849189
10.0,0,0,0,10.0,0.6974283302736252,10,0.9573723502127353
10.0,0,0,0,10.0,0.6970214994675165,20,0.9587282222031785
10.0,0,0,0,15.0,0.7461209652533991,10,0.9624482187031562
10.0,0,0,0,15.0,0.7460535269817724,20,0.9643766658978841
10.0,0,0,0,20.0,0.7856501523712053,10,0.9659594558338311
10.0,0,0,0,20.0,0.785809115997056,20,0.9687166589683136
10.0,0,0,0,25.0,0.8203039616242529,10,0.968763998690299
10.0,0,0,0,25.0,0.8202514527714688,20,0.9723822594780124
