eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
50.04,0,1,-1,15.0,0.8917058071535331,500,0.9901857391749297
50.04,0,1,-1,20.0,0.9109795565313922,500,0.9904918317847489
50.04,0,1,-1,25.0,0.9268706942003053,500,0.9907667959513523
50.04,0,1,-1,30.0,0.94172982682056,500,0.991026937496693
50.04,0,1,-1,35.0,0.9553815875389472,500,0.9912545373374854
50.04,0,1,-1,40.0,0.9684674221841024,500,0.9914667142785746
50.04,0,1,-1,45.0,0.9811757125982965,500,0.9917374137733432
50.04,0,1,-1,50.0,0.9932642722453774,500,0.9919329648868787
50.04,0,1,-1,60.0,1.018364650144815,500,0.9922378095918312
50.04,0,1,-1,70.0,1.0454097278424577,500,0.9926652933692834
50.04,0,1,-1,75.0,1.0605680495645022,500,0.9928581585010213
50.04,0,1,-1,80.0,1.0779813321333318,500,0.9930805324463827
50.04,0,1,-1,82.13,1.0857674181526857,500,0.9931706558013416
50.04,0,1,-1,85.0,1.097530013023907,500,0.9933724679673094
50.04,0,1,-1,90.0,1.1233258222755842,500,0.9937075391681582
50.04,0,1,-1,95.0,1.1600548143846086,500,0.9941390652166561
50.04,0,1,-1,99.0,1.232146517955254,500,0.9948764389065728
50.04,0,1,-1,99.73,1.2760319865023435,500,0.9953900707194347
100.0,0,1,-1,5.0,0.8830232719548992,100,0.9940404518472595
100.0,0,1,-1,10.0,0.9077102454933458,100,0.9943199967275561
100.0,0,1,-1,15.0,0.9244925459187417,100,0.9944968865116941
100.0,0,1,-1,20.0,0.9379162553811332,100,0.9946442518284216
100.0,0,1,-1,25.0,0.9494479955934038,100,0.9947688373382162
100.0,0,1,-1,30.0,0.9599016655370247,100,0.9948761553154476
100.0,0,1,-1,35.0,0.969681134302746,100,0.9949701286454186
100.0,0,1,-1,40.0,0.9789832691642231,100,0.9950559329501957
100.0,0,1,-1,45.0,0.9878800142227753,100,0.9951406927634554
100.0,0,1,-1,50.0,0.9967596267264801,100,0.9952256422660456
100.0,0,1,-1,60.0,1.0146500386371744,100,0.9954017006951327
100.0,0,1,-1,70.0,1.0340010861678663,100,0.9955753448646109
100.0,0,1,-1,75.0,1.0447289308331011,100,0.995661250593374
100.0,0,1,-1,80.0,1.0567055087543193,100,0.9957574647059652
100.0,0,1,-1,82.13,1.0623323716075146,100,0.99580145780118
100.0,0,1,-1,85.0,1.0707321647257348,100,0.9958698873914061
100.0,0,1,-1,90.0,1.0885505648676554,100,0.996018344502869
100.0,0,1,-1,95.0,1.1147558260410322,100,0.9962250471478848
100.0,0,1,-1,99.0,1.163736158211504,100,0.9965560813240005
100.0,0,1,-1,99.73,1.1949149392470044,100,0.9967674546088938
250.01,0,1,-1,5.0,0.9261817582824651,500,0.9985997828161916
250.01,0,1,-1,10.0,0.942101322017215,500,0.998624132933338
250.01,0,1,-1,15.0,0.952752916717837,500,0.998642883343486
250.01,0,1,-1,20.0,0.9612645732230272,500,0.9986553454077033
250.01,0,1,-1,25.0,0.968636589658076,500,0.9986702906620331
250.01,0,1,-1,30.0,0.9752701425414553,500,0.9986918886843279
250.01,0,1,-1,35.0,0.9813775510225697,500,0.9987119754850116
250.01,0,1,-1,40.0,0.9873286455588609,500,0.9987202429387493
250.01,0,1,-1,45.0,0.9929801740444877,500,0.998743682306028
250.01,0,1,-1,50.0,0.9986752986232978,500,0.9987621080139686
250.01,0,1,-1,60.0,1.0100603926703118,500,0.9988199495172356
250.01,0,1,-1,70.0,1.0224112718635063,500,0.9988737758023092
250.01,0,1,-1,75.0,1.0290774162617236,500,0.998887858113546
250.01,0,1,-1,80.0,1.036702439859655,500,0.9989008788787642
250.01,0,1,-1,82.13,1.0402728482093955,500,0.9989110751402603
250.01,0,1,-1,85.0,1.0454321341799822,500,0.9989360050621623
250.01,0,1,-1,90.0,1.0564157921369628,500,0.99895522604708
250.01,0,1,-1,95.0,1.072716658799769,500,0.9989902383035377
250.01,0,1,-1,99.0,1.1036709737459505,500,0.9990292647384459
250.01,0,1,-1,99.73,1.123699722511653,500,0.9990529367256269
500.0,0,1,-1,5.0,0.947963206562886,500,0.9996162913947526
500.0,0,1,-1,10.0,0.959100871075468,500,0.9996315132041598
500.0,0,1,-1,15.0,0.966765947227579,500,0.9996454419868349
500.0,0,1,-1,20.0,0.9728126812792488,500,0.9996423371556155
500.0,0,1,-1,25.0,0.9781099270811326,500,0.9996730922665904
500.0,0,1,-1,30.0,0.982885048143089,500,0.9996877816593427
500.0,0,1,-1,35.0,0.987284599133585,500,0.9996857169264608
500.0,0,1,-1,40.0,0.9914310567691154,500,0.9996935184539122
500.0,0,1,-1,45.0,0.9954164876886942,500,0.9996983768736099
500.0,0,1,-1,50.0,0.9993257794380596,500,0.9997056928152321
500.0,0,1,-1,60.0,1.0073984084443732,500,0.9997154842750305
500.0,0,1,-1,70.0,1.0160037481106035,500,0.9997324111559115
500.0,0,1,-1,75.0,1.0206927462428692,500,0.9997421586565447
500.0,0,1,-1,80.0,1.025955118950938,500,0.999745637812378
500.0,0,1,-1,82.13,1.0282982775734903,500,0.9997490265601432
500.0,0,1,-1,85.0,1.0319612966849196,500,0.999749944056037
500.0,0,1,-1,90.0,1.0396855752630512,500,0.9997494348595283
500.0,0,1,-1,95.0,1.0515371724137572,500,0.9997500467211426
500.0,0,1,-1,99.0,1.0729537609533906,500,0.9997595053472098
500.0,0,1,-1,99.73,1.0860107909986574,500,0.9997638472996891
1.0,0,0,0,85.0,1.4386060060944774,10,0.9077855497950222
1.0,0,0,0,90.0,1.6420962958321774,10,0.9352273180608884
1.0,0,0,0,95.0,1.9563421362056013,2,0.9021121525195174
1.0,0,0,0,95.0,1.9554533869056905,10,0.9644541739662325
1.0,0,0,0,99.0,2.5508520997475577,2,0.9376533307169771
1.0,0,0,0,99.0,2.5641779239124354,2,0.94134500767684
1.0,0,0,0,99.0,2.5581542922985188,5,0.9323302061424494
1.0,0,0,0,99.0,2.5623255769094575,10,0.9921125809910235
1.0,0,0,0,99.73,2.9109397889247726,2,0.9530320202522805
1.0,0,0,0,99.73,2.919331987407054,2,0.9550529253620438
1.0,0,0,0,99.73,2.9217353691549333,5,0.947438254317154
1.0,0,0,0,99.73,2.926443476836139,10,0.9998358107636861
2.0,0,0,0,80.0,1.2685392387596937,2,0.9099947349861065
2.0,0,0,0,82.13,1.3119240232793132,2,0.9156627108151018
2.0,0,0,0,85.0,1.3774017514480517,2,0.9237359033532571
2.0,0,0,0,90.0,1.5166397768505444,2,0.9376669557425812
2.0,0,0,0,90.0,1.5153249269984512,20,0.9065873275453533
2.0,0,0,0,95.0,1.7287124264695977,2,0.9534185453379976
2.0,0,0,0,95.0,1.7279482049853208,20,0.926142516862478
2.0,0,0,0,99.0,2.13035339338767,2,0.972562469306147
2.0,0,0,0,99.0,2.1316085810792544,20,0.9516845939168916
2.0,0,0,0,99.73,2.362685573498519,2,0.9791336236657247
2.0,0,0,0,99.73,2.3721434530550214,20,0.9619058349693848
2.5,0,0,0,75.0,1.1526584354775926,5,0.906736426293798
2.5,0,0,0,80.0,1.2277075749421589,5,0.916058943060075
2.5,0,0,0,82.13,1.2633527031734733,5,0.9200411419536799
2.5,0,0,0,85.0,1.3178421452264584,5,0.9258223502550826
2.5,0,0,0,90.0,1.4344438624768583,5,0.936451837657793
2.5,0,0,0,95.0,1.6153894492735876,5,0.9497577412061785
2.5,0,0,0,99.0,1.9672576742909154,5,0.9670240886242043
2.5,0,0,0,99.73,2.180332314264106,5,0.973417277279976
5.0,0,0,0,35.0,0.815318714578375,50,0.9015913821124579
5.0,0,0,0,40.0,0.8553218838126014,50,0.9089636834510284
5.0,0,0,0,45.0,0.8937058581874302,5,0.9050256849347923
5.0,0,0,0,45.0,0.8942829058962678,50,0.9157011572500352
5.0,0,0,0,50.0,0.9325177435708891,5,0.91150176952542
5.0,0,0,0,50.0,0.9322866049765303,10,0.9062083076620893
5.0,0,0,0,50.0,0.9330690924248769,50,0.921790595340723
5.0,0,0,0,60.0,1.012428612466137,5,0.9233857445015836
5.0,0,0,0,60.0,1.012219137632374,10,0.9184916031394883
5.0,0,0,0,60.0,1.013285931739093,50,0.9330895465030261
5.0,0,0,0,70.0,1.1008523421078997,5,0.9344832469407655
5.0,0,0,0,70.0,1.1005290678052393,10,0.9299301723908373
5.0,0,0,0,70.0,1.1008754562217404,50,0.9435152350223154
5.0,0,0,0,75.0,1.1506794216191158,5,0.9398600532750858
5.0,0,0,0,75.0,1.150357155892649,10,0.9355823780106967
5.0,0,0,0,75.0,1.1507205465452728,50,0.9485465681704118
5.0,0,0,0,80.0,1.2065433176301272,5,0.9453725369962183
5.0,0,0,0,80.0,1.2066976410296053,10,0.9413856746105967
5.0,0,0,0,80.0,1.206553514296219,50,0.9536586109216951
5.0,0,0,0,82.13,1.2327923421219653,5,0.9478097495240527
5.0,0,0,0,82.13,1.2330095053307588,10,0.9438735641846966
5.0,0,0,0,82.13,1.232598262022777,50,0.9558778662875176
5.0,0,0,0,85.0,1.2731954566370776,5,0.951272560653646
5.0,0,0,0,85.0,1.2730609875070582,10,0.947438932304417
5.0,0,0,0,85.0,1.2725186346907154,50,0.9590321506744599
5.0,0,0,0,90.0,1.358022702271052,5,0.9578217371695615
5.0,0,0,0,90.0,1.3578968009431562,10,0.9542141413799863
5.0,0,0,0,90.0,1.3576913373400408,50,0.9651471463440313
5.0,0,0,0,95.0,1.4854761241452166,5,0.9657671964180665
5.0,0,0,0,95.0,1.4860937880180831,10,0.9625511361070018
5.0,0,0,0,95.0,1.4850359529396955,50,0.9722854366512813
5.0,0,0,0,99.0,1.7285340174294226,5,0.9766554158373244
5.0,0,0,0,99.0,1.7304729427145742,10,0.9742810614557001
5.0,0,0,0,99.0,1.7274733213676505,50,0.9820344151378275
5.0,0,0,0,99.73,1.8765135084615356,5,0.9811676314000592
5.0,0,0,0,99.73,1.8733976885074246,10,0.9788292489317773
5.0,0,0,0,99.73,1.8687670224023225,50,0.98578660413085
10.0,0,0,0,5.0,0.6273158420772216,10,0.9129244522017119
10.0,0,0,0,5.0,0.6268630589920906,20,0.9126607929551216
10.0,0,0,0,10.0,0.6974283302736252,10,0.9236940643291092
10.0,0,0,0,10.0,0.6970214994675165,20,0.9238702174447206
10.0,0,0,0,15.0,0.7461209652533991,10,0.9303819787076893
10.0,0,0,0,15.0,0.7460535269817724,20,0.9309336286643168
10.0,0,0,0,20.0,0.7856501523712053,10,0.9353960379605407
10.0,0,0,0,20.0,0.785809115997056,20,0.93620243377616
10.0,0,0,0,25.0,0.8203039616242529,10,0.9394437892620768
10.0,0,0,0,25.0,0.8202514527714688,20,0.940498163685945
10.0,0,0,0,30.0,0.8520720079800643,10,0.9429518724298417
10.0,0,0,0,30.0,0.8519114433127314,20,0.9441905528035439
10.0,0,0,0,35.0,0.8818399359424554,10,0.9460531630910893
10.0,0,0,0,35.0,0.8816108344931972,20,0.9474044912188274
10.0,0,0,0,40.0,0.910590904453325,10,0.9488706599555613
10.0,0,0,0,40.0,0.9103289245675885,20,0.9503302623817262
10.0,0,0,0,45.0,0.9385411321267378,10,0.9514823000456193
10.0,0,0,0,45.0,0.9382769353859273,20,0.9530180981899594
10.0,0,0,0,50.0,0.9663636593276937,10,0.9538986307500629
10.0,0,0,0,50.0,0.965903141546945,20,0.9555272833625763
10.0,0,0,0,60.0,1.023278469413914,10,0.9584580449561511
10.0,0,0,0,60.0,1.0227805069604057,20,0.960292743209488
10.0,0,0,0,70.0,1.0849586110931735,10,0.9628683087359761
10.0,0,0,0,70.0,1.084909918870352,20,0.9648617602453614
10.0,0,0,0,75.0,1.1196927254932525,10,0.9651431964693249
10.0,0,0,0,75.0,1.11971411589602,20,0.9671748489839833
10.0,0,0,0,80.0,1.158801951652531,10,0.9675426628321355
10.0,0,0,0,80.0,1.1588844431558296,20,0.969586667589677
10.0,0,0,0,82.13,1.1770416911009647,10,0.9685838196283288
10.0,0,0,0,82.13,1.177261361839747,20,0.9706675437516546
10.0,0,0,0,85.0,1.2046841035184797,10,0.970093151648802
10.0,0,0,0,85.0,1.2051793146322747,20,0.9722580107070048
10.0,0,0,0,90.0,1.263203761745587,10,0.9730050018637886
10.0,0,0,0,90.0,1.263982462167427,20,0.975217468195577
10.0,0,0,0,95.0,1.350840734397015,10,0.97677538271105
10.0,0,0,0,95.0,1.3517901526150575,20,0.979050928747417
10.0,0,0,0,99.0,1.51701642073361,10,0.9825048684207133
10.0,0,0,0,99.0,1.5179669330358232,20,0.9846755205514711
10.0,0,0,0,99.73,1.6157835216687981,10,0.9850136197247032
10.0,0,0,0,99.73,1.6172717420169298,20,0.9872227976053235
10.01,0,0,0,5.0,0.6275217254343483,100,0.9149320596757237
10.01,0,0,0,10.0,0.6974946291473654,100,0.9255849547416105
10.01,0,0,0,15.0,0.7463276614606972,100,0.9322724567651932
10.01,0,0,0,20.0,0.7863696615741469,100,0.9373366422577281
10.01,0,0,0,25.0,0.8209648573761944,100,0.9414274680396273
