i,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE,variance,value_aggf
5,1.0,0,1,-1,82.13,1.3423044922455616,10,0.9600396706307107,8.82126814255095e-05,0.98045024422245
6,1.0,0,1,-1,82.13,1.3465809614941218,2,0.9401669699906651,0.00010714954679513231,0.9382965039775624
6,1.0,0,1,-1,82.13,1.3388745329407128,2,0.9889323630810353,0.00011459358584614948,0.9354005288255778
6,1.0,0,1,-1,82.13,1.3490992517211746,5,0.9765941506590767,8.191733168912318e-05,0.9288203258425606
6,1.0,0,1,-1,82.13,1.3485377131106264,10,0.9291693154937102,0.00010483764341371285,0.98045024422245
7,1.0,0,1,-1,82.13,1.3396229312336037,2,0.9175761473884745,8.843994820433573e-05,0.9382965039775624
7,1.0,0,1,-1,82.13,1.3401141929936606,2,0.9705936312965529,9.796293747208359e-05,0.9354005288255778
7,1.0,0,1,-1,82.13,1.349085520794977,5,0.9845137143500615,0.00011736675266948979,0.9288203258425606
7,1.0,0,1,-1,82.13,1.3418299191329235,10,0.9715634352334879,0.00011055595793389578,0.98045024422245
8,1.0,0,1,-1,82.13,1.339549099422767,2,0.9018504326851964,0.00010616590907795481,0.9382965039775624
8,1.0,0,1,-1,82.13,1.351189172570635,2,0.8706727145562151,0.00012255754514707787,0.9354005288255778
8,1.0,0,1,-1,82.13,1.3422619104923004,5,0.9506851976768762,0.00010673288373098102,0.9288203258425606
8,1.0,0,1,-1,82.13,1.3393887133247244,10,0.967129483826266,0.00010086745831497113,0.98045024422245
9,1.0,0,1,-1,82.13,1.3424871020180627,2,0.8595957920470118,9.258592541243103e-05,0.9382965039775624
9,1.0,0,1,-1,82.13,1.3415167737096076,2,0.9019757447161528,0.0001105593807215631,0.9354005288255778
9,1.0,0,1,-1,82.13,1.343033198007389,5,0.9499276471796535,6.7215186261207e-05,0.9288203258425606
9,1.0,0,1,-1,82.13,1.3423792493795585,10,1.0803019774366691,9.161127765305154e-05,0.98045024422245
0,1.0,0,1,-1,85.0,1.4338617889574101,2,0.9866576701943341,0.00010655919603530035,0.9477103576256114
0,1.0,0,1,-1,85.0,1.4391975139172266,2,0.9472842100717351,9.017384468488586e-05,0.9454353698439396
0,1.0,0,1,-1,85.0,1.4408847195527958,5,0.8976453808133528,0.000100268427401484,0.941440496746704
0,1.0,0,1,-1,85.0,1.4411145711673976,10,1.0119877432177826,0.0001063503232249398,0.9866205558706973
1,1.0,0,1,-1,85.0,1.4335482844372303,2,0.9277948203547598,0.00011033144395470419,0.9477103576256114
1,1.0,0,1,-1,85.0,1.440363554816488,2,0.9225928326423503,8.665811552527578e-05,0.9454353698439396
1,1.0,0,1,-1,85.0,1.4378728772888905,5,0.9719440228436192,9.682670695673208e-05,0.941440496746704
1,1.0,0,1,-1,85.0,1.4387630700050453,10,1.024928115753578,0.00010680518722439603,0.9866205558706973
2,1.0,0,1,-1,85.0,1.428832099097109,2,0.9633310572794779,9.91307480315084e-05,0.9477103576256114
2,1.0,0,1,-1,85.0,1.4401655119445866,2,0.972792612832883,9.466613135873231e-05,0.9454353698439396
2,1.0,0,1,-1,85.0,1.432407602085833,5,0.9140482745837941,9.262352540219958e-05,0.941440496746704
2,1.0,0,1,-1,85.0,1.4391964355094182,10,0.9286376505430416,0.00012347825057811243,0.9866205558706973
3,1.0,0,1,-1,85.0,1.433972282809826,2,0.9870046578348644,9.543423999223764e-05,0.9477103576256114
3,1.0,0,1,-1,85.0,1.4404752315714326,2,0.9498229158128693,0.00011135991049125295,0.9454353698439396
3,1.0,0,1,-1,85.0,1.4422663717335065,5,0.8804942836076998,9.910367630586231e-05,0.941440496746704
3,1.0,0,1,-1,85.0,1.435055278732675,10,1.0149379390565538,0.00010598215433625526,0.9866205558706973
4,1.0,0,1,-1,85.0,1.4382826261091783,2,0.9516955267189933,0.00012395470951080708,0.9477103576256114
4,1.0,0,1,-1,85.0,1.4439231239829313,2,0.9162104507693177,0.00012751691633027285,0.9454353698439396
4,1.0,0,1,-1,85.0,1.4398377543870688,5,0.8828512803377551,0.0001035160041272154,0.941440496746704
4,1.0,0,1,-1,85.0,1.441352168774353,10,0.943434045375199,0.00010238488512611476,0.9866205558706973
5,1.0,0,1,-1,85.0,1.441262969201089,2,0.9834574927601717,9.538037758368891e-05,0.9477103576256114
5,1.0,0,1,-1,85.0,1.437744894402656,2,0.964008462311782,0.00012615298805557096,0.9454353698439396
5,1.0,0,1,-1,85.0,1.4389623337425417,5,0.9710907960091574,9.684988730138408e-05,0.941440496746704
5,1.0,0,1,-1,85.0,1.438599001653952,10,0.9642823582928757,8.782455978052465e-05,0.9866205558706973
6,1.0,0,1,-1,85.0,1.440263724270634,2,0.9517008363744457,0.00010585097847556905,0.9477103576256114
6,1.0,0,1,-1,85.0,1.431983223437547,2,0.9945973698353692,0.00011394088611306127,0.9454353698439396
6,1.0,0,1,-1,85.0,1.4442153211219255,5,0.9808718030330942,8.156008432276033e-05,0.941440496746704
6,1.0,0,1,-1,85.0,1.4456741017562684,10,0.9477310494862163,0.0001027843515536419,0.9866205558706973
7,1.0,0,1,-1,85.0,1.4368795061219921,2,0.9366005315606225,8.664354141818897e-05,0.9477103576256114
7,1.0,0,1,-1,85.0,1.4309156775543932,2,0.9821913450110069,9.680619127471665e-05,0.9454353698439396
7,1.0,0,1,-1,85.0,1.442298137727363,5,0.9938485192152099,0.00011626437568482522,0.941440496746704
7,1.0,0,1,-1,85.0,1.4346051541509808,10,0.9806917470190087,0.00010952689935678922,0.9866205558706973
8,1.0,0,1,-1,85.0,1.4329055938939868,2,0.9091101269228726,0.00010531812175764452,0.9477103576256114
8,1.0,0,1,-1,85.0,1.4497287471318747,2,0.8841366895021308,0.00012069119151999066,0.9454353698439396
8,1.0,0,1,-1,85.0,1.4354291204144667,5,0.9579940157744007,0.00010591858717028343,0.941440496746704
8,1.0,0,1,-1,85.0,1.4346836519158193,10,0.9730235644017363,0.00010025645468823278,0.9866205558706973
9,1.0,0,1,-1,85.0,1.4359550090526694,2,0.8797508562555723,9.046478479832694e-05,0.9477103576256114
9,1.0,0,1,-1,85.0,1.4341071140435033,2,0.9207168096499516,0.00010830895962418882,0.9454353698439396
9,1.0,0,1,-1,85.0,1.4364636335773746,5,0.9636165912489573,6.626034080327966e-05,0.941440496746704
9,1.0,0,1,-1,85.0,1.4426913610024008,10,1.0765513455609808,9.193044513127248e-05,0.9866205558706973
0,1.0,0,1,-1,90.0,1.6391439104377652,2,0.9822714192779417,0.00010703502721809446,0.9661258569344403
0,1.0,0,1,-1,90.0,1.6469491989517622,2,0.9650721537620239,8.851178525716443e-05,0.9620426676067451
0,1.0,0,1,-1,90.0,1.6458622934073823,5,0.9357593605514815,9.618444067213732e-05,0.9642736197594868
0,1.0,0,1,-1,90.0,1.6466828314026927,10,1.0146696813211715,0.00010606922190752062,0.9949009247235482
1,1.0,0,1,-1,90.0,1.638305713707447,2,0.9505347312926856,0.00010769195364826299,0.9661258569344403
1,1.0,0,1,-1,90.0,1.6394336151359403,2,0.931941299158267,8.578883277962197e-05,0.9620426676067451
1,1.0,0,1,-1,90.0,1.6431253176394103,5,0.9973433473652765,9.436082300728342e-05,0.9642736197594868
1,1.0,0,1,-1,90.0,1.6430018907277926,10,1.0129989609480743,0.00010806293344285036,0.9949009247235482
2,1.0,0,1,-1,90.0,1.6342100632865328,2,0.9873894179919227,9.671536535636613e-05,0.9661258569344403
2,1.0,0,1,-1,90.0,1.6489772548688297,2,0.9936702993542867,9.26771317720626e-05,0.9620426676067451
2,1.0,0,1,-1,90.0,1.6447526908463295,5,0.935393617098004,9.050989020259524e-05,0.9642736197594868
2,1.0,0,1,-1,90.0,1.6474418412325886,10,0.9503550909153425,0.00012065653523209018,0.9949009247235482
3,1.0,0,1,-1,90.0,1.6425179580347513,2,0.9935919909971682,9.480152843697518e-05,0.9661258569344403
3,1.0,0,1,-1,90.0,1.6505134606409233,2,0.9614433355218196,0.00011001396648098306,0.9620426676067451
3,1.0,0,1,-1,90.0,1.642883729402642,5,0.9181933655964027,9.503468848867216e-05,0.9642736197594868
3,1.0,0,1,-1,90.0,1.6369551308540486,10,1.0211219704391392,0.00010534031429423994,0.9949009247235482
4,1.0,0,1,-1,90.0,1.6416604535084038,2,0.9668827567471732,0.00012200770127916778,0.9661258569344403
4,1.0,0,1,-1,90.0,1.6454494225232243,2,0.9346112964320888,0.00012500633347540754,0.9620426676067451
4,1.0,0,1,-1,90.0,1.6474670481062028,5,0.9203287495490966,9.930064319291934e-05,0.9642736197594868
4,1.0,0,1,-1,90.0,1.6475689403331952,10,0.9622388064240279,0.00010038400625181175,0.9949009247235482
5,1.0,0,1,-1,90.0,1.6416669108952713,2,0.9883131239980896,9.491176907325426e-05,0.9661258569344403
5,1.0,0,1,-1,90.0,1.6409802704063867,2,0.9763639558789818,0.00012455657267888858,0.9620426676067451
5,1.0,0,1,-1,90.0,1.6438522251228456,5,0.9995461912108723,9.409273426269972e-05,0.9642736197594868
5,1.0,0,1,-1,90.0,1.6446365111093442,10,0.964748704803102,8.778210657300863e-05,0.9949009247235482
6,1.0,0,1,-1,90.0,1.6428649377647107,2,0.9665164621843414,0.00010422840033017349,0.9661258569344403
6,1.0,0,1,-1,90.0,1.6360475336760867,2,0.9970917530335384,0.00011365584491094497,0.9620426676067451
6,1.0,0,1,-1,90.0,1.6540197010071527,5,0.9844870123722064,8.126058135843789e-05,0.9642736197594868
6,1.0,0,1,-1,90.0,1.6532310745505472,10,0.9732154798340407,0.00010009286061223008,0.9949009247235482
7,1.0,0,1,-1,90.0,1.6432767098565169,2,0.9669218805709838,8.39265183456702e-05,0.9661258569344403
7,1.0,0,1,-1,90.0,1.6371695984541856,2,0.9917992739826041,9.5868393643505e-05,0.9620426676067451
7,1.0,0,1,-1,90.0,1.6462502446302858,5,1.0033810093801923,0.0001151598211762263,0.9642736197594868
7,1.0,0,1,-1,90.0,1.6395188055609655,10,0.996356438252841,0.00010780492015903173,0.9949009247235482
8,1.0,0,1,-1,90.0,1.6367810482339542,2,0.9340817562752182,0.00010250255975469475,0.9661258569344403
8,1.0,0,1,-1,90.0,1.6494981772016521,2,0.9161139189097013,0.00011647842950530482,0.9620426676067451
8,1.0,0,1,-1,90.0,1.6424107652204263,5,0.9666020536224735,0.00010497533321819498,0.9642736197594868
8,1.0,0,1,-1,90.0,1.6395483452450543,10,0.9869967009907191,9.883710127612952e-05,0.9949009247235482
9,1.0,0,1,-1,90.0,1.639034178784282,2,0.9247550300088792,8.606222113389321e-05,0.9661258569344403
9,1.0,0,1,-1,90.0,1.6444753863777588,2,0.9523193900341395,0.00010471474255933573,0.9620426676067451
9,1.0,0,1,-1,90.0,1.639611465063168,5,0.9817014908488623,6.503969316033207e-05,0.9642736197594868
9,1.0,0,1,-1,90.0,1.6441000219119093,10,1.0663074133070238,9.281361375623797e-05,0.9949009247235482
0,1.0,0,1,-1,95.0,1.9487192395672754,2,0.97744814747907,0.0001075631974638553,0.9850426332779595
0,1.0,0,1,-1,95.0,1.9584969592719799,2,0.9831522384483685,8.688406117679748e-05,0.9787105327271753
0,1.0,0,1,-1,95.0,1.951338205388778,5,0.9727080115652842,9.253084135034939e-05,0.9805916325378108
0,1.0,0,1,-1,95.0,1.9621716342721296,10,1.0118105795346222,0.00010636894470938455,0.9995635903483849
1,1.0,0,1,-1,95.0,1.9454054759176687,2,0.9683212392403037,0.0001057138252009699,0.9850426332779595
1,1.0,0,1,-1,95.0,1.9477822027218168,2,0.9574982528831428,8.349901008505514e-05,0.9787105327271753
1,1.0,0,1,-1,95.0,1.9507752414985047,5,1.0120258987752606,9.299182875864856e-05,0.9805916325378108
1,1.0,0,1,-1,95.0,1.9612325337159964,10,1.0078036967797268,0.00010862000173684062,0.9995635903483849
2,1.0,0,1,-1,95.0,1.949334740241249,2,0.9990815146703829,9.558352037131273e-05,0.9850426332779595
2,1.0,0,1,-1,95.0,1.9632281890738366,2,1.0069974917045965,9.145058853657696e-05,0.9787105327271753
2,1.0,0,1,-1,95.0,1.9562043227988097,5,0.9706042311981299,8.722646250494924e-05,0.9805916325378108
2,1.0,0,1,-1,95.0,1.9647319615175654,10,0.9709039576297636,0.00011810287887790162,0.9995635903483849
3,1.0,0,1,-1,95.0,1.9493785673276944,2,0.9977949451233616,9.440220142388397e-05,0.9850426332779595
3,1.0,0,1,-1,95.0,1.9611603052622126,2,0.9729906844202743,0.00010870833254737996,0.9787105327271753
3,1.0,0,1,-1,95.0,1.9566353620896335,5,0.9502314035891999,9.183049533221235e-05,0.9805916325378108
3,1.0,0,1,-1,95.0,1.9501605283484977,10,1.0213667524299495,0.00010531506830715041,0.9995635903483849
4,1.0,0,1,-1,95.0,1.9508695218134224,2,0.9905886674304372,0.00011908791856380836,0.9850426332779595
4,1.0,0,1,-1,95.0,1.954727555306911,2,0.9529083945083922,0.00012260604698728335,0.9787105327271753
4,1.0,0,1,-1,95.0,1.9629038930467557,5,0.9527274243216614,9.592380196699941e-05,0.9805916325378108
4,1.0,0,1,-1,95.0,1.9634656125040943,10,0.9845986653112414,9.810432388639422e-05,0.9995635903483849
5,1.0,0,1,-1,95.0,1.9489611005444,2,1.0008533559488275,9.372256828578712e-05,0.9850426332779595
5,1.0,0,1,-1,95.0,1.9614369115662873,2,0.9776431040027016,0.0001243936028736633,0.9787105327271753
5,1.0,0,1,-1,95.0,1.9529973246128334,5,1.0015008714644673,9.390908868144214e-05,0.9805916325378108
5,1.0,0,1,-1,95.0,1.9513332780082688,10,0.9781797786034238,8.657679853299467e-05,0.9995635903483849
6,1.0,0,1,-1,95.0,1.9491216758640986,2,0.9730712024895384,0.00010352630361326059,0.9850426332779595
6,1.0,0,1,-1,95.0,1.9525752684317403,2,0.99210214333665,0.00011422745773295583,0.9787105327271753
6,1.0,0,1,-1,95.0,1.964168055518424,5,0.9780748042599259,8.179332155042093e-05,0.9805916325378108
