covtype,i,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE,variance,value_aggf
full-rank,1,2.0,0,1,-1,40.0,0.5014506376337955,2,2.0017968291381187,4.559198641787556e-05,1.951413410514053
full-rank,2,2.0,0,1,-1,40.0,0.5014685452524215,2,1.817896129633666,4.533496287597756e-05,1.951413410514053
full-rank,3,2.0,0,1,-1,40.0,0.5004652976959849,2,1.8941084593812998,5.038503463183653e-05,1.951413410514053
full-rank,4,2.0,0,1,-1,40.0,0.5049771319663521,2,2.2954222323520095,4.5373328897788006e-05,1.951413410514053
full-rank,5,2.0,0,1,-1,40.0,0.504959469946789,2,1.5536621068636636,4.8129259402981225e-05,1.951413410514053
full-rank,6,2.0,0,1,-1,40.0,0.5003383415522127,2,2.0503376112221776,5.35174648044338e-05,1.951413410514053
full-rank,7,2.0,0,1,-1,40.0,0.5047562990564765,2,2.008403832242299,5.924929125833676e-05,1.951413410514053
full-rank,8,2.0,0,1,-1,40.0,0.4987378831014143,2,1.7993363012322598,5.36558256343709e-05,1.951413410514053
full-rank,9,2.0,0,1,-1,40.0,0.5014003395537892,2,2.0874354642608783,4.7519926461172465e-05,1.951413410514053
full-rank,0,2.0,0,1,-1,45.0,0.5660580899243127,2,1.9619070392661897,4.579141349784929e-05,1.9202422522448526
full-rank,1,2.0,0,1,-1,45.0,0.5628185635501594,2,1.9644921363387922,4.645775473324264e-05,1.9202422522448526
full-rank,2,2.0,0,1,-1,45.0,0.5631952421252199,2,1.7899882215733454,4.604178539056861e-05,1.9202422522448526
full-rank,3,2.0,0,1,-1,45.0,0.5606605458839067,2,1.8493420327906132,5.160468892732222e-05,1.9202422522448526
full-rank,4,2.0,0,1,-1,45.0,0.566191087473583,2,2.2407864571619647,4.647964002768624e-05,1.9202422522448526
full-rank,5,2.0,0,1,-1,45.0,0.5656464063806674,2,1.5465647515805852,4.835012985353643e-05,1.9202422522448526
full-rank,6,2.0,0,1,-1,45.0,0.561634054944887,2,2.0446893299077904,5.366530227393432e-05,1.9202422522448526
full-rank,7,2.0,0,1,-1,45.0,0.5659466942403777,2,1.9715954563369902,6.0355436120737594e-05,1.9202422522448526
full-rank,8,2.0,0,1,-1,45.0,0.5599614093129003,2,1.7668215129596005,5.4643252942279276e-05,1.9202422522448526
full-rank,9,2.0,0,1,-1,45.0,0.5625342863610198,2,2.0662355845326554,4.800748786666375e-05,1.9202422522448526
full-rank,0,2.0,0,1,-1,50.0,0.6302196048589624,2,1.9209158526567576,4.676857466459375e-05,1.8864990430970203
full-rank,1,2.0,0,1,-1,50.0,0.628251035920498,2,1.920861840058871,4.7512992315269446e-05,1.8864990430970203
full-rank,2,2.0,0,1,-1,50.0,0.6272323210688714,2,1.766947827702576,4.66421544865206e-05,1.8864990430970203
full-rank,3,2.0,0,1,-1,50.0,0.6256630130219907,2,1.8027786438526754,5.2937569816353076e-05,1.8864990430970203
full-rank,4,2.0,0,1,-1,50.0,0.6299377269515336,2,2.187669543060362,4.760817201034131e-05,1.8864990430970203
full-rank,5,2.0,0,1,-1,50.0,0.6296402675801681,2,1.538239977723107,4.8611795070173285e-05,1.8864990430970203
full-rank,6,2.0,0,1,-1,50.0,0.6265785442311732,2,2.027891446959877,5.4109834680890004e-05,1.8864990430970203
full-rank,7,2.0,0,1,-1,50.0,0.6320011452236678,2,1.9315882618595117,6.16055222381231e-05,1.8864990430970203
full-rank,8,2.0,0,1,-1,50.0,0.6247738476708317,2,1.734257877944684,5.5669272755981346e-05,1.8864990430970203
full-rank,9,2.0,0,1,-1,50.0,0.627694460909224,2,2.0338391591517797,4.877218501166527e-05,1.8864990430970203
full-rank,0,2.0,0,1,-1,60.0,0.7766672603709448,2,1.8300239587001743,4.909143186474435e-05,1.8099506276986737
full-rank,1,2.0,0,1,-1,60.0,0.7729095654776301,2,1.816071434534191,5.025457265056344e-05,1.8099506276986737
full-rank,2,2.0,0,1,-1,60.0,0.7751237838165965,2,1.7078754701153382,4.825542318009863e-05,1.8099506276986737
full-rank,3,2.0,0,1,-1,60.0,0.7717618129471983,2,1.7134079396697075,5.5698773253483475e-05,1.8099506276986737
full-rank,4,2.0,0,1,-1,60.0,0.7747814624844297,2,2.065671332983579,5.041990283970815e-05,1.8099506276986737
full-rank,5,2.0,0,1,-1,60.0,0.7769780353558436,2,1.512044985993891,4.94539562370704e-05,1.8099506276986737
full-rank,6,2.0,0,1,-1,60.0,0.7726820545290034,2,1.9811877070423651,5.538539864534066e-05,1.8099506276986737
full-rank,7,2.0,0,1,-1,60.0,0.7767995568632817,2,1.853676028985627,6.419487642940566e-05,1.8099506276986737
full-rank,8,2.0,0,1,-1,60.0,0.7718341436689702,2,1.6651142530796645,5.798093113307402e-05,1.8099506276986737
full-rank,9,2.0,0,1,-1,60.0,0.7758950118335267,2,1.9544331658821992,5.075373335129904e-05,1.8099506276986737
full-rank,0,2.0,0,1,-1,70.0,0.9587017433759806,2,1.7320473144464283,5.1868384731794815e-05,1.721717684801075
full-rank,1,2.0,0,1,-1,70.0,0.9554839974858386,2,1.6938690707311175,5.388013478870522e-05,1.721717684801075
full-rank,2,2.0,0,1,-1,70.0,0.9604150229284318,2,1.6388076770738755,5.0289155159730434e-05,1.721717684801075
full-rank,3,2.0,0,1,-1,70.0,0.9534758637455516,2,1.6192038136604368,5.8939288258368034e-05,1.721717684801075
full-rank,4,2.0,0,1,-1,70.0,0.9596513492715438,2,1.9316634349195394,5.391775090060694e-05,1.721717684801075
full-rank,5,2.0,0,1,-1,70.0,0.9582260584335865,2,1.483822912123108,5.0394562555197716e-05,1.721717684801075
full-rank,6,2.0,0,1,-1,70.0,0.9526981969920193,2,1.9098661796734517,5.7453696030447105e-05,1.721717684801075
full-rank,7,2.0,0,1,-1,70.0,0.9607638403785697,2,1.7637069715101235,6.746954315148868e-05,1.721717684801075
full-rank,8,2.0,0,1,-1,70.0,0.9486044588267566,2,1.589804843360406,6.0727500761944447e-05,1.721717684801075
full-rank,9,2.0,0,1,-1,70.0,0.9579175065159428,2,1.854384630512261,5.34920200059674e-05,1.721717684801075
full-rank,0,2.0,0,1,-1,75.0,1.072309476498794,2,1.6749302918137845,5.363715547952333e-05,1.6715422130033037
full-rank,1,2.0,0,1,-1,75.0,1.0657924964846577,2,1.6316600061163287,5.593438185853573e-05,1.6715422130033037
full-rank,2,2.0,0,1,-1,75.0,1.072763182822851,2,1.603920194827629,5.1383013827681424e-05,1.6715422130033037
full-rank,3,2.0,0,1,-1,75.0,1.0657832011031023,2,1.5690359783863872,6.082379348657599e-05,1.6715422130033037
full-rank,4,2.0,0,1,-1,75.0,1.072193985629142,2,1.8603180905611245,5.598555883332168e-05,1.6715422130033037
full-rank,5,2.0,0,1,-1,75.0,1.0709259492998895,2,1.4636103449091145,5.109051519478498e-05,1.6715422130033037
full-rank,6,2.0,0,1,-1,75.0,1.0626728217806265,2,1.857972260338278,5.905840107957888e-05,1.6715422130033037
full-rank,7,2.0,0,1,-1,75.0,1.0743120550029477,2,1.7107220324016181,6.955922783891957e-05,1.6715422130033037
full-rank,8,2.0,0,1,-1,75.0,1.059900670560003,2,1.5508857482313851,6.225144240741837e-05,1.6715422130033037
full-rank,9,2.0,0,1,-1,75.0,1.0684381741151063,2,1.7923671824473861,5.534288996447419e-05,1.6715422130033037
full-rank,0,2.0,0,1,-1,80.0,1.2096308686151311,2,1.6120435674024673,5.572957102154424e-05,1.6163522606462404
full-rank,1,2.0,0,1,-1,80.0,1.1977036911173264,2,1.5671311932327487,5.823755805481995e-05,1.6163522606462404
full-rank,2,2.0,0,1,-1,80.0,1.2081944741789796,2,1.557518931582248,5.29138053337193e-05,1.6163522606462404
full-rank,3,2.0,0,1,-1,80.0,1.198128853657526,2,1.5196682189400794,6.279970794476706e-05,1.6163522606462404
full-rank,4,2.0,0,1,-1,80.0,1.2032814679413864,2,1.7820846888381037,5.8443321218200675e-05,1.6163522606462404
full-rank,5,2.0,0,1,-1,80.0,1.211479108313286,2,1.4431565090093894,5.181462031249245e-05,1.6163522606462404
full-rank,6,2.0,0,1,-1,80.0,1.1938244885488105,2,1.7956936079210162,6.110667792198112e-05,1.6163522606462404
full-rank,7,2.0,0,1,-1,80.0,1.2085031831199986,2,1.6558909179879209,7.186252568223321e-05,1.6163522606462404
full-rank,8,2.0,0,1,-1,80.0,1.19452866991016,2,1.5055839437936551,6.41245380136332e-05,1.6163522606462404
full-rank,9,2.0,0,1,-1,80.0,1.2030270102271012,2,1.7247510277547762,5.7512521029338835e-05,1.6163522606462404
full-rank,0,2.0,0,1,-1,82.13,1.2740755142485376,2,1.5855604240895134,5.6660405440535565e-05,1.5910760766526968
full-rank,1,2.0,0,1,-1,82.13,1.2648515563011042,2,1.5370132731940944,5.937872849708721e-05,1.5910760766526968
full-rank,2,2.0,0,1,-1,82.13,1.2766087751937027,2,1.535923926493574,5.365777049744419e-05,1.5910760766526968
full-rank,3,2.0,0,1,-1,82.13,1.2649768502617025,2,1.4977657995616782,6.371805281594114e-05,1.5910760766526968
full-rank,4,2.0,0,1,-1,82.13,1.2686257475799003,2,1.7477762072556504,5.9590551396359714e-05,1.5910760766526968
full-rank,5,2.0,0,1,-1,82.13,1.276445535807699,2,1.43298728599397,5.218232380474746e-05,1.5910760766526968
full-rank,6,2.0,0,1,-1,82.13,1.2614597724224368,2,1.7640682021440266,6.220217042199767e-05,1.5910760766526968
full-rank,7,2.0,0,1,-1,82.13,1.275316037560297,2,1.6294094599707916,7.303044848102011e-05,1.5910760766526968
full-rank,8,2.0,0,1,-1,82.13,1.2596907864562497,2,1.4852466351532903,6.500258782040449e-05,1.5910760766526968
full-rank,9,2.0,0,1,-1,82.13,1.2699831356914408,2,1.6950095526703783,5.8521664139205203e-05,1.5910760766526968
full-rank,0,2.0,0,1,-1,85.0,1.3797550033324362,2,1.5449028645171818,5.815155019953696e-05,1.554627270866754
full-rank,1,2.0,0,1,-1,85.0,1.364383524131856,2,1.4970494414175815,6.096384749924508e-05,1.554627270866754
full-rank,2,2.0,0,1,-1,85.0,1.3766964019276327,2,1.5053085097329024,5.47490783560035e-05,1.554627270866754
full-rank,3,2.0,0,1,-1,85.0,1.3646469399872088,2,1.4696966244657703,6.493497959626295e-05,1.554627270866754
full-rank,4,2.0,0,1,-1,85.0,1.3711533762058374,2,1.6983670533597996,6.132416882544063e-05,1.554627270866754
full-rank,5,2.0,0,1,-1,85.0,1.3805376870118706,2,1.4175449011438792,5.2750785181818985e-05,1.554627270866754
full-rank,6,2.0,0,1,-1,85.0,1.3630050342231639,2,1.7195349816492838,6.381310768132431e-05,1.554627270866754
full-rank,7,2.0,0,1,-1,85.0,1.3773467294781236,2,1.5917066148558408,7.476032486782188e-05,1.554627270866754
full-rank,8,2.0,0,1,-1,85.0,1.3612723972315288,2,1.4557990050670895,6.63174480134109e-05,1.554627270866754
full-rank,9,2.0,0,1,-1,85.0,1.3718813022089384,2,1.6463627124582099,6.025086635132246e-05,1.554627270866754
full-rank,0,2.0,0,1,-1,90.0,1.6097940656362988,2,1.4677811892793056,6.12070090116708e-05,1.4823270324844338
full-rank,1,2.0,0,1,-1,90.0,1.5962246733627266,2,1.4179832656737108,6.436316708014838e-05,1.4823270324844338
full-rank,2,2.0,0,1,-1,90.0,1.6045343011695317,2,1.439900033904914,5.723609390147976e-05,1.4823270324844338
full-rank,3,2.0,0,1,-1,90.0,1.6024055534615445,2,1.4118297457922877,6.759647939619339e-05,1.4823270324844338
full-rank,4,2.0,0,1,-1,90.0,1.6115145042030203,2,1.598076682627465,6.517268479042165e-05,1.4823270324844338
full-rank,5,2.0,0,1,-1,90.0,1.6142406406154568,2,1.3835467038714535,5.404704182127209e-05,1.4823270324844338
full-rank,6,2.0,0,1,-1,90.0,1.597402403500097,2,1.627044209934351,6.74406204058937e-05,1.4823270324844338
full-rank,7,2.0,0,1,-1,90.0,1.6104551276378534,2,1.5188064788173679,7.834869371477885e-05,1.4823270324844338
full-rank,8,2.0,0,1,-1,90.0,1.594358082672879,2,1.3976971382138292,6.90742451972753e-05,1.4823270324844338
full-rank,9,2.0,0,1,-1,90.0,1.6069800439074504,2,1.5606048767296534,6.356175174973776e-05,1.4823270324844338
full-rank,0,2.0,0,1,-1,95.0,2.0024612016545063,2,1.3675452019225747,6.569325558897735e-05,1.3868996251444967
full-rank,1,2.0,0,1,-1,95.0,1.9896759303089027,2,1.3258255785913684,6.883702903241427e-05,1.3868996251444967
full-rank,2,2.0,0,1,-1,95.0,1.9992859718731724,2,1.3582067890259732,6.067872301568176e-05,1.3868996251444967
full-rank,3,2.0,0,1,-1,95.0,1.9984685482745206,2,1.3321569565072375,7.163924630367896e-05,1.3868996251444967
full-rank,4,2.0,0,1,-1,95.0,2.0016395988317894,2,1.4650698413324186,7.108940814253718e-05,1.3868996251444967
full-rank,5,2.0,0,1,-1,95.0,2.004930641373534,2,1.3311877919357236,5.617284579893007e-05,1.3868996251444967
full-rank,6,2.0,0,1,-1,95.0,1.9912256251252656,2,1.502745801287622,7.301891700630207e-05,1.3868996251444967
full-rank,7,2.0,0,1,-1,95.0,1.9986094045712854,2,1.4162304851349328,8.402340217210208e-05,1.3868996251444967
full-rank,8,2.0,0,1,-1,95.0,1.9679087797464982,2,1.3256701410986351,7.282722288404374e-05,1.3868996251444967
full-rank,9,2.0,0,1,-1,95.0,2.000780492056344,2,1.4443576646084813,6.867743508738803e-05,1.3868996251444967
full-rank,0,2.0,0,1,-1,99.0,2.8756838770021416,2,1.2365879493821936,7.265030887957719e-05,1.2532285430131587
full-rank,1,2.0,0,1,-1,99.0,2.828698354235145,2,1.210370235302436,7.540328668327407e-05,1.2532285430131587
full-rank,2,2.0,0,1,-1,99.0,2.8585418318271967,2,1.2332918534184933,6.682461521243819e-05,1.2532285430131587
full-rank,3,2.0,0,1,-1,99.0,2.860985381769797,2,1.225751884829243,7.785810611719038e-05,1.2532285430131587
full-rank,4,2.0,0,1,-1,99.0,2.864903772547755,2,1.2988898843860022,8.018458620688669e-05,1.2532285430131587
full-rank,5,2.0,0,1,-1,99.0,2.8583599175472534,2,1.2367921690523123,6.046012291872847e-05,1.2532285430131587
full-rank,6,2.0,0,1,-1,99.0,2.821394211353067,2,1.3231891040606676,8.292758050156885e-05,1.2532285430131587
full-rank,7,2.0,0,1,-1,99.0,2.861312096499991,2,1.277616021811893,9.313948916523832e-05,1.2532285430131587
full-rank,8,2.0,0,1,-1,99.0,2.840763060774509,2,1.2095194514523926,7.982085341461917e-05,1.2532285430131587
full-rank,9,2.0,0,1,-1,99.0,2.866094711621418,2,1.2802768764359544,7.747916218736966e-05,1.2532285430131587
full-rank,0,2.0,0,1,-1,99.73,3.5325049725676525,2,1.1803530907688884,7.611154423364797e-05,1.192872600215599
full-rank,1,2.0,0,1,-1,99.73,3.4629586011484736,2,1.1565671447048185,7.891102065561835e-05,1.192872600215599
full-rank,2,2.0,0,1,-1,99.73,3.5291227452418563,2,1.1818597413043497,6.973268541863498e-05,1.192872600215599
full-rank,3,2.0,0,1,-1,99.73,3.5037954645498464,2,1.1829349572669758,8.067621954707584e-05,1.192872600215599
full-rank,4,2.0,0,1,-1,99.73,3.54262840206658,2,1.2185062963273767,8.547427963377565e-05,1.192872600215599
full-rank,5,2.0,0,1,-1,99.73,3.490398762585808,2,1.1893709837317896,6.287071703330387e-05,1.192872600215599
full-rank,6,2.0,0,1,-1,99.73,3.4790005809249718,2,1.2384160123942287,8.860420880189608e-05,1.192872600215599
full-rank,7,2.0,0,1,-1,99.73,3.4645001802320277,2,1.2126938979034285,9.812575442707459e-05,1.192872600215599
full-rank,8,2.0,0,1,-1,99.73,3.461541799664862,2,1.1634232627335979,8.298344886938967e-05,1.192872600215599
full-rank,9,2.0,0,1,-1,99.73,3.5049166735532213,2,1.2046006150205342,8.234661224411662e-05,1.192872600215599
full-rank,0,5.0,0,1,-1,5.0,0.17916825899788208,5,3.046742185232492,3.212336692868235e-05,3.11432172921954
full-rank,1,5.0,0,1,-1,5.0,0.17855274662920087,5,3.595321284320367,2.8237422682468607e-05,3.11432172921954
full-rank,2,5.0,0,1,-1,5.0,0.18051309540284693,5,3.0947274215306817,2.9595618967984835e-05,3.11432172921954
full-rank,3,5.0,0,1,-1,5.0,0.17889625973275952,5,3.319626901910746,2.93615147175748e-05,3.11432172921954
full-rank,4,5.0,0,1,-1,5.0,0.18029215161986825,5,2.9291357141594663,2.906143624059245e-05,3.11432172921954
full-rank,5,5.0,0,1,-1,5.0,0.1811898306402228,5,2.6570637154370527,3.105979064260522e-05,3.11432172921954
full-rank,6,5.0,0,1,-1,5.0,0.18188276133653009,5,3.1154630640275607,3.0286877780462338e-05,3.11432172921954
full-rank,7,5.0,0,1,-1,5.0,0.1809022471155972,5,3.2938203336755913,2.9278648221880798e-05,3.11432172921954
full-rank,8,5.0,0,1,-1,5.0,0.17773768727773445,5,3.0252680258379616,3.2252171238408384e-05,3.11432172921954
full-rank,9,5.0,0,1,-1,5.0,0.18019039118895364,5,3.0660486460634817,3.3272078675303396e-05,3.11432172921954
full-rank,0,5.0,0,1,-1,10.0,0.25973624401462814,5,2.759541621679636,3.546662111722302e-05,2.7861692566820357
full-rank,1,5.0,0,1,-1,10.0,0.2602055372081772,5,3.117746338099733,3.25628180663691e-05,2.7861692566820357
full-rank,2,5.0,0,1,-1,10.0,0.26056487580340626,5,2.7239230897381366,3.362443452329678e-05,2.7861692566820357
full-rank,3,5.0,0,1,-1,10.0,0.25987257901802024,5,2.957429875184235,3.295742528171955e-05,2.7861692566820357
full-rank,4,5.0,0,1,-1,10.0,0.26097791216550703,5,2.6737760815715803,3.1836955751004114e-05,2.7861692566820357
full-rank,5,5.0,0,1,-1,10.0,0.26210295169079306,5,2.4339941461966776,3.3906343963273036e-05,2.7861692566820357
full-rank,6,5.0,0,1,-1,10.0,0.26185662955838035,5,2.7807750322611486,3.393214048423825e-05,2.7861692566820357
full-rank,7,5.0,0,1,-1,10.0,0.2616570461376772,5,2.929748289768009,3.291702812578555e-05,2.7861692566820357
full-rank,8,5.0,0,1,-1,10.0,0.25729607353692274,5,2.7362772246132048,3.565847112775649e-05,2.7861692566820357
full-rank,9,5.0,0,1,-1,10.0,0.25995686678826774,5,2.7484808677079937,3.711643510882531e-05,2.7861692566820357
full-rank,0,5.0,0,1,-1,15.0,0.3270759940607102,5,2.578595542190578,3.795539686312129e-05,2.5904309327558592
full-rank,1,5.0,0,1,-1,15.0,0.3271392773689405,5,2.854223438962165,3.556925691197642e-05,2.5904309327558592
full-rank,2,5.0,0,1,-1,15.0,0.32784992259686724,5,2.509789228640946,3.649325311153421e-05,2.5904309327558592
full-rank,3,5.0,0,1,-1,15.0,0.32540476835104365,5,2.7519849843677826,3.5417807397557933e-05,2.5904309327558592
