covtype,i,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE,variance,value_aggf
full-rank,0,2.0,0,1,-1,5.0,0.16301379454902096,2,0.25350776067009045,0.0003542134137710126,0.3030995102025599
full-rank,1,2.0,0,1,-1,5.0,0.16268577566168002,2,0.307719446560574,0.00030987742813876333,0.3030995102025599
full-rank,2,2.0,0,1,-1,5.0,0.162505256172723,2,0.30600089667132757,0.00028366637396082554,0.3030995102025599
full-rank,3,2.0,0,1,-1,5.0,0.16301925397524972,2,0.2927078688121952,0.00033278748186270596,0.3030995102025599
full-rank,4,2.0,0,1,-1,5.0,0.16211026124709452,2,0.2970132407917028,0.00032610300240454033,0.3030995102025599
full-rank,5,2.0,0,1,-1,5.0,0.164548891595042,2,0.33382837604272264,0.00030492468740337124,0.3030995102025599
full-rank,6,2.0,0,1,-1,5.0,0.16105158900339453,2,0.29497630005374464,0.00031335967439609163,0.3030995102025599
full-rank,7,2.0,0,1,-1,5.0,0.1611172356969357,2,0.3010189955702049,0.00028272423245209976,0.3030995102025599
full-rank,8,2.0,0,1,-1,5.0,0.1616976687472179,2,0.2761448900122398,0.0003157284399416172,0.3030995102025599
full-rank,9,2.0,0,1,-1,5.0,0.16394433949747567,2,0.3680773268407967,0.00029125032540001315,0.3030995102025599
full-rank,0,2.0,0,1,-1,10.0,0.2345579917016915,2,0.5536905151691127,0.0001621769686572496,0.645382713365797
full-rank,1,2.0,0,1,-1,10.0,0.233481149044226,2,0.6586872504199599,0.00014476568451519064,0.645382713365797
full-rank,2,2.0,0,1,-1,10.0,0.2320075680276226,2,0.636637913347723,0.00013634463635863698,0.645382713365797
full-rank,3,2.0,0,1,-1,10.0,0.2339395445342436,2,0.6625036209478214,0.00014703242594213937,0.645382713365797
full-rank,4,2.0,0,1,-1,10.0,0.23354022956513001,2,0.656200779957438,0.00014760255174088523,0.645382713365797
full-rank,5,2.0,0,1,-1,10.0,0.23346092123841802,2,0.6957132441568106,0.0001463138930674988,0.645382713365797
full-rank,6,2.0,0,1,-1,10.0,0.2326076463109392,2,0.6537381512474691,0.000141392508855453,0.645382713365797
full-rank,7,2.0,0,1,-1,10.0,0.23151483444637017,2,0.5713189112485706,0.00014896297461972232,0.645382713365797
full-rank,8,2.0,0,1,-1,10.0,0.23243489696414177,2,0.5179164616001568,0.0001683414252793612,0.645382713365797
full-rank,9,2.0,0,1,-1,10.0,0.2360141645505543,2,0.8474202855629076,0.00012650469081412015,0.645382713365797
full-rank,0,2.0,0,1,-1,15.0,0.29217859370547017,2,0.7719042151191698,0.00011633030052897758,0.8930799495412864
full-rank,1,2.0,0,1,-1,15.0,0.29181864978260885,2,0.8854510562630217,0.00010769122698990734,0.8930799495412864
full-rank,2,2.0,0,1,-1,15.0,0.29034306020395045,2,0.8708228218984017,9.967833020072583e-05,0.8930799495412864
full-rank,3,2.0,0,1,-1,15.0,0.292718452131348,2,0.9400753922568256,0.0001036188324742339,0.8930799495412864
full-rank,4,2.0,0,1,-1,15.0,0.29057385047044,2,0.9204744467048803,0.00010522498470523098,0.8930799495412864
full-rank,5,2.0,0,1,-1,15.0,0.29075884020963066,2,0.9705062010018599,0.00010488599980723583,0.8930799495412864
full-rank,6,2.0,0,1,-1,15.0,0.29137889611780377,2,0.909921220263416,0.00010158426386918016,0.8930799495412864
full-rank,7,2.0,0,1,-1,15.0,0.2892025574024088,2,0.7246155870277251,0.00011744898398498281,0.8930799495412864
full-rank,8,2.0,0,1,-1,15.0,0.2918088439390237,2,0.7049827274080801,0.00012367224320794707,0.8930799495412864
full-rank,9,2.0,0,1,-1,15.0,0.29353028479009086,2,1.2320458274694848,8.701189422063459e-05,0.8930799495412864
full-rank,0,2.0,0,1,-1,20.0,0.34472316391874264,2,0.9527251545031619,9.425157811774725e-05,1.0687722188069166
full-rank,1,2.0,0,1,-1,20.0,0.34510796735644705,2,1.0420264033156101,9.150949571437391e-05,1.0687722188069166
full-rank,2,2.0,0,1,-1,20.0,0.3436123747531651,2,0.9813924224522328,8.844796719605979e-05,1.0687722188069166
full-rank,3,2.0,0,1,-1,20.0,0.343883236357097,2,1.1380512933387943,8.559325502599401e-05,1.0687722188069166
full-rank,4,2.0,0,1,-1,20.0,0.34195591839388795,2,1.1103920531119447,8.722766819577761e-05,1.0687722188069166
full-rank,5,2.0,0,1,-1,20.0,0.34225550924014414,2,1.1639307746988532,8.745581388853585e-05,1.0687722188069166
full-rank,6,2.0,0,1,-1,20.0,0.34345569043305035,2,1.105721404119417,8.359581083900452e-05,1.0687722188069166
full-rank,7,2.0,0,1,-1,20.0,0.3413858516345071,2,0.8470810510138372,0.00010046897445554828,1.0687722188069166
full-rank,8,2.0,0,1,-1,20.0,0.34458945231045895,2,0.8507890903895323,0.0001024775661868156,1.0687722188069166
full-rank,9,2.0,0,1,-1,20.0,0.3464161247197995,2,1.4956125411257823,7.167808390671498e-05,1.0687722188069166
full-rank,0,2.0,0,1,-1,25.0,0.39488547901673005,2,1.1004649718549848,8.15980986410084e-05,1.1860047834826448
full-rank,1,2.0,0,1,-1,25.0,0.3941655558865326,2,1.1613052285411662,8.211046359298648e-05,1.1860047834826448
full-rank,2,2.0,0,1,-1,25.0,0.3935568376929926,2,1.0407802931521035,8.340104569488726e-05,1.1860047834826448
full-rank,3,2.0,0,1,-1,25.0,0.3942044287965867,2,1.2785165634450284,7.618948191092245e-05,1.1860047834826448
full-rank,4,2.0,0,1,-1,25.0,0.3914170777488585,2,1.2272653457375486,7.892091951628355e-05,1.1860047834826448
full-rank,5,2.0,0,1,-1,25.0,0.39157657998233375,2,1.2835622116238834,7.930469773056085e-05,1.1860047834826448
full-rank,6,2.0,0,1,-1,25.0,0.3925683331462153,2,1.2394857924538711,7.45742128729122e-05,1.1860047834826448
full-rank,7,2.0,0,1,-1,25.0,0.3914045757426801,2,0.92767697928328,9.174030010083932e-05,1.1860047834826448
full-rank,8,2.0,0,1,-1,25.0,0.39325987458946643,2,0.9544693447885267,9.134583085089144e-05,1.1860047834826448
full-rank,9,2.0,0,1,-1,25.0,0.3968878099866648,2,1.6465211039460548,6.510857404610668e-05,1.1860047834826448
full-rank,0,2.0,0,1,-1,30.0,0.4431759723449468,2,1.2277192375562511,7.314037817240227e-05,1.2644910726428935
full-rank,1,2.0,0,1,-1,30.0,0.4435289290086734,2,1.2391309652044176,7.695337568514694e-05,1.2644910726428935
full-rank,2,2.0,0,1,-1,30.0,0.44254974779503903,2,1.0806699152179782,8.032255137777956e-05,1.2644910726428935
full-rank,3,2.0,0,1,-1,30.0,0.44334988399983777,2,1.3728988348287372,7.095170606329571e-05,1.2644910726428935
full-rank,4,2.0,0,1,-1,30.0,0.44053630664987,2,1.3009839867785848,7.444896367703033e-05,1.2644910726428935
full-rank,5,2.0,0,1,-1,30.0,0.43929812547920954,2,1.35935723687857,7.488282730222098e-05,1.2644910726428935
full-rank,6,2.0,0,1,-1,30.0,0.44072845902613134,2,1.322843974452831,6.987496569853498e-05,1.2644910726428935
full-rank,7,2.0,0,1,-1,30.0,0.4397132244503241,2,0.99887659014419,8.520108020932102e-05,1.2644910726428935
full-rank,8,2.0,0,1,-1,30.0,0.4423241106878672,2,1.0231554289992586,8.521363700008977e-05,1.2644910726428935
full-rank,9,2.0,0,1,-1,30.0,0.44484338774881077,2,1.7192745563681158,6.235341575763758e-05,1.2644910726428935
full-rank,0,2.0,0,1,-1,35.0,0.4925785522566208,2,1.3229347446842992,6.787624989456768e-05,1.321101389804754
full-rank,1,2.0,0,1,-1,35.0,0.4923010770296062,2,1.2965632941883996,7.354466312280047e-05,1.321101389804754
full-rank,2,2.0,0,1,-1,35.0,0.49167037690624266,2,1.1037502387561662,7.864294089334511e-05,1.321101389804754
full-rank,3,2.0,0,1,-1,35.0,0.4909653369058422,2,1.4246177635737838,6.837589497624196e-05,1.321101389804754
full-rank,4,2.0,0,1,-1,35.0,0.4894990658968968,2,1.3526052137090154,7.160767132523689e-05,1.321101389804754
full-rank,5,2.0,0,1,-1,35.0,0.4886240815507766,2,1.4174006549113864,7.181633002530689e-05,1.321101389804754
full-rank,6,2.0,0,1,-1,35.0,0.489590373235907,2,1.3822906298217705,6.68699297710811e-05,1.321101389804754
full-rank,7,2.0,0,1,-1,35.0,0.4884497101845004,2,1.052317789184875,8.087420487494638e-05,1.321101389804754
full-rank,8,2.0,0,1,-1,35.0,0.49099964484255165,2,1.0752483626245848,8.108526211432566e-05,1.321101389804754
full-rank,9,2.0,0,1,-1,35.0,0.49243384936553786,2,1.7832852065932583,6.01152529154583e-05,1.321101389804754
full-rank,0,2.0,0,1,-1,40.0,0.5431795755020118,2,1.3937169897663975,6.442904117818666e-05,1.3609861355559714
