i,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE,variance,value_aggf
8,1.0,0,1,-1,99.0,2.558526374359136,2,0.886924340202116,0.00012031185264149503,0.9423433655779926
8,1.0,0,1,-1,99.0,2.535811526132193,5,0.9651435463842848,0.00010513397001777117,0.9305695738057851
8,1.0,0,1,-1,99.0,2.562741176207713,10,0.98455389353967,9.908232909862017e-05,0.9847678916388881
9,1.0,0,1,-1,99.0,2.541267620015999,2,0.8709821633818642,9.137554732267366e-05,0.9497659722353247
9,1.0,0,1,-1,99.0,2.5711864953716366,2,0.8997255115772532,0.00011083589214545254,0.9423433655779926
9,1.0,0,1,-1,99.0,2.5666614562491747,5,0.9449497113216271,6.756927164996872e-05,0.9305695738057851
9,1.0,0,1,-1,99.0,2.574768542486093,10,1.0725855697915332,9.227034857771451e-05,0.9847678916388881
0,1.0,0,1,-1,99.73,2.955841315147886,2,1.0104611194926598,0.0001040489792925026,0.9638178169733642
0,1.0,0,1,-1,99.73,2.9360187919334644,2,0.9613064456611013,8.885851084948146e-05,0.9569366905639454
0,1.0,0,1,-1,99.73,2.9404635522042755,5,0.9241551438694221,9.739218711861478e-05,0.9484665563431129
0,1.0,0,1,-1,99.73,2.955185957525828,10,1.021552911205056,0.00010535452682909048,0.9926024727559289
1,1.0,0,1,-1,99.73,2.944522982501215,2,0.942736398726299,0.00010858278343950442,0.9638178169733642
1,1.0,0,1,-1,99.73,2.9584679089700496,2,0.9447733985928153,8.462363186028872e-05,0.9569366905639454
1,1.0,0,1,-1,99.73,2.9521879516222027,5,0.9819732518545798,9.583778264885283e-05,0.9484665563431129
1,1.0,0,1,-1,99.73,2.9345735524167567,10,1.0297479321222553,0.0001063052771264142,0.9926024727559289
2,1.0,0,1,-1,99.73,2.940005074976344,2,0.9713713186702918,9.831022027788758e-05,0.9638178169733642
2,1.0,0,1,-1,99.73,2.9236031781321716,2,0.9674594759832651,9.518798002122736e-05,0.9569366905639454
2,1.0,0,1,-1,99.73,2.933153455395953,5,0.9434266688942556,8.973922019713244e-05,0.9484665563431129
2,1.0,0,1,-1,99.73,2.9673378198695044,10,0.9486936680457624,0.00012086783792520484,0.9926024727559289
3,1.0,0,1,-1,99.73,2.9406928706824558,2,0.9821354596036985,9.59073806654706e-05,0.9638178169733642
3,1.0,0,1,-1,99.73,2.969805095028169,2,0.9464692511627409,0.00011175449678636731,0.9569366905639454
3,1.0,0,1,-1,99.73,2.9766623656463604,5,0.9026372446933331,9.66725237461987e-05,0.9484665563431129
3,1.0,0,1,-1,99.73,2.940667806194693,10,1.0192426234606016,0.00010553454773466938,0.9926024727559289
4,1.0,0,1,-1,99.73,2.933741468363668,2,0.9567918624994913,0.00012329446683316672,0.9638178169733642
4,1.0,0,1,-1,99.73,2.9576493288532033,2,0.9471093580403032,0.00012335674903837346,0.9569366905639454
4,1.0,0,1,-1,99.73,2.9401979758238785,5,0.8846103600720415,0.00010331015880451348,0.9484665563431129
4,1.0,0,1,-1,99.73,2.9421858909967877,10,0.9514053395005678,0.00010152705933993536,0.9926024727559289
5,1.0,0,1,-1,99.73,2.9414650411583048,2,1.0146442686581987,9.244870334804233e-05,0.9638178169733642
5,1.0,0,1,-1,99.73,2.9678861101993546,2,0.9759276920961487,0.00012461225254330242,0.9569366905639454
5,1.0,0,1,-1,99.73,2.9503144138490303,5,0.9471734550113203,9.929547080874875e-05,0.9484665563431129
5,1.0,0,1,-1,99.73,2.949251748666465,10,0.9675622475985278,8.752684783991029e-05,0.9926024727559289
6,1.0,0,1,-1,99.73,2.9208360940974987,2,0.9531900731627109,0.00010568559994755246,0.9638178169733642
6,1.0,0,1,-1,99.73,2.947968668646638,2,1.003178088875016,0.00011296628873926797,0.9569366905639454
6,1.0,0,1,-1,99.73,2.927124939663112,5,0.9734192840337733,8.218451008457881e-05,0.9484665563431129
6,1.0,0,1,-1,99.73,2.9851278731079054,10,0.9371893680031762,0.00010394048918442608,0.9926024727559289
7,1.0,0,1,-1,99.73,2.9472797562830433,2,0.9611917929254826,8.44268412879196e-05,0.9638178169733642
7,1.0,0,1,-1,99.73,2.9593242008952,2,0.9896422936318526,9.607734413266434e-05,0.9569366905639454
7,1.0,0,1,-1,99.73,2.967790971511607,5,0.9861074211916181,0.00011717706928137107,0.9484665563431129
7,1.0,0,1,-1,99.73,2.9550079689065822,10,0.9939471012653786,0.00010806624028486029,0.9926024727559289
8,1.0,0,1,-1,99.73,2.9441971137134937,2,0.9461342232782394,0.00010119681614160766,0.9638178169733642
8,1.0,0,1,-1,99.73,2.9478904023817853,2,0.9120872894755456,0.00011699265163963581,0.9569366905639454
8,1.0,0,1,-1,99.73,2.9279878497344836,5,0.9745790693553025,0.00010411610084703967,0.9484665563431129
8,1.0,0,1,-1,99.73,2.947643446183669,10,0.9943294998487773,9.810821554611587e-05,0.9926024727559289
9,1.0,0,1,-1,99.73,2.915530843587337,2,0.8995216527165709,8.84764381679437e-05,0.9638178169733642
9,1.0,0,1,-1,99.73,2.958441638276159,2,0.9214136121206656,0.0001082270529216246,0.9569366905639454
9,1.0,0,1,-1,99.73,2.9621226342101274,5,0.9665836644554827,6.605694477137651e-05,0.9484665563431129
9,1.0,0,1,-1,99.73,2.9735777199551703,10,1.0623540365091861,9.315900444007542e-05,0.9926024727559289
0,2.0,0,1,-1,75.0,1.1765684048124712,2,0.880541965499067,0.0001152664183356992,0.905884790820975
1,2.0,0,1,-1,75.0,1.1780706285347446,2,0.9525866174292563,9.511817657907522e-05,0.905884790820975
2,2.0,0,1,-1,75.0,1.1800632774637723,2,1.012226499876955,7.719591383821109e-05,0.905884790820975
3,2.0,0,1,-1,75.0,1.177043887238346,2,0.9460806638289186,0.00011148855897972442,0.905884790820975
4,2.0,0,1,-1,75.0,1.1762338303132935,2,0.8161258667807685,0.00011994372712515897,0.905884790820975
5,2.0,0,1,-1,75.0,1.1762472128553199,2,0.968262537780091,9.560728205164243e-05,0.905884790820975
6,2.0,0,1,-1,75.0,1.1770837018837148,2,0.7823216057667922,0.00011872538667646016,0.905884790820975
7,2.0,0,1,-1,75.0,1.1785223967919816,2,0.9369165506787361,0.00010700843201519637,0.905884790820975
8,2.0,0,1,-1,75.0,1.1761640492292205,2,0.9327913641643237,9.280261391178582e-05,0.905884790820975
9,2.0,0,1,-1,75.0,1.177772359396441,2,0.83099423640484,0.00011595196780533185,0.905884790820975
0,2.0,0,1,-1,80.0,1.2693642999368377,2,0.8937632392821377,0.0001135613035940879,0.9190498216538021
1,2.0,0,1,-1,80.0,1.2708594831723319,2,0.9644325903644333,9.394985506375466e-05,0.9190498216538021
2,2.0,0,1,-1,80.0,1.2727664543794717,2,1.0237882973852428,7.632412860043866e-05,0.9190498216538021
3,2.0,0,1,-1,80.0,1.268384615519806,2,0.9561915820381589,0.00011030966165173574,0.9190498216538021
4,2.0,0,1,-1,80.0,1.2695888914152267,2,0.8333235628592014,0.00011746839118417646,0.9190498216538021
5,2.0,0,1,-1,80.0,1.2693078985578992,2,0.9781900153837804,9.463698064149675e-05,0.9190498216538021
6,2.0,0,1,-1,80.0,1.2673431010494443,2,0.8024357067679032,0.0001157493795037173,0.9190498216538021
7,2.0,0,1,-1,80.0,1.269127988057313,2,0.9456816497577655,0.00010601661885149057,0.9190498216538021
8,2.0,0,1,-1,80.0,1.267153864895387,2,0.9454710727460378,9.155803844676909e-05,0.9190498216538021
9,2.0,0,1,-1,80.0,1.2696034774918383,2,0.8472204999533596,0.00011373121513388168,0.9190498216538021
0,2.0,0,1,-1,82.13,1.312322303705507,2,0.8997737986821719,0.00011280270519769396,0.9246644997460669
1,2.0,0,1,-1,82.13,1.3151812816955397,2,0.9697108915977678,9.343847003121414e-05,0.9246644997460669
2,2.0,0,1,-1,82.13,1.3182187470019362,2,1.0283205108758804,7.598773810579663e-05,0.9246644997460669
3,2.0,0,1,-1,82.13,1.3115301883331014,2,0.9604188083569412,0.00010982414023035924,0.9246644997460669
4,2.0,0,1,-1,82.13,1.313191597871504,2,0.8402376697812421,0.00011650177299289856,0.9246644997460669
5,2.0,0,1,-1,82.13,1.314285512023252,2,0.9817663633968535,9.429223998801844e-05,0.9246644997460669
6,2.0,0,1,-1,82.13,1.310708276857224,2,0.8113027248007714,0.00011448431308155681,0.9246644997460669
7,2.0,0,1,-1,82.13,1.3129303922223718,2,0.9502718400270078,0.0001055045164911636,0.9246644997460669
8,2.0,0,1,-1,82.13,1.3115210622549947,2,0.950342512464511,9.108871348320576e-05,0.9246644997460669
9,2.0,0,1,-1,82.13,1.3133807669262723,2,0.8544998774775223,0.00011276235314447424,0.9246644997460669
0,2.0,0,1,-1,85.0,1.3749684420233916,2,0.9071340597951333,0.00011188745198287041,0.9321427418768431
1,2.0,0,1,-1,85.0,1.3792611780407986,2,0.9757331491921408,9.286176467256361e-05,0.9321427418768431
2,2.0,0,1,-1,85.0,1.3837712466831165,2,1.0337113616086129,7.559145867145932e-05,0.9321427418768431
3,2.0,0,1,-1,85.0,1.377217467001853,2,0.9659528371773105,0.0001091949480650532,0.9321427418768431
4,2.0,0,1,-1,85.0,1.3760740237981657,2,0.8498025529573136,0.00011519049680926696,0.9321427418768431
5,2.0,0,1,-1,85.0,1.3796078127309634,2,0.9881226597122205,9.368568632617033e-05,0.9321427418768431
6,2.0,0,1,-1,85.0,1.375287905996271,2,0.8237453888583278,0.00011275502892798091,0.9321427418768431
7,2.0,0,1,-1,85.0,1.3795951979351626,2,0.9556324749169922,0.0001049126873026436,0.9321427418768431
8,2.0,0,1,-1,85.0,1.3773277534039265,2,0.9576180050884463,9.039666794986222e-05,0.9321427418768431
9,2.0,0,1,-1,85.0,1.3776807164421574,2,0.8639749294619342,0.00011152570943932193,0.9321427418768431
0,2.0,0,1,-1,90.0,1.5151326088109744,2,0.9210454335389345,0.00011019751562892232,0.945369609368127
0,2.0,0,1,-1,90.0,1.5101464532180782,20,0.9574676489195022,9.595998971702735e-05,0.9150978705781571
1,2.0,0,1,-1,90.0,1.5176625245735607,2,0.9869112064254778,9.180998401231738e-05,0.945369609368127
1,2.0,0,1,-1,90.0,1.5175534773278065,20,0.9494529464352401,9.499928141140009e-05,0.9150978705781571
2,2.0,0,1,-1,90.0,1.5189170303098207,2,1.0428299711165965,7.493047940076778e-05,0.945369609368127
2,2.0,0,1,-1,90.0,1.5169374525486088,20,0.9138534552521624,0.00011462308925558554,0.9150978705781571
3,2.0,0,1,-1,90.0,1.516186087748406,2,0.9756486132767094,0.00010810979327344386,0.945369609368127
3,2.0,0,1,-1,90.0,1.5207640342575457,20,0.9218417850450771,0.00010363260381111383,0.9150978705781571
4,2.0,0,1,-1,90.0,1.5138067375326911,2,0.8689281243037807,0.00011265509255252727,0.945369609368127
4,2.0,0,1,-1,90.0,1.5061011760333554,20,0.906633461301133,0.00010268681686140381,0.9150978705781571
5,2.0,0,1,-1,90.0,1.5197821431692515,2,0.9970873630666248,9.284336857390757e-05,0.945369609368127
5,2.0,0,1,-1,90.0,1.5155668131749922,20,0.9570958880992083,0.00012102459762756222,0.9150978705781571
6,2.0,0,1,-1,90.0,1.5142294811380157,2,0.8462380979657737,0.00010975804017011801,0.945369609368127
6,2.0,0,1,-1,90.0,1.5172546430868905,20,0.8753114557774584,0.00010598021968901944,0.9150978705781571
7,2.0,0,1,-1,90.0,1.5171696468590072,2,0.9629163261747907,0.00010411908936625379,0.945369609368127
7,2.0,0,1,-1,90.0,1.5165216692672432,20,0.9555171380748801,0.00010490550411251284,0.9150978705781571
8,2.0,0,1,-1,90.0,1.517475871988141,2,0.9704801928115488,8.919860237229935e-05,0.945369609368127
8,2.0,0,1,-1,90.0,1.513901553130664,20,0.8921306396491196,0.00010582822241849548,0.9150978705781571
9,2.0,0,1,-1,90.0,1.5195613604813958,2,0.8816107650010331,0.00010929473728229422,0.945369609368127
9,2.0,0,1,-1,90.0,1.5117507187104646,20,0.8216742872277886,9.752890272141585e-05,0.9150978705781571
0,2.0,0,1,-1,95.0,1.7313914720982626,2,0.9374579474917084,0.00010826823627547517,0.9608037931769626
0,2.0,0,1,-1,95.0,1.7212502379854022,20,0.9751043248082817,9.422436492912317e-05,0.9337532069890333
1,2.0,0,1,-1,95.0,1.726050592667362,2,0.9982448082496812,9.076761665544972e-05,0.9608037931769626
1,2.0,0,1,-1,95.0,1.7290432304548962,20,0.9632259322396448,9.364090461680364e-05,0.9337532069890333
2,2.0,0,1,-1,95.0,1.7321642272216073,2,1.0517897120223716,7.429217910775055e-05,0.9608037931769626
2,2.0,0,1,-1,95.0,1.7268825579731293,20,0.9292398703718079,0.00011272515257656967,0.9337532069890333
3,2.0,0,1,-1,95.0,1.7257031739695963,2,0.9858188511059032,0.00010699447446205932,0.9608037931769626
3,2.0,0,1,-1,95.0,1.7300988728947477,20,0.9394637760634104,0.00010168871532909249,0.9337532069890333
4,2.0,0,1,-1,95.0,1.7290651858025325,2,0.8941694962995484,0.00010947496942139399,0.9608037931769626
4,2.0,0,1,-1,95.0,1.71867998870463,20,0.9268460993261447,0.00010044742516447671,0.9337532069890333
5,2.0,0,1,-1,95.0,1.7380978909675566,2,1.0050462058989182,9.210815284535355e-05,0.9608037931769626
5,2.0,0,1,-1,95.0,1.7309945587893039,20,0.9678861443422521,0.00011967538271447954,0.9337532069890333
6,2.0,0,1,-1,95.0,1.7249019407816542,2,0.8742173122372451,0.00010624524800625943,0.9608037931769626
6,2.0,0,1,-1,95.0,1.736024427657152,20,0.8983484279980208,0.00010326249536200539,0.9337532069890333
7,2.0,0,1,-1,95.0,1.7329209782874129,2,0.972907565246409,0.00010304984214181273,0.9608037931769626
7,2.0,0,1,-1,95.0,1.7313370203047511,20,0.9716542384638651,0.00010316324788163689,0.9337532069890333
8,2.0,0,1,-1,95.0,1.7259669896878973,2,0.984032725840834,8.797011985025343e-05,0.9608037931769626
8,2.0,0,1,-1,95.0,1.7243059214983687,20,0.9137211336838081,0.00010332758680813551,0.9337532069890333
9,2.0,0,1,-1,95.0,1.7259130271432548,2,0.9043533073770078,0.00010654620949582217,0.9608037931769626
9,2.0,0,1,-1,95.0,1.7298383087949754,20,0.8520421225930969,9.40528519691486e-05,0.9337532069890333
0,2.0,0,1,-1,99.0,2.135768840177458,2,0.9586416638022562,0.00010587576400006181,0.9782227666635563
0,2.0,0,1,-1,99.0,2.131737476476683,20,0.9930128709189995,9.25250703544973e-05,0.9573229590078245
1,2.0,0,1,-1,99.0,2.1377786008545505,2,1.0084696192304352,8.984732941448779e-05,0.9782227666635563
1,2.0,0,1,-1,99.0,2.136287281064673,20,0.9785969020024771,9.21700727446775e-05,0.9573229590078245
2,2.0,0,1,-1,99.0,2.1331923947190963,2,1.0545185872429863,7.409992636881813e-05,0.9782227666635563
2,2.0,0,1,-1,99.0,2.1297301271455735,20,0.9502134380563915,0.00011023702883233423,0.9573229590078245
3,2.0,0,1,-1,99.0,2.1280432840424064,2,0.996865612294172,0.00010580881574009119,0.9782227666635563
3,2.0,0,1,-1,99.0,2.131270420180648,20,0.9633351126915423,9.916888030707113e-05,0.9573229590078245
4,2.0,0,1,-1,99.0,2.1307959315610807,2,0.9242138349746478,0.0001059161576688814,0.9782227666635563
4,2.0,0,1,-1,99.0,2.118220029862746,20,0.9513219259050814,9.786309099569635e-05,0.9573229590078245
5,2.0,0,1,-1,99.0,2.139320560709392,2,1.0114797770932524,9.152229401522237e-05,0.9782227666635563
5,2.0,0,1,-1,99.0,2.1286269101240984,20,0.9814489191497249,0.00011802157248137968,0.9573229590078245
6,2.0,0,1,-1,99.0,2.128289184082787,2,0.9126876103344264,0.00010176695081461453,0.9782227666635563
6,2.0,0,1,-1,99.0,2.1391447091422156,20,0.9290864653219412,9.984614332689249e-05,0.9573229590078245
7,2.0,0,1,-1,99.0,2.1364892191718994,2,0.9862203618236404,0.00010165879239385074,0.9782227666635563
7,2.0,0,1,-1,99.0,2.141344267326789,20,0.9891382524331265,0.0001013397336634373,0.9573229590078245
8,2.0,0,1,-1,99.0,2.1292052553804255,2,0.9964630105413395,8.68727448114327e-05,0.9782227666635563
8,2.0,0,1,-1,99.0,2.1262097887842124,20,0.9418426738923961,0.00010024243154003463,0.9573229590078245
9,2.0,0,1,-1,99.0,2.12159181756211,2,0.9326675892984071,0.0001033116386284132,0.9782227666635563
9,2.0,0,1,-1,99.0,2.142364647232806,20,0.8952330297065647,8.951523119516115e-05,0.9573229590078245
0,2.0,0,1,-1,99.73,2.388548848699478,2,0.966222697563799,0.00010504505722465964,0.9849940621457097
0,2.0,0,1,-1,99.73,2.390734336534453,20,0.9994854022362791,9.192589060243384e-05,0.9676298287334456
1,2.0,0,1,-1,99.73,2.4051433423797755,2,1.010918412423084,8.962968818257026e-05,0.9849940621457097
1,2.0,0,1,-1,99.73,2.410165271761351,20,0.9874793745014372,9.13409940241269e-05,0.9676298287334456
2,2.0,0,1,-1,99.73,2.37436532998003,2,1.0544554330467315,7.41043644144156e-05,0.9849940621457097
2,2.0,0,1,-1,99.73,2.395936717139937,20,0.9578587519101166,0.0001093571530865161,0.9676298287334456
3,2.0,0,1,-1,99.73,2.3656988662765905,2,0.9992753745082312,0.00010555365675930442,0.9849940621457097
3,2.0,0,1,-1,99.73,2.3811793191625994,20,0.974029357047879,9.80800668838675e-05,0.9676298287334456
4,2.0,0,1,-1,99.73,2.3730230534156487,2,0.9365525877776976,0.00010452074933369524,0.9849940621457097
4,2.0,0,1,-1,99.73,2.383983049685842,20,0.9624230693678569,9.67342815901119e-05,0.9676298287334456
5,2.0,0,1,-1,99.73,2.399354242220682,2,1.0145438653060166,9.124588173588481e-05,0.9849940621457097
5,2.0,0,1,-1,99.73,2.3949798606398227,20,0.9876978814799756,0.00011727487414940796,0.9676298287334456
6,2.0,0,1,-1,99.73,2.3913407402643063,2,0.9307229616422874,9.979493251796397e-05,0.9849940621457097
6,2.0,0,1,-1,99.73,2.3952843995128466,20,0.9428544488259529,9.838814516399936e-05,0.9676298287334456
7,2.0,0,1,-1,99.73,2.4008506428600387,2,0.9895229804298984,0.00010131949737403848,0.9849940621457097
7,2.0,0,1,-1,99.73,2.39840805134648,20,0.995774069204016,0.00010066440787920708,0.9676298287334456
