n,epsilon,M-estimator,m_est,x,y,theta
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.012415753817404628,-0.9999229215580295,-1.5583802539720033
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.35445310146220743,-0.9350737932718589,-1.9331254571215577
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.27338776903815376,0.9619039077477229,1.8477095458127686
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.3056928428909263,0.9521301832235245,1.88146234779215
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.2842494747110369,0.9587503513044989,1.8590198478444933
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5985224826633524,0.8011060090565403,0.9291408383526482
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.37910355803470286,0.9253542523193083,1.9596236753598257
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.025858972263539257,0.9996656008653468,1.54493447173977
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5815602210935225,0.8135033553966768,2.191441609339052
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.3044278082318842,0.9525354111922195,1.8801339944300313
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.2568600806796993,-0.9664486012992201,-1.3110244588425963
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.025507542573449313,-0.9996746297030173,-1.596306636194014
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.3550155720830206,-0.9348603872122104,-1.2078656024552268
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.6225352649360906,0.7825917479190232,0.898818206101224
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5547492876155963,-0.8320175646523257,-2.158857932011282
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.26766884472293384,-0.9635109701319914,-1.2998235495623853
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5594714747212783,0.8288496057628306,2.164544328208911
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.010513139196745444,0.999944735425028,1.5602829939258134
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5973593464300313,-0.8019736973446737,-0.9305919652361944
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.002618539868922537,0.9999965716186008,1.568177783933519
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.62079845402232,0.7839702031859987,0.9010355588218575
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5795892852347555,-0.8149087436278162,-2.189020926150168
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.00505417372386642,-0.9999872275824173,-1.5758505220368788
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.6087444816426227,-0.7933663441750308,-0.9163192188094097
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.032303420848053474,-0.9994781083152909,-1.603105368445257
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.7938956420809372,0.6080540350042057,2.4879855300187854
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.35552965395265324,-0.9346650015702458,-1.2073156427063414
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.29383463731567094,-0.9558562684387051,-1.869032434689332
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.31264497083535364,-0.9498700554346163,-1.2528200049441878
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.8387948092424612,0.5444476724056234,2.5658621572820834
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.03513144503155795,-0.9993827002555095,-1.6059350024892278
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.2738944002457132,0.9617597712079877,1.293356372047294
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.005710625589344683,-0.9999836942447504,-1.5765069834231316
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5691223101823749,0.8222528784094804,0.9653582871805317
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.32849940621297113,0.9445041768662141,1.2360819550337883
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.81922344186244,0.5734744565393112,0.6107407492606924
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5665206802521866,0.8240475222016023,0.9685188619620626
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.7611454431121842,-0.6485812319436602,-0.7057189622327348
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.6288751620207492,0.7775062897452187,0.8906906884295716
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.9502739456563926,-0.3114152022728367,-0.31668192691000047
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.30069616382809317,0.9537199888117421,1.8762188426228812
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.014470014332121448,0.9998953038619733,1.5852668461330397
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.27664088076268717,0.9609733727272807,1.851093130042425
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.007357339092236429,-0.999972934414468,-1.5634389213250448
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5639823817376832,-0.82578682060777,-0.9715958939353894
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.36657665731493555,-0.9303878515499915,-1.19546946456054
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.8106690907127782,0.5855045903858634,0.6255023548919031
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.0084786038436007,0.9999640559924458,1.562317621364835
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.6031524262502859,0.7976259466118136,0.923348834725023
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.6196717757010521,0.7848610643926117,2.239120766781806
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.06417140022965581,-0.99793889161239,-1.6350118514752254
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.0719156825455848,-0.9974107151038639,-1.4988185098275228
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.013075179103550244,0.9999145161919638,1.557720775106573
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.8122634338097262,-0.5832907629095744,-0.6227741747985008
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.2948095718012725,0.9555560247177293,1.2715400994792927
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.57407078801911,0.8188056731258757,0.9593274690433387
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5942694373893957,-0.8042660230203003,-2.207153310916751
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.34458229070769947,0.9387561157886717,1.2190025384510006
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.8116298508919967,0.584172050975597,2.5177330774440425
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.34123218367293,0.9399790406311218,1.9190237758678748
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.5642057340212935,-0.8256342348143596,-2.1702672567290473
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.01929134389192556,-0.9998139047096929,-1.5900888674519882
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.6347251146758984,-0.772738007865321,-2.2584490658294323
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.058754068899179196,-0.9982724875442531,-1.5120084017044824
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.7725886797988686,-0.6349068686403085,-0.6878879695071882
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.310364587919917,-0.9506176005972645,-1.8863728626603502
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.32718708141336006,0.9449595831336958,1.2374710524236112
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.5993585428432414,-0.8004806912854461,-0.9280967985841269
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.31247493197687687,0.9499260060057557,1.2529990124297532
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.021082459136546196,-0.9997777402586813,-1.5918803479976222
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,0.29714147901578797,-0.9548334626772931,-1.269098810860671
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.9465294984992477,0.3226172786302123,2.8130993329805367
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.3326283391270075,-0.9430579982215341,-1.9098855757208848
10,0.05,"$L^2 loss$
(Fréchet mean)",frechet,-0.3353102537700514,-0.942107761201797,-1.9127308563762582
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.49920226525392275,-0.8664854865289748,-1.048118451254613
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.7440656853083064,0.6681064705169971,0.7316610286537182
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.4944136227549014,0.8692267653692983,1.0536362210857348
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.5243603179163471,-0.8514964809056269,-2.1227600214267635
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.4696306855566768,0.8828629673871048,2.059668743674227
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.7754141255724899,0.6314530337742064,0.6834256660501039
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.7875070259374928,0.6163056742389151,2.477549776349696
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.4759989847931393,-0.879445829187847,-1.074696718483992
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.022528951662478057,-0.9997461909589803,-1.593327184668107
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.46707267128103586,-0.8842189320198913,-2.0567735609555213
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.7773598285967135,-0.6290561953308197,-0.6803384986831587
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.02896567244838826,-0.9995804068806126,-1.5418266024008136
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.43760566499690545,-0.8991669933680936,-1.1178622210909195
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.004296650107093261,0.9999907693563266,1.5750929901223207
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.47702806352635974,-0.8788880626156504,-1.0735262028947496
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.464109995716168,-0.8857775747197125,-1.0881667521203073
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.783498743792843,-0.6213933685476831,-2.471072809020125
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.4986480769608821,0.8668045312198206,1.0487579152433053
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.46889520247963207,-0.883253807855694,-1.0827567914609297
10,0.05,"Huber
(Cutoff: π/2)",huber_90,0.7842390246697918,-0.6204588239238538,-0.6693276241206457
10,0.05,"Huber
(Cutoff: π/2)",huber_90,-0.47353200578552224,-0.8807766115745462,-2.0640929059712567
