n,epsilon,M-estimator,m_est,x,y,theta
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999552260328848,0.009462871103490752,0.009463012336113377
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999999031692204,0.000440069931527699,0.00044006994573180517
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999907049677863,-0.004311609679201796,-0.004311623038101757
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998148233620877,-0.019243673906979487,-0.019244861821247926
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999981572702538,-0.0060707705737938576,-0.00607080786336711
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999999308123939,0.0003719881806464788,0.00037198818922546973
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998804064685503,0.015465211291367055,0.015465827833938609
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999145398910974,0.013073366604417345,0.013073739034259787
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999350519258063,-0.011397014088626868,-0.011397260833075977
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9993609651954067,0.035744387583300855,0.03575200349931543
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999519117505333,-0.009806843857914103,-0.009807001058922557
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999868751552144,0.016201224322668926,0.01620193315506425
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999468945966229,0.010305725911902831,0.01030590834568867
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999893557087957,-0.0046139429023119675,-0.004613959273098957
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999822885328061,0.018820148093748094,0.01882125928058998
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9991418515114179,-0.04141932590392179,-0.04143117794965514
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996268897896936,0.02731448717039695,0.027317884782160014
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9997326159503591,0.023123507628671335,0.023125568801493454
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999955525168169,-0.002982439703348683,-0.0029824441248066922
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999966095165412,-0.002604026770413326,-0.0026040297133872155
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999249045817336,-0.012255007025760857,-0.012255313799935335
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996687598893025,-0.025736559625999893,-0.025739401662848608
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999979345319522,0.0020324693922889664,0.002032470791623651
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999533339896579,0.009660737185438424,0.009660887464264068
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999516385448587,-0.009834661735480142,-0.00983482027806454
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998546292463616,0.017050524174392324,0.017051350438288083
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999970546870574,0.007674984779509779,0.007675060131170867
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999543143756834,0.00955872174806604,0.009558867316116434
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996628822261281,-0.02596385755903972,-0.025966775578483845
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999744180491554,0.007152848890651827,0.007152909885885553
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999607100992756,-0.008864437813666949,-0.008864553909785406
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999110715074673,-0.013336006778320213,-0.013336402109375782
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999999587356984,0.00028727791794073206,0.00028727792189217296
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996313760612118,-0.027149806518015667,-0.027153143032860573
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999998517935238,0.0005444381774071717,0.0005444382043035948
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999935107330812,-0.003602567380594765,-0.003602575173288762
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998635796824187,0.016517324984803575,0.016518076125365443
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996933120248148,0.024764528924606694,0.024767060896296947
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999075662711177,0.013596283086561094,0.013596702020432129
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999953711807028,0.003042633262037565,0.0030426379566461112
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9995783353109651,-0.02903707245843813,-0.029041154449648634
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999971416794864,-0.007560793164088025,-0.007560865202145663
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999997782239403,0.0006659970513930032,0.0006659971006270744
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999835969577771,0.018111707221480543,0.01811269757678783
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9997969187190583,-0.02015245195695304,-0.0201538162630322
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9997429652543052,0.022671643622088844,0.02267358628854107
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999684952180923,0.007937793853601001,0.007937877214139572
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999996365900826,0.0026959571842594247,0.0026959604500560994
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.99994805722851,0.010192293408563317,0.010192469884219143
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999955925836857,-0.009388630557794934,-0.009388768492238317
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999994490823425,0.001049683289285111,0.0010496834820481744
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998993723973805,-0.014186087527009304,-0.014186563383489212
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.99973558900964,-0.02299460953235738,-0.0229966364225583
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999420918462637,0.010761642723802594,0.010761850457568174
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9998397129627351,0.017903865018360172,0.01790482166552217
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.999989815341253,0.004513226535521383,0.004513241857474515
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999952068394234,-0.0030961747650979313,-0.0030961797119283593
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999849762572559,-0.005481538084638461,-0.005481565535876108
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9996350666632072,-0.027013579867265436,-0.02701686639896299
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999233106620343,0.012384377040346355,0.012384693633283542
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999975427512859,-0.0022168652163446147,-0.0022168670321428023
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999929784078179,-0.003747417118910023,-0.0037474258898795706
50,0.3,"Tukey's biweight
(Cutoff: π/2)",biweight,0.9999603276146718,-0.008907479820537651,-0.008907597616064208
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999864387775572,-0.00520790370279906,-0.0052079272447736235
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999997023377653,-0.0007715726659630341,-0.0007715727425190584
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999710710506892,-0.007606382960094789,-0.007606456309165923
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999632245550064,-0.008576102701815603,-0.008576207833359837
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998933645972958,0.014603404887222437,0.014603923989351366
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999903346047179,-0.004396668868714172,-0.0043966830339497885
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999860117568504,-0.00528926182251947,-0.005289286485150951
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999990448268253,0.0043707404701447666,0.004370754386244772
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999958491657339,-0.002881258631699938,-0.0028812626182489094
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9995643834523615,-0.02951344326744761,-0.029517729529078527
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999948380404518,-0.003213081456998843,-0.003213086985609095
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999995643039634,0.0009334837336747158,0.0009334838692464612
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9995601906182171,0.029655106327119502,0.02965945462342454
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999352907407567,-0.011376041982997095,-0.011376287367765185
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999869607899027,-0.016148287830129934,-0.016148989736465058
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9995653762492973,0.02947979992469542,0.029484071541060763
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997503451241372,0.02234384533084487,0.022345704933193836
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999716665315315,-0.0075276911567094176,-0.0075277622527151885
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997485492407987,-0.022424056076450594,-0.022425935780821443
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998278190529873,0.018556191628259833,0.01855725670916403
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999898373102436,0.014256348308760363,0.014256831271209618
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999485029599741,0.010148469249342018,0.010148643458306239
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999695702061915,-0.007801196167374359,-0.0078012752979344825
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996197589787492,0.02757421729199276,0.027577712773163114
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999761767085822,-0.006902609310128005,-0.006902664124941395
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999999307469691,-0.00037216401953337743,-0.0003721640281245397
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999836457139311,0.018084771912028053,0.018085757854970397
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999708287550638,0.024152428502499716,0.024154777297930002
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999991286986718,-0.001320076473768693,-0.0013200768571636219
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999502345432104,0.009976393986678878,0.009976559483241243
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999679381984664,-0.008007657279730823,-0.00800774286080119
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9995889117250103,-0.028670674153380357,-0.028674603525508977
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999285291045621,0.011955613024367127,0.011955897858632868
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997133940689256,-0.023940127802243305,-0.023942415192016855
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998768861496015,-0.01569116132649453,-0.015691805291303096
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999215065800466,0.012529193058208892,0.01252952088823938
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998281770036387,-0.01853689482029633,-0.01853795658154112
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999547016910254,0.00951811777664928,0.009518261497466715
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999998368788464,0.0005711762237011964,0.0005711762547581737
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999904526062097,-0.0043697478677167225,-0.004369761774337718
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998200662816636,-0.01896931892634608,-0.01897045674826909
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999818109983958,-0.006031390583208928,-0.006031427151799321
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999999997162281,7.533549802577986e-05,7.53354980970402e-05
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998779403970447,0.015623837792375703,0.01562447350322619
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999204064481905,0.012616686113437282,0.012617020859714712
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999344334415292,-0.011451149198532344,-0.011451399475910786
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9993729795202111,0.03540688922929846,0.03541429136740606
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999525225961718,-0.009744360089349422,-0.009744514304584463
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998673708753545,0.01628621069512466,0.01628693074194724
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999459070270084,0.010401106668548986,0.01040129421486768
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999886917534998,-0.004755666632903379,-0.004755684559067985
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998235517370329,0.018784711654548564,0.01878581657578079
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9991530995594317,-0.041147097598506856,-0.04115871736661157
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996257699117518,0.02735544056187949,0.02735885348241718
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997225972261639,0.023552677032019697,0.02355485513301942
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999954895754314,-0.003003469459622081,-0.0030034739752710406
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999996478799874,-0.002653749771655782,-0.0026537528864548484
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999191827681049,-0.012713297462382804,-0.012713639957957696
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996587733131732,-0.02612157992926952,-0.02612455146158458
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999978532971019,0.002072052409299594,0.002072053891994505
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999509901266278,0.009900370941292244,0.009900532683105088
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999509855855487,-0.009900829585832922,-0.009900991350126023
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998479132043451,0.01743991000302714,0.01744079418349255
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999738713262538,0.0072288771456687035,0.007228940106650896
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999953514484459,0.009642036619812397,0.009642186027604903
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999684684657408,-0.025110381546566033,-0.025113021109006876
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999731023146199,0.007334483435806158,0.00733454919672299
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999958931595178,-0.00906284298817605,-0.009062967055715718
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999079209698034,-0.013570172506027179,-0.013570589030809826
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999999789055222,-0.00020539950333368985,-0.0002053995047779549
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996332007643977,-0.02708253920008802,-0.027085850970887376
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999999819162573,0.0001901775019638371,0.00019017750311021097
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999941887264148,-0.003409180751780671,-0.00340918735569004
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998667010872834,0.016327279529382194,0.016328005037602435
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996926397321775,0.02479165313788252,0.02479419343991652
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999083523601446,0.013538348511512638,0.013538762112571117
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999969085677191,0.0024865347384279675,0.002486537300749055
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9995735236019101,-0.029202241593088978,-0.02920639365700411
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999689328594517,-0.007882468898142142,-0.00788255052774625
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999996554336278,0.0008301401232465156,0.0008301402185926527
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998314739436771,0.018358205566244495,0.018359236914430206
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997904116188646,-0.020472733940048827,-0.020474164342355806
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997420327178594,0.02271272808721469,0.022714681335677396
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999683996838712,0.007949819725966503,0.00794990346596383
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999958458539756,0.002882407811114099,0.00288241180243505
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999491925217048,0.010080296384013901,0.010080467105630063
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.999953070332147,-0.00968798912636268,-0.00968814068057826
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999996310835997,0.0008589718643133562,0.0008589719699429747
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998987262281719,-0.014231559551917638,-0.01423203999928532
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9997404935363583,-0.02278037716273631,-0.02278234791901342
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999435231079337,0.010627821719003309,0.01062802179896999
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9998517662363288,0.01721759431780976,0.0172184451111922
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999894921153981,0.0045842838903371805,0.004584299947446706
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999965766204331,-0.002616629017257084,-0.0026166320031659434
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999853972555106,-0.005404190571768586,-0.005404216877260275
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9996428875403365,-0.02672260073458865,-0.02672578218027247
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999308683980627,0.011758334265328279,0.01175860523031582
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999978393025386,-0.0020787953850645354,-0.0020787968822818005
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999935190726118,-0.0036002517650264468,-0.0036002595427033685
50,0.3,"Hampel
(Cutoff: π/4,π/2,3π/4)",hampel,0.9999580634778699,-0.009158126751023095,-0.009158254773165677
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999408546409169,-0.01087599282783082,-0.010876207254404167
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9998443843090548,0.017641064753597335,0.017641979886054763
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999745628597478,0.007132575513272268,0.007132635991328863
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9994579476438002,-0.03292128326236869,-0.03292723290544974
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9991760200749309,0.04058670850438859,0.04059785972417173
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999999949996662,0.00010000332949856558,0.00010000332966524898
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999789675904731,0.006485705566178643,0.006485751036566364
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9984591711467536,-0.055491292586634405,-0.05551981102579593
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999963656900198,-0.0026960353759039033,-0.002696038641984746
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9980090998756278,-0.06307009248000192,-0.06311198125877134
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999932105516441,-0.003684949200706341,-0.0036849575403197577
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999805055086886,0.006244085408063437,0.006244125983469424
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997134580144302,0.023937457359325353,0.023939743983600124
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9982174825187451,-0.05968130020313551,-0.05971678649336988
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9995084265206915,-0.03135132077169695,-0.03135645894130388
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9986152777423807,0.05260729093485327,0.052631586554683675
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9993357532569725,0.036442451376309797,0.03645052244736851
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9995226022832785,-0.030896076204954475,-0.03090099371608936
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9995072806366966,-0.03138783130818186,-0.03139298745516215
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.999244881608938,0.03885442804025375,0.03886421089293149
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999993666337804,-0.0011254919069316458,-0.0011254921445478928
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999842478101173,0.005612854142840114,0.005612883614607236
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9994404747817232,-0.03344753156928846,-0.03345377121160645
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.998856875651886,0.04780106654616422,0.04781928906635732
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999979586756641,-0.002020555493292119,-0.0020205568681629436
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999574227874576,-0.00922781730769793,-0.009227948274841361
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9994990003436668,0.03165040777000485,0.03165569444394064
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.999124188120235,0.04184323975359895,0.04185545963678839
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999405772888333,-0.010901462804362294,-0.010901678740986758
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999999550207757,0.0002999307305602018,0.0002999307350570861
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999978266388314,-0.0020848783206758714,-0.002084879831075047
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9989148702251243,-0.04657340489076974,-0.04659025826902579
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999273215462082,0.012056186188940162,0.012056478272421744
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9962282770057661,-0.08677107867325246,-0.08688033568346014
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997606348823488,-0.021878595467716134,-0.02188034129239917
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997594169873242,0.021934177558471372,0.02193593672460192
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997396283637715,-0.022818314553569852,-0.022820295173815768
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999928624380302,-0.0037782367569023354,-0.0037782457460610007
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9996539115799289,0.02630697745740906,0.02631001272435657
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999896067963792,-0.004559199405559372,-0.004559215200520964
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997341634337521,0.023056505880377675,0.02305854918510437
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9986961549379905,-0.05104889922485745,-0.05107109742088404
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999998419922157,0.0005621525968196097,0.0005621526264277739
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.99994597161361,0.010394895560407614,0.01039508277093144
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9994428301330778,0.03337707739722929,0.0333832776796861
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999985045795455,-0.0017294041382554834,-0.001729405000318106
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9984619673763763,0.05544095690818626,0.055469397739596006
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999582971009049,0.009132582277469783,0.0091327092313066
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9999581324154286,-0.009150596496491392,-0.009150724203087686
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.999720156679587,0.02365604211485483,0.023658249023683384
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9998955984686486,-0.014449642314639424,-0.01445014519056828
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9998929920679562,0.014628889683985524,0.014629411508732424
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.996159731509042,-0.08755449343026081,-0.08766674346476172
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.999737478662881,0.022912305793664878,0.022914310993947435
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9996259570033074,0.027348602984776732,0.027352013346169525
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9996889369894952,-0.024940514445503072,-0.024943100791148226
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9998268652487559,-0.018607512645253017,-0.018608586588652543
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9986505782494083,-0.05193286591475015,-0.051956238310536446
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9986638985735563,-0.051676084273699165,-0.051699111410775836
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.9997395176408219,-0.022823165146278517,-0.022825147030078784
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.99915113001767,0.04119489512559797,0.041206555454901275
50,0.3,"Cauchy
(Cutoff: π/2)",cauchy,0.999888649265663,-0.014922770174584977,-0.014923324086395566
