n,epsilon,m_est,var_mu_n,var_mu_n_fm,RE,var_X,modulation,M-estimator
10000,0.05,huber_90,1.6363216369604197,1.9846424194104446,1.2128681639247005,4.223714677738478,3874.129200972833,"Huber
(Cutoff: π/2)"
10,0.05,huber_45,2.6552832178003207,2.4661401358457975,0.9287672664495608,4.223714677738478,6.286606507289102,"Huber
(Cutoff: π/4)"
20,0.05,huber_45,2.4934111499591554,2.1996360255763987,0.8821794294183817,4.223714677738478,11.806721524543004,"Huber
(Cutoff: π/4)"
50,0.05,huber_45,1.9275335248619399,2.099629039300983,1.0892827606987379,4.223714677738478,22.817989281108442,"Huber
(Cutoff: π/4)"
100,0.05,huber_45,0.9880653502519827,1.983714558316565,2.0076754617603636,4.223714677738478,23.39327879933942,"Huber
(Cutoff: π/4)"
500,0.05,huber_45,0.5153420001921692,1.9879492786647848,3.8575339831092466,4.223714677738478,61.00577803092764,"Huber
(Cutoff: π/4)"
1000,0.05,huber_45,0.42397346677575143,1.9846732182183948,4.681125999019487,4.223714677738478,100.37928674736177,"Huber
(Cutoff: π/4)"
5000,0.05,huber_45,0.41708738905089787,1.9804833068967216,4.748365351931175,4.223714677738478,493.7447494372664,"Huber
(Cutoff: π/4)"
10000,0.05,huber_45,0.4146710184210828,1.9846424194104446,4.786064931586599,4.223714677738478,981.7685380280277,"Huber
(Cutoff: π/4)"
10,0.05,biweight,2.409490068691805,2.4661401358457975,1.023511226665794,4.223714677738478,5.704670538924587,"Tukey's biweight
(Cutoff: π/2)"
20,0.05,biweight,2.2403235520142433,2.1996360255763987,0.9818385489893802,4.223714677738478,10.608309144659314,"Tukey's biweight
(Cutoff: π/2)"
50,0.05,biweight,2.136502215153463,2.099629039300983,0.9827413350704944,4.223714677738478,25.291744094530316,"Tukey's biweight
(Cutoff: π/2)"
100,0.05,biweight,0.9635502085245856,1.983714558316565,2.0587557770903113,4.223714677738478,22.8128621851063,"Tukey's biweight
(Cutoff: π/2)"
500,0.05,biweight,0.2865940839523664,1.9879492786647848,6.936463067378576,4.223714677738478,33.926780786459126,"Tukey's biweight
(Cutoff: π/2)"
1000,0.05,biweight,1.9536807253976505e-05,1.9846732182183948,101586.36426197203,4.223714677738478,0.00462550355424036,"Tukey's biweight
(Cutoff: π/2)"
5000,0.05,biweight,4.653893886018905e-06,1.9804833068967216,425554.0318283649,4.223714677738478,0.0055092427414045395,"Tukey's biweight
(Cutoff: π/2)"
10000,0.05,biweight,1.9429298246530474e-06,1.9846424194104446,1021468.9147431487,4.223714677738478,0.004600049891848658,"Tukey's biweight
(Cutoff: π/2)"
10,0.05,hampel,2.409335290485684,2.4661401358457975,1.0235769780920208,4.223714677738478,5.704304088494266,"Hampel
(Cutoff: π/4,π/2,3π/4)"
20,0.05,hampel,2.2405724861777356,2.1996360255763987,0.9817294638518159,4.223714677738478,10.609487889827896,"Hampel
(Cutoff: π/4,π/2,3π/4)"
50,0.05,hampel,2.136502357882425,2.099629039300983,0.9827412694184954,4.223714677738478,25.291745784144467,"Hampel
(Cutoff: π/4,π/2,3π/4)"
100,0.05,hampel,0.9635731363141083,1.983714558316565,2.0587067899222835,4.223714677738478,22.813405019821047,"Hampel
(Cutoff: π/4,π/2,3π/4)"
500,0.05,hampel,0.2865753797780933,1.9879492786647848,6.936915795781665,4.223714677738478,33.92456660111516,"Hampel
(Cutoff: π/4,π/2,3π/4)"
1000,0.05,hampel,1.951441533539607e-05,1.9846732182183948,101702.93007029069,4.223714677738478,0.0046202020790487575,"Hampel
(Cutoff: π/4,π/2,3π/4)"
5000,0.05,hampel,4.643096807157038e-06,1.9804833068967216,426543.61714878154,4.223714677738478,0.005496461244919024,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10000,0.05,hampel,1.943690835823757e-06,1.9846424194104446,1021068.980123751,4.223714677738478,0.004601851649847891,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10,0.05,cauchy,2.368436671274714,2.4661401358457975,1.0412523018901318,4.223714677738478,5.607473165168573,"Cauchy
(Cutoff: π/2)"
20,0.05,cauchy,2.264892601736824,2.1996360255763987,0.9711877834249697,4.223714677738478,10.72464773093776,"Cauchy
(Cutoff: π/2)"
50,0.05,cauchy,2.039711201148935,2.099629039300983,1.0293756479438352,4.223714677738478,24.145939732854618,"Cauchy
(Cutoff: π/2)"
100,0.05,cauchy,0.987106861544064,1.983714558316565,2.00962493079379,4.223714677738478,23.37058577244131,"Cauchy
(Cutoff: π/2)"
500,0.05,cauchy,0.27954545768052247,1.9879492786647848,7.111363193519336,4.223714677738478,33.092369988187826,"Cauchy
(Cutoff: π/2)"
1000,0.05,cauchy,0.023716445653141082,1.9846732182183948,83.6834172896198,4.223714677738478,5.615068124307981,"Cauchy
(Cutoff: π/2)"
5000,0.05,cauchy,0.022777637901805602,1.9804833068967216,86.9485815620823,4.223714677738478,26.963987437240355,"Cauchy
(Cutoff: π/2)"
10000,0.05,cauchy,0.02213082401363787,1.9846424194104446,89.67774621439452,4.223714677738478,52.39658855339034,"Cauchy
(Cutoff: π/2)"
10,0.1,frechet,1.790076305583032,1.790076305583032,1.0,3.761907182726014,4.75842762363392,"$L^2 loss$
(Fréchet mean)"
20,0.1,frechet,1.5219706208351171,1.5219706208351171,1.0,3.761907182726014,8.09148416964526,"$L^2 loss$
(Fréchet mean)"
50,0.1,frechet,1.553244766889864,1.553244766889864,1.0,3.761907182726014,20.644379186467944,"$L^2 loss$
(Fréchet mean)"
100,0.1,frechet,1.6107382163991983,1.6107382163991983,1.0,3.761907182726014,42.81706427514777,"$L^2 loss$
(Fréchet mean)"
500,0.1,frechet,1.5114612478894753,1.5114612478894753,1.0,3.761907182726014,200.89028974848546,"$L^2 loss$
(Fréchet mean)"
1000,0.1,frechet,1.5967205503018418,1.5967205503018418,1.0,3.761907182726014,424.44443011079295,"$L^2 loss$
(Fréchet mean)"
5000,0.1,frechet,1.5511912152129284,1.5511912152129284,1.0,3.761907182726014,2061.7085162756184,"$L^2 loss$
(Fréchet mean)"
10000,0.1,frechet,1.5849659242393965,1.5849659242393965,1.0,3.761907182726014,4213.197846872109,"$L^2 loss$
(Fréchet mean)"
10,0.1,huber_90,1.7011944728556299,1.790076305583032,1.0522467208456214,3.761907182726014,4.522159612728357,"Huber
(Cutoff: π/2)"
20,0.1,huber_90,1.2540828488345324,1.5219706208351171,1.213612499564557,3.761907182726014,6.667271614743979,"Huber
(Cutoff: π/2)"
50,0.1,huber_90,1.259698503757442,1.553244766889864,1.2330289845203666,3.761907182726014,16.74281744033646,"Huber
(Cutoff: π/2)"
100,0.1,huber_90,1.201088472476868,1.6107382163991983,1.341065419666843,3.761907182726014,31.927647709971296,"Huber
(Cutoff: π/2)"
500,0.1,huber_90,1.0728331277997645,1.5114612478894753,1.4088502757080943,3.761907182726014,142.59165307507013,"Huber
(Cutoff: π/2)"
1000,0.1,huber_90,1.130086900007411,1.5967205503018418,1.4129183784816643,3.761907182726014,300.40265352546766,"Huber
(Cutoff: π/2)"
5000,0.1,huber_90,1.077849040717274,1.5511912152129284,1.4391544238705822,3.761907182726014,1432.5832461610942,"Huber
(Cutoff: π/2)"
10000,0.1,huber_90,1.1065020120902176,1.5849659242393965,1.4324112445537676,3.761907182726014,2941.332569743005,"Huber
(Cutoff: π/2)"
10,0.1,huber_45,1.7624178803684643,1.790076305583032,1.0156934547264043,3.761907182726014,4.684905274806256,"Huber
(Cutoff: π/4)"
20,0.1,huber_45,0.9488346396016526,1.5219706208351171,1.604042008283006,3.761907182726014,5.044434078323499,"Huber
(Cutoff: π/4)"
50,0.1,huber_45,0.7700492851560969,1.553244766889864,2.017071889853135,3.761907182726014,10.234825684855032,"Huber
(Cutoff: π/4)"
100,0.1,huber_45,0.45083236355915224,1.6107382163991983,3.572809644105904,3.761907182726014,11.98414372447283,"Huber
(Cutoff: π/4)"
500,0.1,huber_45,0.2704247491985081,1.5114612478894753,5.5892119799285505,3.761907182726014,35.94250682742105,"Huber
(Cutoff: π/4)"
1000,0.1,huber_45,0.2840347225513437,1.5967205503018418,5.621568151806544,3.761907182726014,75.5028523445711,"Huber
(Cutoff: π/4)"
5000,0.1,huber_45,0.2700976403236207,1.5511912152129284,5.743075775687451,3.761907182726014,358.9903035936923,"Huber
(Cutoff: π/4)"
10000,0.1,huber_45,0.2771115645851424,1.5849659242393965,5.71959501802898,3.761907182726014,736.6252039858606,"Huber
(Cutoff: π/4)"
10,0.1,biweight,1.8300606549916894,1.790076305583032,0.9781513529075686,3.761907182726014,4.86471506632325,"Tukey's biweight
(Cutoff: π/2)"
20,0.1,biweight,1.1141359175105203,1.5219706208351171,1.3660547128180578,3.761907182726014,5.9232504333250295,"Tukey's biweight
(Cutoff: π/2)"
50,0.1,biweight,0.6404028826190438,1.553244766889864,2.4254181376223474,3.761907182726014,8.51167840556588,"Tukey's biweight
(Cutoff: π/2)"
100,0.1,biweight,0.288624478162977,1.6107382163991983,5.580740159847656,3.761907182726014,7.6722913177732694,"Tukey's biweight
(Cutoff: π/2)"
500,0.1,biweight,3.7167865946639175e-05,1.5114612478894753,40665.806588396445,3.761907182726014,0.00494002963673681,"Tukey's biweight
(Cutoff: π/2)"
1000,0.1,biweight,1.7643314717364444e-05,1.5967205503018418,90500.03221505533,3.761907182726014,0.004689992033397128,"Tukey's biweight
(Cutoff: π/2)"
5000,0.1,biweight,3.5018877836569716e-06,1.5511912152129284,442958.57293092395,3.761907182726014,0.004654404818567821,"Tukey's biweight
(Cutoff: π/2)"
10000,0.1,biweight,1.4329198290968662e-06,1.5849659242393965,1106109.2826375088,3.761907182726014,0.0038090249426582625,"Tukey's biweight
(Cutoff: π/2)"
10,0.1,hampel,1.829811123407935,1.790076305583032,0.9782847435363171,3.761907182726014,4.864051754945181,"Hampel
(Cutoff: π/4,π/2,3π/4)"
20,0.1,hampel,1.114204844020302,1.5219706208351171,1.3659702064689507,3.761907182726014,5.9236168778247675,"Hampel
(Cutoff: π/4,π/2,3π/4)"
50,0.1,hampel,0.6403624872035835,1.553244766889864,2.4255711381108083,3.761907182726014,8.511141504819818,"Hampel
(Cutoff: π/4,π/2,3π/4)"
100,0.1,hampel,0.2886152701752802,1.6107382163991983,5.580918207899997,3.761907182726014,7.672046548637575,"Hampel
(Cutoff: π/4,π/2,3π/4)"
500,0.1,hampel,3.7174281285429926e-05,1.5114612478894753,40658.78870082895,3.761907182726014,0.0049408823077995365,"Hampel
(Cutoff: π/4,π/2,3π/4)"
1000,0.1,hampel,1.7632507578651395e-05,1.5967205503018418,90555.50058206556,3.761907182726014,0.00468711925153726,"Hampel
(Cutoff: π/4,π/2,3π/4)"
5000,0.1,hampel,3.4883674662639904e-06,1.5511912152129284,444675.40481744026,3.761907182726014,0.004636434788027111,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10000,0.1,hampel,1.4223712108421707e-06,1.5849659242393965,1114312.4327586435,3.761907182726014,0.0037809843298990406,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10,0.1,cauchy,1.9303274532884778,1.790076305583032,0.9273433388379179,3.761907182726014,5.1312468902799795,"Cauchy
(Cutoff: π/2)"
20,0.1,cauchy,1.0465839576085543,1.5219706208351171,1.4542269731640278,3.761907182726014,5.564113662422482,"Cauchy
(Cutoff: π/2)"
50,0.1,cauchy,0.702512750297856,1.553244766889864,2.2109844500776803,3.761907182726014,9.337188773870675,"Cauchy
(Cutoff: π/2)"
100,0.1,cauchy,0.2687241998678322,1.6107382163991983,5.994019955000014,3.761907182726014,7.143296918694971,"Cauchy
(Cutoff: π/2)"
500,0.1,cauchy,0.00967845595990203,1.5114612478894753,156.16760092224206,3.761907182726014,1.286376230166406,"Cauchy
(Cutoff: π/2)"
1000,0.1,cauchy,0.009348015528461342,1.5967205503018418,170.8085042692112,3.761907182726014,2.484913921158318,"Cauchy
(Cutoff: π/2)"
5000,0.1,cauchy,0.006193366680879787,1.5511912152129284,250.46009628362208,3.761907182726014,8.231684595141777,"Cauchy
(Cutoff: π/2)"
10000,0.1,cauchy,0.00642707623897703,1.5849659242393965,246.60761212499148,3.761907182726014,17.084622046203005,"Cauchy
(Cutoff: π/2)"
10,0.2,frechet,1.0685502221351022,1.0685502221351022,1.0,2.8175523808476077,3.7924768653764973,"$L^2 loss$
(Fréchet mean)"
20,0.2,frechet,0.9898652346001385,0.9898652346001385,1.0,2.8175523808476077,7.026419393859547,"$L^2 loss$
(Fréchet mean)"
50,0.2,frechet,0.9670288554721698,0.9670288554721698,1.0,2.8175523808476077,17.160796406937735,"$L^2 loss$
(Fréchet mean)"
100,0.2,frechet,0.9005764434133171,0.9005764434133171,1.0,2.8175523808476077,31.96307722741948,"$L^2 loss$
(Fréchet mean)"
500,0.2,frechet,0.8860879208846469,0.8860879208846469,1.0,2.8175523808476077,157.24426756142222,"$L^2 loss$
(Fréchet mean)"
1000,0.2,frechet,0.8708443281260037,0.8708443281260037,1.0,2.8175523808476077,309.0783099705946,"$L^2 loss$
(Fréchet mean)"
5000,0.2,frechet,0.8815731721288712,0.8815731721288712,1.0,2.8175523808476077,1564.4308480676168,"$L^2 loss$
(Fréchet mean)"
10000,0.2,frechet,0.8823911960920523,0.8823911960920523,1.0,2.8175523808476077,3131.765010262565,"$L^2 loss$
(Fréchet mean)"
10,0.2,huber_90,0.861354390726546,1.0685502221351022,1.2405465550988695,2.8175523808476077,3.057101605569525,"Huber
(Cutoff: π/2)"
20,0.2,huber_90,0.6992554259311623,0.9898652346001385,1.4155989326532379,2.8175523808476077,4.96356646772121,"Huber
(Cutoff: π/2)"
50,0.2,huber_90,0.5650817437241472,0.9670288554721698,1.7113079058243985,2.8175523808476077,10.027883555338782,"Huber
(Cutoff: π/2)"
100,0.2,huber_90,0.4948531542918609,0.9005764434133171,1.8198862341335376,2.8175523808476077,17.563228199611807,"Huber
(Cutoff: π/2)"
500,0.2,huber_90,0.45864368409275885,0.8860879208846469,1.9319745406227795,2.8175523808476077,81.39044498522944,"Huber
(Cutoff: π/2)"
1000,0.2,huber_90,0.44548643127593335,0.8708443281260037,1.9548167283833715,2.8175523808476077,158.11114437628206,"Huber
(Cutoff: π/2)"
5000,0.2,huber_90,0.4517035249635937,0.8815731721288712,1.9516632556717906,2.8175523808476077,801.5885135517999,"Huber
(Cutoff: π/2)"
10000,0.2,huber_90,0.4505195956118046,0.8823911960920523,1.9586078046034092,2.8175523808476077,1598.975048961731,"Huber
(Cutoff: π/2)"
10,0.2,huber_45,0.6653068847605507,1.0685502221351022,1.6061012543402164,2.8175523808476077,2.361293757244739,"Huber
(Cutoff: π/4)"
20,0.2,huber_45,0.37927485540516687,0.9898652346001385,2.609888898494729,2.8175523808476077,2.6922293121029335,"Huber
(Cutoff: π/4)"
50,0.2,huber_45,0.1456410980691998,0.9670288554721698,6.639807501401124,2.8175523808476077,2.5845322177362045,"Huber
(Cutoff: π/4)"
100,0.2,huber_45,0.12535898847579782,0.9005764434133171,7.183979819581785,2.8175523808476077,4.449215898448919,"Huber
(Cutoff: π/4)"
500,0.2,huber_45,0.11519690885958594,0.8860879208846469,7.6919418208061785,2.8175523808476077,20.44272710644888,"Huber
(Cutoff: π/4)"
1000,0.2,huber_45,0.11187679916260151,0.8708443281260037,7.783958199057164,2.8175523808476077,39.70708758534082,"Huber
(Cutoff: π/4)"
5000,0.2,huber_45,0.11306372641162402,0.8815731721288712,7.79713529801223,2.8175523808476077,200.64174703579232,"Huber
(Cutoff: π/4)"
10000,0.2,huber_45,0.11262696731155727,0.8823911960920523,7.834635142497575,2.8175523808476077,399.7333574954712,"Huber
(Cutoff: π/4)"
10,0.2,biweight,0.8839200670609492,1.0685502221351022,1.2088765284943148,2.8175523808476077,3.137191248224597,"Tukey's biweight
(Cutoff: π/2)"
20,0.2,biweight,0.5530184783147755,0.9898652346001385,1.7899315726602394,2.8175523808476077,3.925524026271414,"Tukey's biweight
(Cutoff: π/2)"
50,0.2,biweight,0.00037781067059144524,0.9670288554721698,2559.5594056629757,2.8175523808476077,0.006704590004424123,"Tukey's biweight
(Cutoff: π/2)"
100,0.2,biweight,0.0001383958191066244,0.9005764434133171,6507.251803029434,2.8175523808476077,0.004911916457964505,"Tukey's biweight
(Cutoff: π/2)"
500,0.2,biweight,3.142678374708641e-05,0.8860879208846469,28195.310344692734,2.8175523808476077,0.005576965305190217,"Tukey's biweight
(Cutoff: π/2)"
1000,0.2,biweight,1.5573713994384508e-05,0.8708443281260037,55917.57550190073,2.8175523808476077,0.00552739111444645,"Tukey's biweight
(Cutoff: π/2)"
5000,0.2,biweight,2.954554155897729e-06,0.8815731721288712,298377.73336092697,2.8175523808476077,0.005243121966394298,"Tukey's biweight
(Cutoff: π/2)"
10000,0.2,biweight,1.1048762712465984e-06,0.8823911960920523,798633.4932294971,2.8175523808476077,0.003921404545154249,"Tukey's biweight
(Cutoff: π/2)"
10,0.2,hampel,0.8839583675652638,1.0685502221351022,1.2088241498050074,2.8175523808476077,3.1373271836009007,"Hampel
(Cutoff: π/4,π/2,3π/4)"
20,0.2,hampel,0.5530301726776664,0.9898652346001385,1.7898937228097342,2.8175523808476077,3.9256070370645437,"Hampel
(Cutoff: π/4,π/2,3π/4)"
50,0.2,hampel,0.0003757712741516841,0.9670288554721698,2573.4507185395396,2.8175523808476077,0.006668399081167044,"Hampel
(Cutoff: π/4,π/2,3π/4)"
100,0.2,hampel,0.0001381384106157205,0.9005764434133171,6519.377480884591,2.8175523808476077,0.0049027805677977895,"Hampel
(Cutoff: π/4,π/2,3π/4)"
500,0.2,hampel,3.135154743194852e-05,0.8860879208846469,28262.972435666343,2.8175523808476077,0.00556361394468858,"Hampel
(Cutoff: π/4,π/2,3π/4)"
1000,0.2,hampel,1.555155810391625e-05,0.8708443281260037,55997.2397818264,2.8175523808476077,0.005519527590552852,"Hampel
(Cutoff: π/4,π/2,3π/4)"
5000,0.2,hampel,2.9480394713612745e-06,0.8815731721288712,299037.09929697774,2.8175523808476077,0.005231561073009071,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10000,0.2,hampel,1.0982951813957947e-06,0.8823911960920523,803418.981562538,2.8175523808476077,0.0038980470739833884,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10,0.2,cauchy,0.9397908694847384,1.0685502221351022,1.1370085162893304,2.8175523808476077,3.335486771685217,"Cauchy
(Cutoff: π/2)"
20,0.2,cauchy,0.5308276250577513,0.9898652346001385,1.8647583280776814,2.8175523808476077,3.76800536995207,"Cauchy
(Cutoff: π/2)"
50,0.2,cauchy,0.006970189838971966,0.9670288554721698,138.73780740738002,2.8175523808476077,0.12369228494831239,"Cauchy
(Cutoff: π/2)"
100,0.2,cauchy,0.0031853142259150613,0.9005764434133171,282.72766186971836,2.8175523808476077,0.11305252912305465,"Cauchy
(Cutoff: π/2)"
500,0.2,cauchy,0.000678855747185438,0.8860879208846469,1305.2668767383961,2.8175523808476077,0.12046905530487724,"Cauchy
(Cutoff: π/2)"
1000,0.2,cauchy,0.00037510274735270206,0.8708443281260037,2321.6154354293894,2.8175523808476077,0.13313070944216462,"Cauchy
(Cutoff: π/2)"
5000,0.2,cauchy,8.694112026159294e-05,0.8815731721288712,10139.88742583887,2.8175523808476077,0.154284833979623,"Cauchy
(Cutoff: π/2)"
10000,0.2,cauchy,3.730539609049239e-05,0.8823911960920523,23653.178589810963,2.8175523808476077,0.132403558294344,"Cauchy
(Cutoff: π/2)"
10,0.3,frechet,0.5742572571276816,0.5742572571276816,1.0,1.8821669692592637,3.0510431141700645,"$L^2 loss$
(Fréchet mean)"
20,0.3,frechet,0.46180101090122333,0.46180101090122333,1.0,1.8821669692592637,4.907120552465836,"$L^2 loss$
(Fréchet mean)"
50,0.3,frechet,0.3909949538921517,0.3909949538921517,1.0,1.8821669692592637,10.386829656404759,"$L^2 loss$
(Fréchet mean)"
100,0.3,frechet,0.40684029506488334,0.40684029506488334,1.0,1.8821669692592637,21.615526237026536,"$L^2 loss$
(Fréchet mean)"
500,0.3,frechet,0.41569198442040256,0.41569198442040256,1.0,1.8821669692592637,110.42909348897994,"$L^2 loss$
(Fréchet mean)"
1000,0.3,frechet,0.39343169308040354,0.39343169308040354,1.0,1.8821669692592637,209.03123872970767,"$L^2 loss$
(Fréchet mean)"
5000,0.3,frechet,0.39266389380881106,0.39266389380881106,1.0,1.8821669692592637,1043.1165253190738,"$L^2 loss$
(Fréchet mean)"
10000,0.3,frechet,0.390407875878062,0.390407875878062,1.0,1.8821669692592637,2074.2467711656263,"$L^2 loss$
(Fréchet mean)"
10,0.3,huber_90,0.36446698418620627,0.5742572571276816,1.5756084420373546,1.8821669692592637,1.9364221673151776,"Huber
(Cutoff: π/2)"
20,0.3,huber_90,0.22481349147197416,0.46180101090122333,2.0541516786984855,1.8821669692592637,2.388879362392069,"Huber
(Cutoff: π/2)"
50,0.3,huber_90,0.1663997758868064,0.3909949538921517,2.349732454917045,1.8821669692592637,4.4204307748609,"Huber
(Cutoff: π/2)"
100,0.3,huber_90,0.16796733532735494,0.40684029506488334,2.4221393657998087,1.8821669692592637,8.92414637334005,"Huber
(Cutoff: π/2)"
500,0.3,huber_90,0.16715540602053086,0.41569198442040256,2.486859350330226,1.8821669692592637,44.40504183492172,"Huber
(Cutoff: π/2)"
1000,0.3,huber_90,0.15528711700251502,0.39343169308040354,2.533575873354849,1.8821669692592637,82.50443214590524,"Huber
(Cutoff: π/2)"
5000,0.3,huber_90,0.1538272211374924,0.39266389380881106,2.552629442989443,1.8821669692592637,408.6439291781639,"Huber
(Cutoff: π/2)"
10000,0.3,huber_90,0.1528511511242407,0.390407875878062,2.5541703350387603,1.8821669692592637,812.101974058104,"Huber
(Cutoff: π/2)"
10,0.3,huber_45,0.15065916400451462,0.5742572571276816,3.8116317777421993,1.8821669692592637,0.8004558918798118,"Huber
(Cutoff: π/4)"
20,0.3,huber_45,0.05869605111694971,0.46180101090122333,7.867667451445786,1.8821669692592637,0.6237071638766442,"Huber
(Cutoff: π/4)"
50,0.3,huber_45,0.03849918791648889,0.3909949538921517,10.155927307876844,1.8821669692592637,1.0227357228471723,"Huber
(Cutoff: π/4)"
100,0.3,huber_45,0.03933949679625128,0.40684029506488334,10.341776794248466,1.8821669692592637,2.0901172658307536,"Huber
(Cutoff: π/4)"
500,0.3,huber_45,0.03793175457066548,0.41569198442040256,10.95894427045244,1.8821669692592637,10.076617853301746,"Huber
(Cutoff: π/4)"
1000,0.3,huber_45,0.03439305376420323,0.39343169308040354,11.439277703508049,1.8821669692592637,18.273115151807595,"Huber
(Cutoff: π/4)"
5000,0.3,huber_45,0.033996262059451776,0.39266389380881106,11.55020787644626,1.8821669692592637,90.3114936525296,"Huber
(Cutoff: π/4)"
10000,0.3,huber_45,0.03373006064078882,0.390407875878062,11.57447892062052,1.8821669692592637,179.20865253555826,"Huber
(Cutoff: π/4)"
10,0.3,biweight,0.1886733942999291,0.5742572571276816,3.0436578472468674,1.8821669692592637,1.0024264445262392,"Tukey's biweight
(Cutoff: π/2)"
20,0.3,biweight,0.0007481121627432926,0.46180101090122333,617.2884680925657,1.8821669692592637,0.00794947711825711,"Tukey's biweight
(Cutoff: π/2)"
50,0.3,biweight,0.0002445470325837546,0.3909949538921517,1598.853806407323,1.8821669692592637,0.006496422383822763,"Tukey's biweight
(Cutoff: π/2)"
100,0.3,biweight,0.0001268613214483614,0.40684029506488334,3206.9687625829024,1.8821669692592637,0.0067401736147929695,"Tukey's biweight
(Cutoff: π/2)"
500,0.3,biweight,1.9612895242704067e-05,0.41569198442040256,21194.83020106573,1.8821669692592637,0.00521019005301714,"Tukey's biweight
(Cutoff: π/2)"
1000,0.3,biweight,1.3674295456248632e-05,0.39343169308040354,28771.624420373355,1.8821669692592637,0.007265187244057428,"Tukey's biweight
(Cutoff: π/2)"
5000,0.3,biweight,2.994106210335645e-06,0.39266389380881106,131145.61282206242,1.8821669692592637,0.007953880445351749,"Tukey's biweight
(Cutoff: π/2)"
10000,0.3,biweight,1.4535843023405775e-06,0.390407875878062,268582.892130455,1.8821669692592637,0.007722929612948435,"Tukey's biweight
(Cutoff: π/2)"
10,0.3,hampel,0.18868066745761441,0.5742572571276816,3.0435405220128544,1.8821669692592637,1.0024650869942249,"Hampel
(Cutoff: π/4,π/2,3π/4)"
20,0.3,hampel,0.0007502123300576706,0.46180101090122333,615.5604118979537,1.8821669692592637,0.007971793600786868,"Hampel
(Cutoff: π/4,π/2,3π/4)"
50,0.3,hampel,0.0002441605430331967,0.3909949538921517,1601.3846833515236,1.8821669692592637,0.00648615524076717,"Hampel
(Cutoff: π/4,π/2,3π/4)"
100,0.3,hampel,0.00012693993687838286,0.40684029506488334,3204.982648247763,1.8821669692592637,0.006744350472176265,"Hampel
(Cutoff: π/4,π/2,3π/4)"
500,0.3,hampel,1.9573701048652537e-05,0.41569198442040256,21237.27052881596,1.8821669692592637,0.005199778066543125,"Hampel
(Cutoff: π/4,π/2,3π/4)"
1000,0.3,hampel,1.3700201783912834e-05,0.39343169308040354,28717.218861869773,1.8821669692592637,0.007278951340488468,"Hampel
(Cutoff: π/4,π/2,3π/4)"
5000,0.3,hampel,2.984760645123386e-06,0.39266389380881106,131556.24202240809,1.8821669692592637,0.007929053834947634,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10000,0.3,hampel,1.456282337058482e-06,0.390407875878062,268085.2922151344,1.8821669692592637,0.007737264338623524,"Hampel
(Cutoff: π/4,π/2,3π/4)"
10,0.3,cauchy,0.16934234293516912,0.5742572571276816,3.3911025864779125,1.8821669692592637,0.8997200870112743,"Cauchy
(Cutoff: π/2)"
